timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1000000,1000000,6620172,0,1007.28,24.675455
2000000,2000000,6620172,0,1007.2694,24.675455
3000000,3000000,6620172,0,1007.25854,24.675455
4000000,4000000,6620172,0,1007.26685,24.675455
5000000,5000000,6620172,0,1007.2613,24.675455
6003000,6003000,6620172,0,1007.25726,24.675455
7000000,7000000,6620172,0,1007.2603,24.675455
8000000,8000000,6620172,0,1007.26886,24.675455
9001000,9001000,6620172,0,1007.2763,24.675455
10000000,10000000,6620172,0,1007.2767,24.675455
11000000,11000000,6620172,0,1007.2734,24.675455
12000000,12000000,6620172,0,1007.2662,24.675455
13004000,13004000,6620172,0,1007.2536,24.675455
14001000,14001000,6620172,0,1007.271,24.675455
15000000,15000000,6620172,0,1007.2571,24.675455
16000000,16000000,6620172,0,1007.2667,24.675455
17003000,17003000,6620172,0,1007.26184,24.675455
18003000,18003000,6620172,0,1007.27637,24.675455
19006000,19006000,6620172,0,1007.25214,24.675455
20000000,20000000,6620172,0,1007.2561,24.675455
21000000,21000000,6620172,0,1007.25793,24.67546
22004000,22004000,6620172,0,1007.2203,24.674824
23004000,23004000,6620172,0,1007.2108,24.67249
24003000,24003000,6620172,0,1007.17645,24.671295
25004000,25004000,6620172,0,1007.1945,24.670946
26003000,26003000,6620172,0,1007.186,24.671333
27003000,27003000,6620172,0,1007.1806,24.671207
28000000,28000000,6620172,0,1007.18616,24.670786
29000000,29000000,6620172,0,1007.1695,24.670591
30003000,30003000,6620172,0,1007.1845,24.670372
31003000,31003000,6620172,0,1007.1848,24.670465
32000000,32000000,6620172,0,1007.18225,24.670559
33003000,33003000,6620172,0,1007.17346,24.67046
34002000,34002000,6620172,0,1007.15546,24.67022
35001000,35001000,6620172,0,1007.17377,24.67014
36003000,36003000,6620172,0,1007.17175,24.669899
37000000,37000000,6620172,0,1007.1823,24.670244
38000000,38000000,6620172,0,1007.1668,24.670391
39007000,39007000,6620172,0,1007.18555,24.670343
40004000,40004000,6620172,0,1007.16473,24.670485
41003000,41003000,6620172,0,1007.1726,24.670689
42003000,42003000,6620172,0,1007.16583,24.670673
43003000,43003000,6620172,0,1007.1669,24.670225
44003000,44003000,6620172,0,1007.1637,24.670036
45000000,45000000,6620172,0,1007.17,24.66995
46004000,46004000,6620172,0,1007.1488,24.670685
47000000,47000000,6620172,0,1007.23175,24.674683
48003000,48003000,6620172,0,1007.27594,24.675453
49003000,49003000,6620172,0,1007.2579,24.675495
50000000,50000000,6620172,0,1007.25977,24.675499
51000000,51000000,6620172,0,1007.2683,24.675499
