timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5003000,0.0,0.0,0.0,1
5100000,0.0,0.0,0.0,1
5920000,0.0,0.0,0.0,1
6920000,0.0,0.0,0.0,1
7943000,0.0,0.0,0.0,1
8931000,0.0,0.0,0.0,1
9932000,0.0,0.0,0.0,1
10944000,0.0,0.0,0.0,1
11952000,0.0,0.0,0.0,1
12953000,0.0,0.0,0.0,1
13960000,0.0,0.0,0.0,1
14963000,0.0,0.0,0.0,1
15964000,0.0,0.0,0.0,1
16960000,0.0,0.0,0.0,1
17967000,0.0,0.0,0.0,1
18968000,0.0,0.0,0.0,1
19972000,0.0,0.0,0.0,1
20680000,0.0,0.0,0.0,1
48560000,0.0,0.0,0.0,1
48660000,0.0,0.0,0.0,1
49556000,0.0,0.0,0.0,1
50559000,0.0,0.0,0.0,1
