timestamp,mag_inconsistency_angle
500000,0.0
996000,0.0
1504000,0.0
2000000,0.0
2500000,0.0
3000000,0.0
3497000,0.0
3995000,0.0
4503000,0.0
5000000,0.0
5508000,0.0
6003000,0.0
6503000,0.0
7000000,0.0
7503000,0.0
8000000,0.0
8500000,0.0
9001000,0.0
9500000,0.0
10000000,0.0
10501000,0.0
11000000,0.0
11502000,0.0
12000000,0.0
12500000,0.0
13004000,0.0
13500000,0.0
14001000,0.0
14500000,0.0
15000000,0.0
15500000,0.0
16000000,0.0
16503000,0.0
17003000,0.0
17283000,0.0
50546000,0.0
50551000,0.0
51052000,0.0
