timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
4997000,0.0,0.0,0.0,1
5097000,0.0,0.0,0.0,1
5905000,0.0,0.0,0.0,1
6917000,0.0,0.0,0.0,1
7937000,0.0,0.0,0.0,1
8945000,0.0,0.0,0.0,1
9965000,0.0,0.0,0.0,1
10978000,0.0,0.0,0.0,1
11989000,0.0,0.0,0.0,1
12905000,0.0,0.0,0.0,1
13917000,0.0,0.0,0.0,1
14913000,0.0,0.0,0.0,1
15940000,0.0,0.0,0.0,1
16949000,0.0,0.0,0.0,1
17965000,0.0,0.0,0.0,1
18973000,0.0,0.0,0.0,1
19380000,0.0,0.0,0.0,1
35733000,0.0,0.0,0.0,1
35836000,0.0,0.0,0.0,1
36645000,0.0,0.0,0.0,1
37664000,0.0,0.0,0.0,1
