timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
509000,inf,0,1,1,1,0,0,1,1,0,1
1509000,inf,0,1,1,1,0,0,1,0,0,1
2513000,inf,0,1,1,1,0,0,1,0,0,1
3513000,inf,0,1,1,1,0,0,1,0,0,1
4513000,inf,0,1,1,1,0,0,1,0,0,1
5518000,inf,0,1,1,1,0,0,1,0,0,1
6524000,inf,0,1,1,1,0,0,1,0,0,1
7529000,inf,0,1,1,1,0,0,1,0,0,1
8532000,inf,0,1,1,1,0,0,1,0,0,1
9540000,inf,0,1,1,1,0,0,1,0,0,1
10540000,inf,0,1,1,1,0,0,1,0,0,1
11105000,inf,0,1,1,1,1,1,1,0,0,1
12110000,inf,0,1,1,1,1,1,1,0,0,1
13113000,inf,0,1,1,1,1,1,1,0,0,1
14120000,inf,0,1,1,1,1,1,1,0,0,1
15125000,inf,0,1,1,1,1,1,1,0,0,1
16128000,inf,0,1,1,1,1,1,1,0,0,1
16745000,inf,0,1,1,1,0,0,1,0,0,1
17745000,inf,0,1,1,1,0,0,1,0,0,1
18693000,inf,0,1,1,1,1,0,1,0,0,1
19416000,inf,0,1,0,0,1,0,1,0,0,1
19425000,inf,0,0,0,0,1,0,1,0,0,1
20425000,inf,0,0,0,0,1,0,0,0,0,1
21425000,inf,0,0,0,0,1,0,0,0,0,1
22425000,inf,0,0,0,0,1,0,0,0,0,1
23428000,inf,0,0,0,0,1,0,0,0,0,1
24421000,inf,0,0,0,0,0,0,0,0,0,1
25425000,inf,0,0,0,0,0,0,0,0,0,1
26425000,inf,0,0,0,0,0,0,0,0,0,1
27425000,inf,0,0,0,0,0,0,0,0,0,1
28428000,inf,0,0,0,0,0,0,0,0,0,1
29433000,inf,0,0,0,0,0,0,0,0,0,1
30437000,inf,0,0,0,0,0,0,0,0,0,1
31437000,inf,0,0,0,0,0,0,0,0,0,1
32437000,inf,0,0,0,0,0,0,0,0,0,1
33292000,inf,0,0,0,0,1,1,0,1,0,1
34301000,inf,0,0,0,0,1,1,1,0,0,1
34972000,inf,0,1,0,0,1,1,1,0,0,1
35329000,inf,0,1,1,0,1,1,1,0,0,1
35665000,inf,0,1,1,1,1,1,1,0,0,1
36669000,inf,0,1,1,1,1,1,1,0,0,1
37676000,inf,0,1,1,1,1,1,1,0,0,1
