timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
15657000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,2,0,0,0,0,1
16617000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
16727000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
16873000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,2,0,0,0,0,1
17457000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
17485000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,2,0,0,0,0,1
17561000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,2,0,0,0,0,1
18673000,-1.0,0.0,2.0,3.0,-0.07626546,-0.016615499,666.0,183,2,0,0,0,0,1
23981000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,2,0,0,0,0,1
24045000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,2,0,0,0,0,1
27213000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,2,0,0,0,0,1
27276000,1.0,0.0,2.0,9.0,123450.0,4.0,666.0,183,2,0,0,0,0,1
32609000,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,2,0,0,0,0,1
32625000,40.154029846191406,116.259521484375,0.0,0.0,0.0,0.0,49.887,21,2,0,0,0,0,1
32625000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,2,0,0,0,0,1
38125000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,2,0,0,0,0,1
