timestamp,timestamp_sample,vel_body[0],vel_body[1],vel_ne[0],vel_ne[1],flow_uncompensated_integral[0],flow_uncompensated_integral[1],flow_compensated_integral[0],flow_compensated_integral[1],gyro_rate_integral[0],gyro_rate_integral[1],gyro_rate_integral[2]
50090700,50089308,0.0,0.0,0.0,0.0,-0.0,-0.0,2.4789942e-05,2.5270827e-05,-2.4789942e-05,-2.5270827e-05,-9.445062e-05
50114723,50109159,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0,0.0,-4.1331896e-05,3.2177777e-05,-0.00014301464
50290489,50288889,0.0,0.0,0.0,0.0,-0.0,-0.00213,-3.9565402e-05,-0.0021514008,3.9565402e-05,2.1400856e-05,-0.00011375751
50497955,50488706,0.0,0.0,0.0,0.0,-0.0,0.00213,0.0,0.0,-1.8385654e-05,-2.7228072e-05,-0.00013820063
50693041,50688366,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0023918916,-7.355196e-05,-0.00026189175,7.355196e-05,-7.2396564e-05
50894238,50888108,0.0,0.0,0.0,0.0,-0.0,-0.00213,2.5453784e-05,-0.0021496192,-2.5453784e-05,1.961919e-05,2.5497138e-05
51095471,51087689,0.0,0.0,0.0,0.0,0.00213,-0.0,0.002258314,1.5606485e-05,-0.00012831413,-1.5606485e-05,-0.00011332095
51289372,51287484,0.0,0.0,0.0,0.0,-0.0,0.00426,1.1771641e-05,0.004326862,-1.1771641e-05,-6.686211e-05,-3.7016674e-05
51487394,51487042,0.0,0.0,0.0,0.0,-0.00213,0.00213,-0.0021557994,0.0020379703,2.5799483e-05,9.2029506e-05,-0.00012018366
51688609,51686721,0.0,0.0,0.0,0.0,-0.0,-0.0,-9.223113e-06,3.9475228e-05,9.223113e-06,-3.9475228e-05,9.041061e-06
51886677,51886455,0.0,0.0,0.0,0.0,0.00213,0.00213,0.0022442904,0.0020473767,-0.00011429039,8.262323e-05,-0.0002170404
52092590,52086114,0.0,0.0,0.0,0.0,0.00213,0.00213,0.0021189705,0.0022346766,1.1029308e-05,-0.000104676765,7.8164485e-05
52289111,52285791,0.0,0.0,0.0,0.0,-0.0,-0.0,4.8210357e-05,0.00011196982,-4.8210357e-05,-0.00011196982,5.1079292e-05
52490551,52485468,0.0,0.0,0.0,0.0,-0.0,0.00213,-1.3018552e-05,0.00213923,1.3018552e-05,-9.2301525e-06,-0.00014599334
52687243,52685148,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00010869769,-8.176027e-05,0.00010869769,8.176027e-05,-5.2976968e-05
52888327,52884839,0.0,0.0,0.0,0.0,-0.00213,-0.00426,-0.002237437,-0.0042802426,0.000107437205,2.0242696e-05,-3.008416e-05
53088309,53084633,0.0,0.0,0.0,0.0,-0.0,-0.0,5.9359783e-05,-2.4910305e-05,-5.9359783e-05,2.4910305e-05,-0.00013167431
53284890,53284209,0.0,0.0,0.0,0.0,0.00213,0.00213,0.0021909752,0.0020767886,-6.09754e-05,5.3211443e-05,8.530864e-06
53487607,53484021,0.0,0.0,0.0,0.0,-0.0,0.00213,-2.0331785e-05,0.0021127395,2.0331785e-05,1.7260438e-05,-0.00011441422
53688832,53688478,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,9.8356686e-05,-4.289009e-05,-3.5575868e-05
53888401,53883399,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.000121346355,-4.939274e-05,-1.684596e-05
54086753,54082995,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.7353227e-05,-2.1236068e-05,4.7353227e-05,2.1236068e-05,-0.0001601472
54304531,54302762,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0001701044,5.3990047e-05,-0.0001701044,-5.3990047e-05,-0.00015237628
54484748,54482338,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0019087127,8.149699e-05,0.00022128728,-8.149699e-05,-4.7599533e-05
54687625,54682039,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00010027098,-3.29814e-05,-0.000119270124
54903699,54901662,0.0,0.0,0.0,0.0,-0.00213,-0.00426,-0.0023730905,-0.00429934,0.00024309049,3.9340222e-05,-0.00012101461
55084022,55081393,0.0,0.0,0.0,0.0,-0.0,-0.0,5.239588e-05,-0.00012301057,-5.239588e-05,0.00012301057,-3.0300751e-05
55286606,55281070,0.0,0.0,0.0,0.0,-0.00213,-0.00213,0.00010459515,-0.00018650707,-0.0003135571,0.0010912416,0.002929441
55502998,55500726,0.0,0.0,0.0,0.0,-0.00426,-0.00213,-0.010083498,-0.0033895755,0.0058234986,0.0012595756,0.002243567
55683039,55680442,0.0,0.0,0.0,0.0,-0.01065,0.025559999,-0.0156164365,0.0300068,0.004966437,-0.0044468017,0.004684494
55885750,55880139,0.0,0.0,0.0,0.0,-0.07029,0.029819999,-0.032743633,0.034686904,-0.0018798275,0.00079557736,0.004946226
56102195,56099784,0.0,0.0,0.0,0.0,-0.025559999,0.00426,-0.025289517,0.004921715,-0.0002704824,-0.0006617147,0.00092360843
56282264,56279508,0.0,0.0,0.0,0.0,0.00213,0.01704,0.0014355886,0.017490946,0.0006944113,-0.0004509471,-0.003653837
56485145,56479319,0.0,0.0,0.0,0.0,-0.00213,0.00426,0.011093708,0.012340085,-0.00023963467,0.0010300996,0.005036911
56701166,56698849,0.0,0.0,0.0,0.0,0.00213,-0.0,0.011527327,0.013476485,0.00109108,0.0008306065,0.004440968
56904005,56898517,0.0,0.0,0.0,0.0,0.00213,-0.00213,-0.0011130449,-0.006458736,0.00043271406,0.000410625,0.0035116945
57099254,57098309,0.0,0.0,0.0,0.0,0.00213,-0.0,-0.00051392405,0.000672768,0.002643924,-0.000672768,0.0016123846
57298646,57297852,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0023435538,-0.00359369,-0.00030983594,-0.0011025472,-0.004917132
57498421,57497506,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0017802927,0.0003898258,0.0003497072,-0.0003898258,0.007555074
57701286,57697272,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.0006352317,-0.0022779691,-0.00033152994,-0.0001719001,-0.0075501553
57899457,57896824,0.0,0.0,0.0,0.0,-0.0,-0.0,7.305465e-05,-0.0001491019,-7.305465e-05,0.0001491019,-0.00016516051
58100492,58096480,0.0,0.0,0.0,0.0,-0.0,-0.00213,9.8481876e-05,-0.001018546,-9.8481876e-05,-0.0011114539,0.001118165
58300539,58296267,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00011450997,-0.0007813723,7.2453e-05,-9.734482e-05,0.00456031
58504659,58495808,0.0,0.0,0.0,0.0,-0.0,-0.0,-4.6813206e-05,-0.000108453205,4.6813206e-05,0.000108453205,-0.005919663
58696969,58695470,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0006335542,0.00054970616,0.0006335542,-0.00054970616,0.0071469774
58899365,58895247,0.0,0.0,0.0,0.0,-0.0,-0.0,6.447114e-05,0.0005737797,-6.447114e-05,-0.0005737797,-0.000971023
59099074,59094983,0.0,0.0,0.0,0.0,0.00426,-0.0,0.0010440107,-6.777209e-05,-5.9467162e-05,9.583886e-06,-0.0028594714
59295980,59294445,0.0,0.0,0.0,0.0,-0.0,-0.00426,-0.0021474408,-0.0049868003,0.0021474408,0.0007268004,0.0040486287
59503036,59494330,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.002710265,0.0008084214,0.0005802652,-0.0008084214,-0.0058927294
59695215,59693800,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00014565792,0.0010078724,-0.00014565792,-0.0010078724,-0.004484114
59897935,59893662,0.0,0.0,0.0,0.0,-0.0,0.00213,0.0010137922,0.0020576795,-0.0010137922,7.232043e-05,-0.001546687
60094619,60093248,0.0,0.0,0.0,0.0,-0.00213,-0.0,-0.00082594145,0.00053770706,-0.0013040585,-0.00053770706,0.003538178
60301847,60293082,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0022651106,0.0001594171,-0.00013511068,-0.0001594171,0.0061400267
60495744,60492500,0.0,0.0,0.0,0.0,-0.0,-0.0,-2.8868584e-05,-0.00042872762,2.8868584e-05,0.00042872762,-0.006590458
60693791,60692501,0.0,0.0,0.0,0.0,-0.0,-0.00213,0.00047022224,-0.0025820036,-0.00047022224,0.00045200373,0.0008146274
60899528,60891839,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00040020008,-0.0013539079,-0.00040020008,0.0013539079,0.0011667323
61093186,61091508,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0020281032,8.314963e-05,0.00010189666,-8.314963e-05,-0.0029102783
61293074,61291312,0.0,0.0,0.0,0.0,-0.0,-0.00213,-0.00072064064,-0.0015873341,0.00072064064,-0.00054266583,0.0051696347
61491109,61490848,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00025668004,-0.00094904244,0.00025668004,0.00094904244,0.005347849
61690859,61690539,0.0,0.0,0.0,0.0,-0.00213,0.00213,0.0013279789,0.0001495477,-0.0006362281,4.6114073e-06,0.0027616792
61892208,61890343,0.0,0.0,0.0,0.0,-0.0,-0.0,-2.1876709e-05,-0.00066328817,0.00027963278,0.00037047165,-6.167784e-06
62099242,62094822,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00036893465,0.0012109447,0.00036893465,-0.0012109447,-0.0012496368
62292942,62289622,0.0,0.0,0.0,0.0,0.0063899998,0.00213,-0.0011249362,-0.0031545,0.007514936,0.0052845,-0.0015437782
62489820,62489471,0.0,0.0,0.0,0.0,-0.01065,-0.00426,-0.0062323324,-0.0031671142,-0.004417667,-0.0010928857,-0.0065986365
62697175,62689052,0.0,0.0,0.0,0.0,-0.0213,-0.00852,-0.01392472,-0.004089975,-0.0073752794,-0.004430025,-0.0016642425
62890886,62888746,0.0,0.0,0.0,0.0,-0.00426,-0.0063899998,-0.00074880617,-0.0026558589,-0.0035111937,-0.003734141,-0.0012908967
63090469,63088561,0.0,0.0,0.0,0.0,-0.0063899998,-0.00852,-0.0040142257,-0.0074002985,-0.002375774,-0.0011197012,-0.004376895
63288500,63288133,0.0,0.0,0.0,0.0,-0.00426,-0.0063899998,-0.005067301,-0.0058186455,0.0008073009,-0.00057135423,-0.0012440409
63494362,63487855,0.0,0.0,0.0,0.0,-0.00213,-0.00852,-0.0016868401,-0.00826557,-0.00044315978,-0.00025442982,5.5875425e-05
63688078,63687656,0.0,0.0,0.0,0.0,0.01065,-0.0127799995,0.0092484355,-0.012936372,0.0014015636,0.00015637293,-0.0009979223
63889107,63887245,0.0,0.0,0.0,0.0,0.00426,-0.0,0.0038710984,-0.0005259038,0.0003889014,0.0005259038,-0.0028859067
64092157,64086969,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0021811111,-0.0005886704,-5.1111303e-05,0.0005886704,0.00038967037
64299342,64291569,0.0,0.0,0.0,0.0,0.00213,0.0063899998,0.001571846,0.0066783847,0.00055815396,-0.000288385,-0.004508622
64486722,64486436,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0014467556,-0.0021054284,0.00077964715,-0.00017661607,-0.00043140797
64692593,64686095,0.0,0.0,0.0,0.0,-0.0,-0.00213,0.0013276334,-0.0017325465,-0.0013276334,-0.00039745343,-0.0038759275
64887822,64885905,0.0,0.0,0.0,0.0,-0.00426,-0.0,-0.0031954073,0.00084176403,-0.0010645926,-0.00084176403,-0.0029254702
65087663,65085483,0.0,0.0,0.0,0.0,-0.00213,-0.0063899998,-0.0021096466,-0.0054939426,-2.0353244e-05,-0.00089605723,-0.0031204657
65288539,65285174,0.0,0.0,0.0,0.0,-0.00426,-0.00213,-0.0043778727,-0.0013100421,0.000117872856,-0.00081995776,-0.00032165734
65485272,65484869,0.0,0.0,0.0,0.0,-0.00213,-0.0,0.0003865105,0.0008051656,-0.0003651071,-4.2274412e-05,-0.0015238374
65685131,65684567,0.0,0.0,0.0,0.0,-0.00852,-0.00426,-0.0024381499,-0.001130779,-0.000250028,-0.00019875227,-0.0022802602
65886330,65884256,0.0,0.0,0.0,0.0,-0.0,-0.00213,-0.0007048772,-0.0028268392,0.0007048772,0.0006968394,0.0007888619
66087753,66083958,0.0,0.0,0.0,0.0,0.00213,-0.00213,0.002271651,-0.0027581905,-0.0001416511,0.0006281906,-0.0035515847
66284106,66283758,0.0,0.0,0.0,0.0,-0.0,-0.00426,0.00094035437,-0.0046350136,-0.00094035437,0.00037501362,-0.0014514993
66485324,66483330,0.0,0.0,0.0,0.0,-0.0,-0.00213,0.0012123614,-0.0024100349,-0.0012123614,0.000280035,-0.0018290242
66683486,66683041,0.0,0.0,0.0,0.0,0.00213,-0.0,0.0010853587,-0.0008570343,0.0010446412,0.0008570343,-0.0034606685
66904184,66902825,0.0,0.0,0.0,0.0,0.00213,-0.0,0.003078144,0.00024007214,0.00016984499,0.00021529733,-9.454412e-05
67103909,67102414,0.0,0.0,0.0,0.0,0.00213,-0.00213,0.0012759091,-0.0016514866,0.0008540908,-0.00047851334,0.00084157876
67282768,67282161,0.0,0.0,0.0,0.0,0.00213,-0.00213,0.0017004537,-0.0017504067,0.0004295463,-0.00037959323,-0.0038509886
67484032,67482064,0.0,0.0,0.0,0.0,0.0063899998,-0.0,0.005819388,-0.00017892694,0.00057061174,0.00017892694,-0.0058419025
67686730,67681688,0.0,0.0,0.0,0.0,0.00213,0.00213,0.0020351703,0.002436111,9.4829535e-05,-0.00030611115,-0.0004730497
67883241,67881275,0.0,0.0,0.0,0.0,0.00426,0.00426,0.0029078727,0.0033726227,0.0013521272,0.0008873772,0.0011646805
68102619,68101054,0.0,0.0,0.0,0.0,-0.014909999,0.00426,-0.014778733,0.004563857,-0.00013126647,-0.00030385726,0.00037710642
68302351,68300622,0.0,0.0,0.0,0.0,-0.00426,-0.063899994,-0.017366285,-0.038064666,-0.0021786212,-0.011560015,-0.004203121
68503514,68500440,0.0,0.0,0.0,0.0,0.00426,-0.02343,-0.016476251,-0.032848258,0.020736251,0.0094182575,-0.0027796943
68703206,68700002,0.0,0.0,0.0,0.0,-0.055379998,0.029819999,-0.030367117,-0.009132413,-0.008631326,0.010854309,0.0042904937
68880272,68879713,0.0,0.0,0.0,0.0,0.00213,-0.00213,-0.0036662896,-0.0012399857,0.0022397484,-0.0011490175,-0.00045259894
69100920,69099682,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0035516352,2.1382788e-05,0.0035516352,-2.1382788e-05,-5.9755403e-05
69300664,69299338,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0011456412,-9.556806e-05,0.0011456412,9.556806e-05,0.00036111276
69500538,69498762,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00018497715,0.00026237604,-0.00018497715,-0.00026237604,0.0013281968
69701857,69698485,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00103388,-5.813747e-05,-0.00103388,5.813747e-05,8.1163234e-05
69901466,69898140,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0003084003,-5.9473852e-05,0.0003084003,5.9473852e-05,-5.5413184e-05
70102416,70097871,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00011956689,4.463843e-05,0.00011956689,-4.463843e-05,1.9583144e-05
70299182,70298048,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00021509113,-4.8899885e-05,-0.00021509113,4.8899885e-05,7.782553e-06
70499045,70497234,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.00019669285,2.9824881e-05,0.00019669285,-2.9824881e-05,-5.7511897e-06
70698526,70696897,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.6882404e-05,3.893983e-05,3.6882404e-05,-3.893983e-05,-8.19321e-05
70899787,70896671,0.0,0.0,0.0,0.0,-0.0,-0.0,7.200457e-05,7.669638e-06,-7.200457e-05,-7.669638e-06,-1.5145721e-05
71099649,71096393,0.0,0.0,0.0,0.0,-0.0,-0.0,-6.0469618e-05,8.3609775e-06,6.0469618e-05,-8.3609775e-06,6.194264e-05
71299518,71295956,0.0,0.0,0.0,0.0,-0.0,-0.0,9.588021e-05,4.159775e-06,-9.588021e-05,-4.159775e-06,6.2344756e-05
71503693,71495987,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.165844e-05,-8.432333e-06,7.165844e-05,8.432333e-06,-0.00010058796
71697398,71695326,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0004819879,7.91585e-05,-0.0004819879,-7.91585e-05,-6.0402563e-05
71875792,71875177,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00039462262,-7.140499e-05,-0.00039462262,7.140499e-05,-1.44920505e-05
72099811,72094694,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00010520638,2.2987193e-05,-0.00010520638,-2.2987193e-05,2.717621e-06
72300871,72294484,0.0,0.0,0.0,0.0,-0.0,-0.0,-8.595739e-05,4.293207e-05,8.595739e-05,-4.293207e-05,-1.1002365e-05
