timestamp,speed_xy,speed_up,speed_down,want_takeoff
11864000,5.0,3.0,1.0,0
11888000,5.0,3.0,1.0,0
12884000,5.0,3.0,1.0,0
13864000,5.0,3.0,1.0,0
14868000,5.0,3.0,1.0,0
15864000,5.0,3.0,1.0,0
16880000,5.0,3.0,1.0,0
17876000,5.0,3.0,1.0,0
18876000,5.0,3.0,1.0,0
19856000,5.0,3.0,1.0,0
20876000,5.0,3.0,1.0,0
21876000,5.0,3.0,1.0,0
22876000,5.0,3.0,1.0,0
22904000,5.0,3.0,1.0,0
49648000,5.0,3.0,1.0,0
49664000,5.0,3.0,1.0,0
50647000,5.0,3.0,1.0,0
51647000,5.0,3.0,1.0,0
52644000,5.0,3.0,1.0,0
53644000,5.0,3.0,1.0,0
