timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5616000,0.0,0.0,50.719086,0.0,0.0,0.0,0.0,1,0,0,0
11044000,28.142958129944564,112.98371113620396,50.72199,-0.030028794,0.04276925,0.0004019206,0.053872187,1,1,1,0
20524000,28.142958129944564,112.98371113620396,50.72199,-0.030028794,0.04276925,0.0004019206,0.053967122,1,1,1,0
22817000,28.14295810043647,112.98371106885764,50.754,-0.033309944,0.036166027,-0.031599082,0.05158764,1,1,1,0
22833000,28.14295810043647,112.98371106885764,50.754,-0.033309944,0.036166027,-0.031599082,0.05151806,1,1,1,0
25357000,28.14295810043647,112.98371106885764,50.754,-0.033309944,0.036166027,-0.031599082,0.051565737,1,1,1,0
26158000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.05098597,1,1,1,0
27494000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.051107183,1,1,1,0
27978000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.050764207,1,1,1,0
28074000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.051128436,1,1,1,0
29479000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.050962828,1,1,1,0
32297000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.051358096,1,1,1,0
32549000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.05103017,1,1,1,0
33084000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.051641665,1,1,1,0
35913000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.05208365,1,1,1,0
36822000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.052135773,1,1,1,0
37105000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.051084563,1,1,1,0
37236000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.05159263,1,1,1,0
39745000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.05213891,1,1,1,0
46952000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.050107304,1,1,1,0
50563000,28.14295811516065,112.9837108803037,50.772984,-0.03167269,0.017678551,-0.05058399,0.050783552,1,1,1,0
