timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
849232121,849228752,6684682,2000.0,1.953125,nan,nan,nan,nan,40.84955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,453.0,476.0,519.0
849938640,849936593,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,39.032806,41.036682,44.7822,48.72901,nan,nan,nan,nan,nan,nan,nan,nan,45.0,41.0,34.0,17.0,479.0,469.0,732.0
850064835,850061069,6684682,2000.0,1.953125,50.78125,nan,nan,nan,nan,nan,nan,nan,39.032806,41.036682,44.7822,48.72901,10.0,nan,nan,nan,nan,nan,nan,nan,45.0,41.0,34.0,17.0,473.0,469.0,732.0
850065327,850064069,6684682,2000.0,1.953125,50.78125,nan,nan,nan,nan,nan,nan,nan,37.109375,39.36048,42.9284,44.937283,10.0,nan,nan,nan,nan,nan,nan,nan,37.0,25.0,25.0,25.0,473.0,519.0,606.0
850194970,850191537,6684682,2000.0,1.953125,nan,nan,nan,nan,43.18668,nan,nan,nan,37.109375,39.36048,42.9284,44.937283,nan,nan,nan,nan,16.0,nan,nan,nan,37.0,25.0,25.0,25.0,536.0,507.0,606.0
850321172,850319006,6684682,2000.0,1.953125,nan,nan,nan,nan,85.9375,38.896423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,10.0,nan,nan,nan,nan,nan,nan,455.0,483.0,516.0
850834119,850831890,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,33.200054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,509.0,473.0,541.0
851085708,851085333,6684682,2000.0,1.953125,54.6875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,489.0,496.0,529.0
851090465,851088333,6684682,2000.0,1.953125,54.6875,nan,nan,nan,nan,nan,nan,nan,35.322327,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,489.0,521.0,499.0
851216700,851215804,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,33.312775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,492.0,480.0,554.0
851473218,851472296,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,42.808067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,484.0,508.0,566.0
851598547,851596730,6684682,2000.0,1.953125,43.134827,nan,nan,nan,nan,nan,nan,nan,42.808067,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,467.0,508.0,566.0
851598841,851598217,6684682,2000.0,1.953125,43.134827,nan,nan,nan,58.59068,nan,nan,nan,42.808067,nan,nan,nan,10.0,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,467.0,508.0,566.0
851855263,851854706,6684682,2000.0,1.953125,nan,nan,nan,nan,85.9375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,440.0,473.0,529.0
851981003,851980632,6684682,2000.0,1.953125,52.734375,nan,nan,nan,85.9375,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,472.0,473.0,494.0
852368139,852364590,6684682,2000.0,1.953125,35.15625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,463.0,484.0,559.0
853006962,853004898,6684682,2000.0,1.953125,60.546875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,510.0,509.0,541.0
853132791,853132371,6684682,2000.0,1.953125,48.9942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,454.0,487.0,557.0
853389261,853388810,6684682,2000.0,1.953125,48.610195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525.0,504.0,510.0
853650192,853646800,6684682,2000.0,1.953125,nan,nan,nan,nan,45.08795,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,492.0,458.0,557.0
853906521,853903193,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,88.06568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,462.0,487.0,527.0
854163282,854159634,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,93.65517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,496.0,503.0,584.0
854419450,854416075,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,87.95882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,499.0,450.0,531.0
854540932,854540572,6684682,2000.0,1.953125,87.96329,nan,nan,nan,nan,nan,nan,nan,87.95882,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,553.0,450.0,531.0
854671829,854671017,6684682,2000.0,1.953125,nan,nan,nan,nan,33.203125,nan,nan,nan,91.796875,97.63587,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,18.0,17.0,nan,nan,516.0,484.0,582.0
854797435,854796987,6684682,2000.0,1.953125,152.26979,nan,nan,nan,33.203125,nan,nan,nan,91.796875,97.63587,nan,nan,16.0,nan,nan,nan,10.0,nan,nan,nan,18.0,17.0,nan,nan,474.0,484.0,582.0
854802570,854799986,6684682,2000.0,1.953125,152.26979,nan,nan,nan,nan,nan,nan,nan,42.862995,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,474.0,505.0,547.0
854928053,854925957,6684682,2000.0,1.953125,150.1551,nan,nan,nan,50.615173,nan,nan,nan,42.862995,nan,nan,nan,13.0,nan,nan,nan,10.0,nan,nan,nan,17.0,nan,nan,nan,504.0,497.0,547.0
854928335,854927457,6684682,2000.0,1.953125,150.1551,nan,nan,nan,50.615173,nan,nan,nan,41.029556,nan,nan,nan,13.0,nan,nan,nan,10.0,nan,nan,nan,18.0,nan,nan,nan,504.0,497.0,536.0
855053750,855051928,6684682,2000.0,1.953125,130.81116,nan,nan,nan,50.615173,nan,nan,nan,41.029556,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,18.0,nan,nan,nan,557.0,497.0,536.0
855054033,855053428,6684682,2000.0,1.953125,130.81116,nan,nan,nan,122.98309,nan,nan,nan,41.029556,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,18.0,nan,nan,nan,557.0,512.0,536.0
855058274,855054928,6684682,2000.0,1.953125,130.81116,nan,nan,nan,122.98309,nan,nan,nan,40.984364,38.87853,124.79221,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,82.0,25.0,25.0,nan,557.0,512.0,684.0
855184962,855183944,6684682,2000.0,1.953125,136.67018,134.71101,146.48438,nan,nan,nan,nan,nan,37.10431,35.130306,40.647682,nan,32.0,25.0,17.0,nan,nan,nan,nan,nan,145.0,100.0,72.0,nan,708.0,547.0,1295.0
855310576,855309868,6684682,2000.0,1.953125,134.87259,150.30748,nan,nan,32.99095,nan,nan,nan,37.10431,35.130306,40.647682,nan,25.0,20.0,nan,nan,16.0,nan,nan,nan,145.0,100.0,72.0,nan,732.0,590.0,1295.0
855314804,855311414,6684682,2000.0,1.953125,134.87259,150.30748,nan,nan,32.99095,nan,nan,nan,32.899338,34.738655,37.120514,nan,25.0,20.0,nan,nan,16.0,nan,nan,nan,104.0,74.0,65.0,nan,732.0,590.0,1607.0
855436415,855435838,6684682,2000.0,1.953125,158.44304,162.2103,nan,nan,32.99095,nan,nan,nan,32.899338,34.738655,37.120514,nan,17.0,17.0,nan,nan,16.0,nan,nan,nan,104.0,74.0,65.0,nan,676.0,590.0,1607.0
855441254,855438888,6684682,2000.0,1.953125,158.44304,162.2103,nan,nan,nan,nan,nan,nan,183.61932,171.81274,191.37457,nan,17.0,17.0,nan,nan,nan,nan,nan,nan,20.0,17.0,17.0,nan,676.0,535.0,961.0
855566999,855566355,6684682,2000.0,1.953125,181.6892,185.36516,187.61234,191.35274,183.66927,nan,nan,nan,183.61932,171.81274,191.37457,nan,64.0,61.0,40.0,37.0,18.0,nan,nan,nan,20.0,17.0,17.0,nan,842.0,597.0,961.0
855571158,855567807,6684682,2000.0,1.953125,181.6892,185.36516,187.61234,191.35274,183.66927,nan,nan,nan,185.62868,nan,nan,nan,64.0,61.0,40.0,37.0,18.0,nan,nan,nan,26.0,nan,nan,nan,842.0,597.0,785.0
