timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1000000,1000000,6620428,0,1007.2624,24.675455
2002000,2002000,6620428,0,1007.25446,24.675455
3002000,3002000,6620428,0,1007.27374,24.675455
4001000,4001000,6620428,0,1007.27216,24.675455
5000000,5000000,6620428,0,1007.26825,24.675455
6001000,6001000,6620428,0,1007.2558,24.675455
7004000,7004000,6620428,0,1007.26556,24.675455
8001000,8001000,6620428,0,1007.26587,24.675455
9002000,9002000,6620428,0,1007.2686,24.675455
10002000,10002000,6620428,0,1007.2659,24.675455
11000000,11000000,6620428,0,1007.27246,24.675455
12002000,12002000,6620428,0,1007.2577,24.675455
13001000,13001000,6620428,0,1007.2555,24.675455
14002000,14002000,6620428,0,1007.26056,24.675455
15002000,15002000,6620428,0,1007.2635,24.675455
16000000,16000000,6620428,0,1007.259,24.675455
17002000,17002000,6620428,0,1007.2553,24.675455
18000000,18000000,6620428,0,1007.25507,24.675455
19004000,19004000,6620428,0,1007.2724,24.675455
20004000,20004000,6620428,0,1007.2548,24.675455
21000000,21000000,6620428,0,1007.2531,24.675455
22002000,22002000,6620428,0,1007.26416,24.675459
23002000,23002000,6620428,0,1007.26794,24.67544
24000000,24000000,6620428,0,1007.22906,24.673286
25001000,25001000,6620428,0,1007.19714,24.6723
26000000,26000000,6620428,0,1007.1918,24.67145
27002000,27002000,6620428,0,1007.19434,24.671412
28005000,28005000,6620428,0,1007.1909,24.671144
29001000,29001000,6620428,0,1007.174,24.670973
30000000,30000000,6620428,0,1007.18604,24.670738
31002000,31002000,6620428,0,1007.19525,24.670855
32002000,32002000,6620428,0,1007.1974,24.670963
33001000,33001000,6620428,0,1007.1771,24.670996
34001000,34001000,6620428,0,1007.1764,24.670918
35001000,35001000,6620428,0,1007.185,24.670855
36001000,36001000,6620428,0,1007.1885,24.670704
37000000,37000000,6620428,0,1007.1626,24.670767
38001000,38001000,6620428,0,1007.1749,24.670849
39002000,39002000,6620428,0,1007.16907,24.670916
40001000,40001000,6620428,0,1007.1945,24.671047
41000000,41000000,6620428,0,1007.1973,24.671227
42001000,42001000,6620428,0,1007.201,24.671345
43000000,43000000,6620428,0,1007.174,24.671236
44002000,44002000,6620428,0,1007.18854,24.671118
45000000,45000000,6620428,0,1007.16797,24.671019
46000000,46000000,6620428,0,1007.1934,24.670937
47001000,47001000,6620428,0,1007.17377,24.670847
48005000,48005000,6620428,0,1007.16113,24.671223
49005000,49005000,6620428,0,1007.2694,24.675508
50004000,50004000,6620428,0,1007.25903,24.675463
51000000,51000000,6620428,0,1007.2526,24.675478
52002000,52002000,6620428,0,1007.2806,24.675482
53000000,53000000,6620428,0,1007.28,24.675482
