timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5000000,0.0,0.0,0.0,1
5100000,0.0,0.0,0.0,1
5905000,0.0,0.0,0.0,1
6920000,0.0,0.0,0.0,1
7925000,0.0,0.0,0.0,1
8936000,0.0,0.0,0.0,1
9944000,0.0,0.0,0.0,1
10944000,0.0,0.0,0.0,1
11957000,0.0,0.0,0.0,1
12976000,0.0,0.0,0.0,1
13985000,0.0,0.0,0.0,1
14997000,0.0,0.0,0.0,1
15904000,0.0,0.0,0.0,1
16912000,0.0,0.0,0.0,1
17920000,0.0,0.0,0.0,1
18932000,0.0,0.0,0.0,1
19945000,0.0,0.0,0.0,1
20952000,0.0,0.0,0.0,1
21965000,0.0,0.0,0.0,1
22376000,0.0,0.0,0.0,1
43792000,0.0,0.0,0.0,1
43892000,0.0,0.0,0.0,1
44712000,0.0,0.0,0.0,1
45716000,0.0,0.0,0.0,1
