timestamp,rtl_time_s,rtl_limit_fraction
11045000,0.0,0.0
12060000,0.04036715,4.485239e-05
13061000,0.06386099,7.095666e-05
14084000,0.041743856,4.6382065e-05
15092000,0.0910401,0.000101155674
16117000,0.154633,0.00017181445
17125000,0.1263915,0.000140435
18140000,0.046210125,5.1344585e-05
19156000,0.06782905,7.536562e-05
20164000,0.045295186,5.0327988e-05
21200000,0.01624695,1.8052167e-05
22240000,0.049515378,5.5017088e-05
23257000,0.024534311,2.7260347e-05
24272000,0.42408788,0.00047120877
25277000,0.6210529,0.00069005886
26296000,0.7354812,0.00081720133
27345000,0.7626475,0.0008473862
28368000,0.76647294,0.00085163664
29392000,0.77117366,0.00085685967
30404000,0.81012547,0.00090013945
31417000,0.81880915,0.00090978795
32432000,0.82144976,0.000912722
33437000,0.74660194,0.0008295578
34452000,0.76599926,0.0008511103
35473000,0.72676736,0.0008075193
36485000,0.8167608,0.00090751203
37509000,0.80978584,0.0008997621
38533000,0.82567203,0.0009174134
39548000,0.82718325,0.00091909256
40552000,0.77308995,0.00085898885
41565000,0.3932982,0.00043699803
42572000,0.09348221,0.000103869126
43585000,0.11983606,0.00013315119
44605000,0.10388039,0.00011542266
45613000,0.12100498,0.00013444998
46613000,0.015287149,1.6985721e-05
