timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
493000,1310988,1310988,1310996,1311004,0,0.0030308925,0.0015162901,0.0015147611,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
500000,1310988,1310988,1310996,1311004,0,0.0030328894,0.0015172464,0.0015157938,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
689000,1310988,1310988,1310996,1311004,0,0.003065491,0.0015329575,0.0015327609,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
892000,1310988,1310988,1310996,1311004,0,0.0025606917,0.001280393,0.0012804392,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1085000,1310988,1310988,1310996,1311004,0,0.003001703,0.0015008852,0.0015008776,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1293000,1310988,1310988,1310996,1311004,0,0.0030626773,0.001531457,0.001531361,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1496000,1310988,1310988,1310996,1311004,0,0.0030698145,0.0015349217,0.0015349111,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1689000,1310988,1310988,1310996,1311004,0,0.0030705477,0.0015353449,0.0015353046,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
1896000,1310988,1310988,1310996,1311004,0,0.0030706683,0.0015353023,0.0015354267,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2093000,1310988,1310988,1310996,1311004,0,0.0030706977,0.0015354197,0.0015353721,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2297000,1310988,1310988,1310996,1311004,0,0.0030706697,0.0015353789,0.0015353662,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2500000,1310988,1310988,1310996,1311004,0,0.0030706981,0.0015353848,0.0015353719,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2696000,1310988,1310988,1310996,1311004,0,0.003070698,0.0015352897,0.0015354595,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
2893000,1310988,1310988,1310996,1311004,0,0.0030707307,0.0015353876,0.0015351493,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3096000,1310988,1310988,1310996,1311004,0,0.00307071,0.0015352832,0.0015354028,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3296000,1310988,1310988,1310996,1311004,0,0.003070731,0.0015353933,0.0015353954,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3485000,1310988,1310988,1310996,1311004,0,0.0030706653,0.0015353587,0.0015352868,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3693000,1310988,1310988,1310996,1311004,0,0.0030707498,0.0015352485,0.0015353921,0.0,1310988,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
3897000,1310996,1310988,1310996,1311004,0,0.00029931305,0.00014970303,0.00014970303,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4089000,1310996,1310988,1310996,1311004,0,0.0027145157,0.0013572775,0.0013572954,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4305000,1310996,1310988,1310996,1311004,0,0.0030115233,0.001505798,0.0015055217,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4489000,1310996,1310988,1310996,1311004,0,0.00306235,0.0015311383,0.0015311419,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4693000,1310996,1310988,1310996,1311004,0,0.0030694935,0.001534746,0.0015348253,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
4896000,1310996,1310988,1310996,1311004,0,0.003070575,0.001535235,0.0015352586,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5088000,1310996,1310988,1310996,1311004,0,0.0030706336,0.0015353604,0.0015353826,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
5292000,1310996,1310988,1310996,1311004,0,0.0030707421,0.0015352812,0.0015354849,0.0,1310996,1310988,1310996,1311004,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0
