timestamp,main_state_changes,main_state
51000,0,0
552000,0,0
1052000,0,0
1520000,0,0
2020000,0,0
2524000,0,0
3036000,0,0
3540000,0,0
4040000,0,0
4268000,0,0
4769000,0,0
5272000,0,0
5772000,0,0
6272000,0,0
6776000,0,0
7276000,0,0
7784000,0,0
8295000,0,0
8796000,0,0
9304000,0,0
9805000,0,0
10316000,0,0
10824000,0,0
11088000,1,4
11589000,1,4
12104000,1,4
12612000,1,4
13112000,1,4
13616000,1,4
14121000,1,4
14632000,1,4
14864000,1,4
15368000,1,4
15472000,1,4
15848000,1,4
15980000,2,7
16116000,2,7
16616000,2,7
16628000,2,7
16760000,2,7
16820000,2,7
17328000,2,7
17828000,2,7
18060000,2,7
18565000,2,7
19080000,2,7
19588000,2,7
20096000,2,7
20604000,2,7
21104000,2,7
21612000,2,7
22123000,2,7
22631000,2,7
23136000,2,7
23184000,2,7
23228000,2,7
23384000,2,7
23444000,2,7
23947000,2,7
24451000,2,7
24960000,2,7
25464000,2,7
25972000,2,7
26480000,2,7
26988000,2,7
27488000,2,7
28000000,2,7
28500000,2,7
28536000,2,7
28548000,2,7
28616000,2,7
29120000,2,7
29632000,2,7
30132000,2,7
30636000,2,7
31139000,2,7
31644000,2,7
32151000,2,7
32663000,2,7
33172000,2,7
33672000,2,7
34176000,2,7
34676000,2,7
35176000,2,7
35680000,2,7
36185000,2,7
36692000,2,7
37192000,2,7
37692000,2,7
38192000,2,7
38704000,2,7
39204000,2,7
39712000,2,7
40212000,2,7
40719000,2,7
41228000,2,7
41732000,2,7
42244000,2,7
42752000,2,7
43257000,2,7
43768000,2,7
43965000,2,7
44051000,3,11
44061000,3,11
44576000,3,11
45084000,3,11
45592000,3,11
46100000,3,11
46612000,3,11
47116000,3,11
47620000,3,11
48120000,3,11
48620000,3,11
49128000,3,11
49164000,3,11
49584000,3,11
50092000,3,11
