timestamp,tilt_limit,takeoff_state
704000,0.0,1
11092000,0.0024,1
11100000,0.004,1
12092000,0.20239994,1
12132000,0.20943952,1
15852000,0.20943952,2
16855000,0.20943952,3
18056000,0.20943952,4
21052000,0.21123952,5
21064000,0.21363951,5
22059000,0.4126398,5
23056000,0.6120404,5
23924000,0.7853982,5
47164000,0.7835982,3
47176000,0.7811982,3
48160000,0.5843972,3
49164000,0.38359684,1
