timestamp,speed_xy,speed_up,speed_down,want_takeoff
11156000,5.0,3.0,1.0,0
11176000,5.0,3.0,1.0,0
12156000,5.0,3.0,1.0,0
13157000,5.0,3.0,1.0,0
14160000,5.0,3.0,1.0,0
15157000,5.0,3.0,1.0,0
16156000,5.0,3.0,1.0,0
17156000,5.0,3.0,1.0,0
18156000,5.0,3.0,1.0,0
18422000,5.0,3.0,1.0,0
40097000,5.0,3.0,1.0,0
40116000,5.0,3.0,1.0,0
41096000,5.0,3.0,1.0,0
42107000,5.0,3.0,1.0,0
43100000,5.0,3.0,1.0,0
44100000,5.0,3.0,1.0,0
45097000,5.0,3.0,1.0,0
46096000,5.0,3.0,1.0,0
47076000,5.0,3.0,1.0,0
48080000,5.0,3.0,1.0,0
