timestamp,saturation_status
113902450,1533
113904000,1533
114902593,1533
115902753,1533
116901392,1533
117901539,1501
118901684,1
119901871,1
120901967,1
121902103,1
122902221,1
123902333,1
124902488,1
125902535,1
126902625,1
127902704,1
128902774,1
129901336,1
130901385,1
131901417,1
132901484,1
133901449,1
134901458,1
135901453,1
136901443,1
137901475,1
138901407,1
139901385,1
140901360,1533
141901339,1533
142902827,1533
