timestamp,mag_inconsistency_angle
492000,0.0
1004000,0.0
1500000,0.0
2004000,0.0
2500000,0.0
3000000,0.0
3500000,0.0
3996000,0.0
4496000,3.727385e-06
5000000,5.5557074e-08
5500000,0.00040872447
6000000,4.6571604e-05
6496000,4.847543e-07
6996000,5.311271e-09
7504000,9.233421e-11
8000000,1.0116713e-12
8500000,9.028391e-15
9004000,1.1537624e-16
9504000,8.82792e-19
10000000,1.1281437e-20
10504000,1.5175635e-22
10996000,2.7770752e-24
11492000,4.5864382e-26
12004000,6.494329e-28
12496000,7.884313e-30
13004000,6.6843417e-32
13500000,7.709241e-34
14000000,9.3592546e-36
14500000,9.254759e-38
15000000,8.69387e-40
15500000,1.4356e-41
16000000,1.49e-43
16500000,1.3e-44
17000000,0.00014467265
17500000,1.2910934e-06
18000000,1.0398629e-08
18500000,2.3362665e-10
19004000,3.3081194e-12
19492000,5.1903045e-14
20000000,5.686824e-16
20500000,8.9223944e-18
21000000,1.3298927e-19
21500000,2.5617325e-21
22000000,5.755463e-23
22500000,6.987307e-25
22660000,1.5786804e-25
