timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5000000,0.0,0.0,0.0,1
5112000,0.0,0.0,0.0,1
5904000,0.0,0.0,0.0,1
6920000,0.0,0.0,0.0,1
7940000,0.0,0.0,0.0,1
8956000,0.0,0.0,0.0,1
9980000,0.0,0.0,0.0,1
10996000,0.0,0.0,0.0,1
11908000,0.0,0.0,0.0,1
12916000,0.0,0.0,0.0,1
13932000,0.0,0.0,0.0,1
14952000,0.0,0.0,0.0,1
15960000,0.0,0.0,0.0,1
16984000,0.0,0.0,0.0,1
17996000,0.0,0.0,0.0,1
18912000,0.0,0.0,0.0,1
19924000,0.0,0.0,0.0,1
20952000,0.0,0.0,0.0,1
21976000,0.0,0.0,0.0,1
22992000,0.0,0.0,0.0,1
23900000,0.0,0.0,0.0,1
24800000,0.0,0.0,0.0,1
58836000,0.0,0.0,0.0,1
58936000,0.0,0.0,0.0,1
