timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
485000,478500,197644,0.277226,-0.03375007,0.47143218,0
991000,980600,197644,0.277226,-0.03375007,0.47143218,0
1489000,1481000,197644,0.27722603,-0.03375007,0.47143218,0
2005000,1996600,197644,0.277226,-0.03375007,0.47143218,0
2477000,2468750,197644,0.277226,-0.03375007,0.47143218,0
2993000,2984500,197644,0.277226,-0.03375007,0.47143218,0
3493000,3484600,197644,0.277226,-0.03375007,0.47143218,0
4005000,3996000,197644,0.277226,-0.03375007,0.47143218,0
4501000,4491500,197644,0.277226,-0.03375007,0.47143218,0
5001000,4994000,197644,0.277226,-0.03375007,0.47143218,0
5489000,5481000,197644,0.277226,-0.03375007,0.47143218,0
5984000,5974750,197644,0.277226,-0.03375007,0.47143218,0
6489000,6479250,197644,0.277226,-0.03375007,0.47143218,0
6993000,6984333,197644,0.27722603,-0.03375007,0.47143218,0
7505000,7496000,197644,0.277226,-0.03375007,0.47143218,0
7993000,7981800,197644,0.277226,-0.03375007,0.47143218,0
8502000,8496000,197644,0.27722603,-0.03375007,0.47143218,0
9005000,8995000,197644,0.277226,-0.03375007,0.47143218,0
9496000,9487250,197644,0.277226,-0.03375007,0.47143218,0
9985000,9978500,197644,0.277226,-0.03375007,0.47143218,0
10492000,10484000,197644,0.277226,-0.03375007,0.47143218,0
11005000,10998333,197644,0.27722603,-0.03375007,0.47143218,0
11489000,11480000,197644,0.277226,-0.03375007,0.47143218,0
12005000,11998666,197644,0.27722603,-0.03375007,0.47143218,0
12497000,12486200,197644,0.277226,-0.03375007,0.47143218,0
12985000,12974000,197644,0.277226,-0.03375007,0.47143218,0
13505000,13495750,197644,0.277226,-0.03375007,0.47143218,0
13992000,13983000,197644,0.277226,-0.03375007,0.47143218,0
14493000,14485000,197644,0.27722603,-0.03375007,0.47143218,0
14989000,14980600,197644,0.277226,-0.03375007,0.47143218,0
15493000,15485500,197644,0.277226,-0.03375007,0.47143218,0
15993000,15982800,197644,0.277226,-0.03375007,0.47143218,0
16489000,16481250,197644,0.277226,-0.03375007,0.47143218,0
17005000,16996000,197644,0.277226,-0.03375007,0.47143218,0
17500000,17489750,197644,0.277226,-0.03375007,0.47143218,0
17985000,17974000,197644,0.277226,-0.03375007,0.47143218,0
18484000,18474500,197644,0.277226,-0.03375007,0.47143218,0
18985000,18978000,197644,0.277226,-0.03375007,0.47143218,0
19492000,19480400,197644,0.277226,-0.03375007,0.47143218,0
19986000,19977500,197644,0.277226,-0.03375007,0.47143218,0
20492000,20485250,197644,0.277226,-0.03375007,0.47143218,0
20989000,20979000,197644,0.277226,-0.03375007,0.47143218,0
21495000,21485800,197644,0.27721828,-0.03375757,0.47143617,0
21989000,21981000,197644,0.2767149,-0.033621,0.4717416,0
22489000,22483666,197644,0.27583408,-0.03481742,0.47217044,0
23007000,22997000,197644,0.27664238,-0.046097398,0.47072878,0
23493000,23483400,197644,0.27368316,-0.031215845,0.47367144,0
24001000,23990000,197644,0.27449185,-0.026869345,0.47346988,0
24495000,24486750,197644,0.27874684,-0.028879145,0.47085842,0
24988000,24978600,197644,0.28064403,-0.037220158,0.46914288,0
25494000,25482000,197644,0.28265366,-0.037422996,0.46791863,0
26004000,25994250,197644,0.2802056,-0.037384577,0.46939176,0
26497000,26490750,197644,0.27305394,-0.033971824,0.47384474,0
26996000,26983666,197644,0.27146596,-0.03680883,0.47454482,0
27497000,27489000,197644,0.27470255,-0.03586744,0.47275093,0
27993000,27982400,197644,0.27642635,-0.032464456,0.47199145,0
28501000,28491000,197644,0.28078827,-0.032030385,0.46943942,0
28981000,28970400,197644,0.28086743,-0.032029267,0.46939215,0
29493000,29481800,197644,0.27832782,-0.02985133,0.4710455,0
30001000,29994500,197644,0.27614576,-0.035350714,0.47194833,0
30485000,30479000,197644,0.2799085,-0.05078106,0.46830958,0
30984000,30975000,197644,0.27078795,-0.05461371,0.47321516,0
31485000,31474750,197644,0.26768506,-0.06666862,0.47343576,0
31999000,31990750,197644,0.265899,-0.07572607,0.47308004,0
32483000,32474500,197644,0.26585516,-0.08281772,0.47191495,0
33001000,32992000,197644,0.2635374,-0.09085953,0.4717351,0
33493000,33485000,197644,0.26390544,-0.09630079,0.4704482,0
33985000,33974250,197644,0.26236206,-0.09954583,0.47063598,0
34485000,34474800,197644,0.25929752,-0.09844722,0.4725615,0
34991000,34981500,197644,0.2596851,-0.10035979,0.471946,0
35493000,35485000,197644,0.2561313,-0.0935842,0.47526842,0
35996000,35987200,197644,0.2558418,-0.11847917,0.46983925,0
36485000,36478000,197644,0.25890428,-0.09781256,0.47290897,0
36993000,36985000,197644,0.256651,-0.09680467,0.4743424,0
37485000,37478000,197644,0.2571935,-0.09815327,0.47377107,0
37985000,37975800,197644,0.25822648,-0.09879681,0.4730749,0
38501000,38494250,197644,0.25946537,-0.099850945,0.47217488,0
38993000,38981750,197644,0.26008835,-0.10043573,0.47170788,0
39497000,39487000,197644,0.26032388,-0.100656904,0.4715308,0
39989000,39981000,197644,0.26040694,-0.10073495,0.47146827,0
40489000,40480500,197644,0.26043752,-0.10076368,0.47144523,0
41001000,40994000,197644,0.26044875,-0.100774236,0.47143677,0
