timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
27599754,63.94043,18962.168,0,16,12064,65536,0,3,246
28602032,106.387695,105.790085,0,48,6356,65536,0,3,246
29603088,140.63379,70.08191,0,80,3902,65536,0,3,246
30603810,172.70801,57.427143,0,112,4045,65536,0,3,246
31604809,200.28613,49.966267,0,146,7512,65536,0,3,246
32605810,235.20312,46.95209,0,175,3962,65536,0,3,246
33606835,268.34375,44.646175,0,205,6429,65536,0,3,246
34607805,304.67285,43.453785,0,238,3742,65536,0,3,246
35608809,332.46387,41.49353,0,269,7150,65536,0,3,246
36609808,363.76074,40.35766,0,301,7529,65536,0,3,246
37610811,397.2041,39.66318,0,334,5401,65536,0,3,246
38611805,429.97754,39.034138,0,364,3709,65536,0,3,246
39612895,460.4502,38.318127,0,394,4109,65536,0,3,246
40613811,495.14258,38.0369,0,428,231,65536,0,3,246
41614808,520.0166,37.095222,0,461,6809,65536,0,3,246
42615809,553.8115,36.873016,0,497,4273,65536,0,3,246
43616802,588.8701,36.757473,0,530,302,65536,0,3,246
44617809,619.58984,36.400578,0,564,161,65536,0,3,246
45618809,650.6123,36.10015,0,597,302,65536,0,3,246
46620222,679.1416,35.6995,0,630,3862,65536,0,3,246
47620821,713.57324,35.63512,0,663,434,65536,0,3,246
48621830,745.12305,35.439106,0,693,264,65536,0,3,246
49622816,776.80273,35.26684,0,724,314,65536,0,3,246
50623902,805.05176,34.96042,0,756,4147,65536,0,3,246
51624812,840.4756,34.978386,0,789,528,65536,0,3,246
52625808,874.6162,34.94352,0,817,926,65536,0,3,246
53626809,909.86035,34.953724,0,830,806,65536,0,3,246
54627880,942.98535,34.884686,0,831,490,65536,0,3,246
