timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1000000,0,0.018109556,0.018109556,24.675455,0
2000000,0,-0.4328163,-0.4328163,24.675455,0
3000000,0,0.10326265,0.10326265,24.675455,0
4000000,0,-0.34916046,-0.34916046,24.675455,0
5000000,0,0.2131711,0.2131711,24.675455,0
6000000,0,-0.098159745,-0.098159745,24.675455,0
7000000,0,-0.16466397,-0.16466397,24.675455,0
8004000,0,-0.5591047,-0.5591047,24.675455,0
9004000,0,-0.030307649,-0.030307649,24.675455,0
10002000,0,0.25576496,0.25576496,24.675455,0
11000000,0,0.35516328,0.35516328,24.675455,0
12000000,0,-0.04142485,-0.04142485,24.675455,0
13000000,0,0.011215409,0.011215409,24.675455,0
14004000,0,0.35367727,0.35367727,24.675455,0
15002000,0,0.44647637,0.44647637,24.675455,0
16004000,0,-0.5301573,-0.5301573,24.675455,0
17004000,0,-0.0394954,-0.0394954,24.675455,0
18003000,0,0.066554874,0.066554874,24.675455,0
19000000,0,-0.017731044,-0.017731044,24.675455,0
20002000,0,-0.3785316,-0.3785316,24.675455,0
21002000,0,-0.47976476,-0.47976476,24.675455,0
22003000,0,0.2530203,0.2530203,24.67546,0
23004000,0,0.10372056,0.10372056,24.67543,0
24000000,0,0.46710098,0.46710098,24.673155,0
25004000,0,0.16486974,0.16486974,24.672115,0
26004000,0,0.29325086,0.29325086,24.671299,0
27002000,0,-0.21890616,-0.21890616,24.671194,0
28004000,0,-0.15920542,-0.15920542,24.67098,0
29000000,0,-0.03955124,-0.03955124,24.670855,0
30002000,0,-0.42585555,-0.42585555,24.67065,0
31004000,0,0.24522391,0.24522391,24.670782,0
32003000,0,-0.35727796,-0.35727796,24.670912,0
33000000,0,0.47001642,0.47001642,24.671001,0
34000000,0,-0.078276,-0.078276,24.670977,0
35000000,0,0.41832408,0.41832408,24.670963,0
36002000,0,-0.44476363,-0.44476363,24.670853,0
37002000,0,-0.33029217,-0.33029217,24.670946,0
38000000,0,0.24536091,0.24536091,24.671053,0
39004000,0,-0.458767,-0.458767,24.67114,0
40004000,0,-0.42909962,-0.42909962,24.67129,0
41002000,0,0.042308778,0.042308778,24.67148,0
42000000,0,-0.024081403,-0.024081403,24.671606,0
43000000,0,-0.5441794,-0.5441794,24.6715,0
44004000,0,-0.07076347,-0.07076347,24.671387,0
45004000,0,-0.49127084,-0.49127084,24.67129,0
46002000,0,0.4782335,0.4782335,24.67121,0
47000000,0,0.0699367,0.0699367,24.671122,0
48002000,0,-0.03742922,-0.03742922,24.672363,0
49004000,0,-0.26358402,-0.26358402,24.6755,0
50004000,0,-0.051764067,-0.051764067,24.675467,0
51003000,0,0.5035455,0.5035455,24.67548,0
52000000,0,-0.35647702,-0.35647702,24.67548,0
53002000,0,0.24774061,0.24774061,24.67548,0
