timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5624000,0.0,0.0,50.955437,0.0,0.0,0.0,0.0,1,0,0,0
11057000,28.142958015549365,112.98371114993176,50.88125,0.023967996,0.04411524,0.03692948,0.05222492,1,1,1,0
17481000,28.142958015549365,112.98371114993176,50.88125,0.023967996,0.04411524,0.03692948,0.052183382,1,1,1,0
18096000,28.142958015549365,112.98371114993176,50.88125,0.023967996,0.04411524,0.03692948,0.05231799,1,1,1,0
18120000,28.142958015549365,112.98371114993176,50.88125,0.023967996,0.04411524,0.03692948,0.05237251,1,1,1,0
18137000,28.142958015549365,112.98371114993176,50.88125,0.023967996,0.04411524,0.03692948,0.05220793,1,1,1,0
22805000,28.142958338863668,112.9837110664661,50.97469,0.059918907,0.03593154,-0.06363983,0.048885673,1,1,1,0
23545000,28.142958338863668,112.9837110664661,50.97469,0.059918907,0.03593154,-0.06363983,0.049146745,1,1,1,0
24357000,28.142958338863668,112.9837110664661,50.97469,0.059918907,0.03593154,-0.06363983,0.048907768,1,1,1,0
25177000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.048001055,1,1,1,0
25273000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.04832678,1,1,1,0
26178000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.04800537,1,1,1,0
29821000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047830254,1,1,1,0
32934000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047376174,1,1,1,0
34042000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047658063,1,1,1,0
35348000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047712892,1,1,1,0
36661000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047696907,1,1,1,0
37476000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047700565,1,1,1,0
40072000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047519162,1,1,1,0
40096000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.04813864,1,1,1,0
41717000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047921866,1,1,1,0
47881000,28.142957915565205,112.98371084721227,51.01126,0.012850265,0.014433976,-0.092986725,0.047322035,1,1,1,0
