timestamp,tilt_limit,takeoff_state
601000,0.0,1
11057000,0.0018,1
11069000,0.0042000003,1
12065000,0.20339988,1
12101000,0.20943952,1
22805000,0.20943952,2
23813000,0.20943952,3
24353000,0.20943952,4
27346000,0.21103951,5
27358000,0.21343951,5
28338000,0.4094397,5
29349000,0.6116403,5
30218000,0.7853982,5
51601000,0.7831982,3
51609000,0.78159815,3
52601000,0.5831973,3
