timestamp,speed_xy,speed_up,speed_down,want_takeoff
12020000,5.0,3.0,1.0,0
12057000,5.0,3.0,1.0,0
13040000,5.0,3.0,1.0,0
14036000,5.0,3.0,1.0,0
15037000,5.0,3.0,1.0,0
16045000,5.0,3.0,1.0,0
17044000,5.0,3.0,1.0,0
18049000,5.0,3.0,1.0,0
19044000,5.0,3.0,1.0,0
20048000,5.0,3.0,1.0,0
21036000,5.0,3.0,1.0,0
22032000,5.0,3.0,1.0,0
22889000,5.0,3.0,1.0,0
47693000,5.0,3.0,1.0,0
47704000,5.0,3.0,1.0,0
48686000,5.0,3.0,1.0,0
49686000,5.0,3.0,1.0,0
50690000,5.0,3.0,1.0,0
51686000,5.0,3.0,1.0,0
52686000,5.0,3.0,1.0,0
