timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
56445602,32767,32767,32767,32767,32767,32767
56451604,32767,32767,32767,32767,32767,32767
56456147,32767,32767,32767,32767,32767,32767
56460597,32767,32767,42,-22,-38,20
56466595,32767,32767,32767,32767,32767,32767
56471140,32767,32767,32767,32767,32767,32767
56475591,32767,32767,43,32767,29,-1
56481590,32767,32767,32767,32767,32767,32767
56486134,32767,32767,32767,32767,32767,32767
56490586,32767,32767,32767,32767,32767,32767
56496583,32767,32767,32767,32767,32767,32767
56501131,32767,32767,-13,32767,-14,32767
56505580,32767,32767,32767,32767,32767,32767
56511583,32767,32767,32767,32767,32767,32767
56516124,32767,32767,32767,32767,32767,32767
56520576,32767,32767,-7,-21,5,32767
56526574,32767,32767,32767,32767,32767,32767
56531124,32767,32767,32767,32767,32767,32767
56535570,32767,32767,43,32767,32767,32767
56541567,32767,32767,32767,32767,32767,32767
56546137,32767,32767,32767,32767,-39,32767
56550564,32767,32767,32767,32767,32767,-10
56556562,32767,32767,32767,32767,32767,32767
56565559,32767,32767,-57,32767,-20,32767
56570060,32767,32767,32767,-15,32767,32767
56574557,32767,32767,32767,32767,32767,18
56580553,32767,32767,-6,32767,32767,32767
56585053,32767,32767,32767,32767,1,32767
56589550,32767,32767,32767,32767,32767,32767
56595553,32767,32767,32767,32767,32767,32767
56600046,32767,32767,-2,32767,32767,32767
56604544,32767,32767,32767,32767,19,32767
56610543,32767,32767,32767,32767,32767,32767
56615040,32767,32767,32767,32767,32767,32767
56619539,32767,32767,3,-8,32767,32767
56625537,32767,32767,32767,32767,32767,32767
56630035,32767,32767,32767,32767,-24,32767
56634539,32767,32767,32767,32767,32767,32767
56640532,32767,32767,-7,32767,32767,32767
56645030,32767,32767,32767,32767,32767,-25
56649528,32767,32767,32767,32767,-6,32767
56655526,32767,32767,32767,32767,32767,32767
56660025,32767,32767,-2,32767,32767,32767
56664523,32767,32767,32767,32767,32767,-31
56670525,32767,32767,32767,32767,-4,32767
56675021,32767,32767,32767,32767,32767,32767
56679518,32767,32767,3,-6,32767,32767
56685517,32767,32767,32767,32767,32767,32767
56690038,32767,32767,32767,32767,32767,32767
