timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
56441446,56441151,0,nan,nan,0.0113453735,-0.035513114,-0.07187416,-0.009133154,-0.047241617,-0.03664272,0.0051177246,0.0019131298,-0.003194053,-0.0159086,0.0013071318,-0.00035146967,0.0014590876,0.009798106,0.009677858,0.018283116,0.06107685,0.062435865,nan,0.1,0.0213167,0.014511796,0.050198633,0.032198604,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
56451895,56451604,0,nan,nan,0.011374144,-0.03549292,-0.07206151,-0.009133154,-0.047241617,-0.03664272,0.0051511526,0.0020210666,-0.0035224513,-0.016191555,0.0013071318,-0.00035146967,0.0014590876,0.012392868,0.012576837,0.005687342,0.06106941,0.062435865,nan,0.1,0.02168843,0.014749549,0.050689388,0.032483745,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
56949716,56949420,0,nan,nan,0.014943845,-0.03472627,-0.0791612,-0.009133154,-0.047241617,-0.03664272,0.01848805,0.003496261,-0.0058112834,-0.0129368175,0.0013071318,-0.00035146967,0.0014590876,0.06024655,0.11784076,0.04755105,0.061212488,0.062435865,nan,0.10166569,0.021448422,0.014722637,0.050046176,0.03174585,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
57447509,57442742,0,nan,nan,0.02352301,-0.03350046,-0.07736716,-0.009133154,-0.047241617,-0.03664272,0.030994838,0.0063047092,0.0013511265,-6.59793e-05,0.0013071318,-0.00035146967,0.0014590876,-0.09341664,-0.21815144,-0.09541295,0.061350614,0.062435865,nan,0.101129405,0.02284229,0.0154501265,0.053480808,0.03325234,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
57948522,57948107,0,nan,nan,0.02700897,-0.031666733,-0.073157825,-0.009133154,-0.047241617,-0.03664272,0.03442098,0.010319168,0.0058694435,0.0056884997,0.0013071318,-0.00035146967,0.0014590876,0.23824249,0.12992641,0.023423027,0.061486717,0.062435865,nan,0.1,0.020015404,0.013591538,0.050439216,0.031444542,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
58446166,58445880,0,nan,nan,0.026141498,-0.030629361,-0.07176268,-0.009133154,-0.047241617,-0.03664272,0.028161032,0.009727159,0.007512767,0.0059387437,0.0013071318,-0.00035146967,0.0014590876,-0.119623445,0.03473316,-0.021250362,0.06136659,0.062435865,nan,0.1,0.02164589,0.014597231,0.052201215,0.032463066,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
58945558,58945250,0,nan,nan,0.021807205,-0.031354222,-0.07128238,-0.009133154,-0.047241617,-0.03664272,0.021782968,0.008730229,0.008255899,0.0051835636,0.0013071318,-0.00035146967,0.0014590876,-0.08977819,0.24370821,-0.03202109,0.061228268,0.062435865,nan,0.1,0.021450955,0.014465074,0.05205328,0.032329496,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
59444803,59444519,0,nan,nan,0.018586691,-0.032749146,-0.0712452,-0.009133154,-0.047241617,-0.03664272,0.017099941,0.004940556,0.007497011,0.0032256301,0.0013071318,-0.00035146967,0.0014590876,-0.089415975,0.19570632,-0.03126621,0.061096832,0.062435865,nan,0.1,0.022031896,0.014870649,0.052362632,0.03248997,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
59944126,59943839,0,nan,nan,0.015554982,-0.035002846,-0.07283292,-0.009133154,-0.047241617,-0.03664272,0.011939032,0.0025722638,0.0035852662,-0.001404756,0.0013071318,-0.00035146967,0.0014590876,-0.13537359,0.20111579,-0.021112483,0.061145715,0.062435865,nan,0.1,0.022049207,0.014897012,0.05223257,0.032431442,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
60443578,60443160,0,nan,nan,0.012647641,-0.03606484,-0.07591949,-0.009133154,-0.047241617,-0.03664272,0.008049709,0.0014989859,-0.002056477,-0.0066566593,0.0013071318,-0.00035146967,0.0014590876,0.10414761,0.3519487,0.04093851,0.06105615,0.062435865,nan,0.10009965,0.020663535,0.014006976,0.051036272,0.031713743,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
60947305,60947024,0,nan,nan,0.010203078,-0.035480823,-0.07750692,-0.009133154,-0.047241617,-0.03664272,0.0048497277,0.0019777152,-0.0013259114,-0.0041049775,0.0013071318,-0.00035146967,0.0014590876,0.103273325,-0.39859477,0.023488846,0.060784794,0.062435865,nan,0.10133122,0.021942625,0.014752721,0.052989587,0.03276959,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
61442258,61441846,0,nan,nan,0.010135987,-0.035036173,-0.07686369,-0.009133154,-0.047241617,-0.03664272,0.0047199787,0.004257486,-0.00033302145,-0.0015824493,0.0013071318,-0.00035146967,0.0014590876,-0.35224232,0.7933956,-0.08220891,0.060863145,0.062435865,nan,0.100825965,0.021581443,0.014615046,0.051452357,0.031996273,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
61945885,61941118,0,nan,nan,0.012869713,-0.03455546,-0.0761982,-0.009133154,-0.047241617,-0.03664272,0.013687011,0.0036312162,0.0015428996,0.000869521,0.0013071318,-0.00035146967,0.0014590876,-0.6129306,-0.09197913,0.05917718,0.060746055,0.062435865,nan,0.10023306,0.020270893,0.013754556,0.050747864,0.031542744,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
62440725,62440437,0,nan,nan,0.01710406,-0.03280358,-0.07630227,-0.009133154,-0.047241617,-0.03664272,0.018443234,0.0050610467,-0.003167389,-0.0038418616,0.0013071318,-0.00035146967,0.0014590876,-0.34174657,-0.20921175,-0.15101744,0.057450563,0.062435865,nan,0.10044942,0.026333021,0.015550371,0.10555264,0.03349891,inf,inf,inf,inf,1,1,1,1,2,1,1,1,1,0,0,1,0
