timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
30493668,30477643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
31501673,31485647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
32505689,32489643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
33513668,33497702,1,1,0,0,0,3,3,0,3,0,0,0,0,0
34521683,34505644,1,1,0,0,0,3,3,0,3,0,0,0,0,0
35525670,35509704,1,1,0,0,0,3,3,0,3,0,0,0,0,0
36533738,36517643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
37537669,37521647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
38541668,38529644,1,1,0,0,0,3,3,0,3,0,0,0,0,0
39549673,39537643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
40557669,40545644,1,1,0,0,0,3,3,0,3,0,0,0,0,0
41565673,41553643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
42573670,42561646,1,1,0,0,0,3,3,0,3,0,0,0,0,0
43581670,43569643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
44585670,44573658,1,1,0,0,0,3,3,0,3,0,0,0,0,0
45593671,45581644,1,1,0,0,0,3,3,0,3,0,0,0,0,0
46597668,46585674,1,1,0,0,0,3,3,0,3,0,0,0,0,0
47601670,47589643,1,1,0,0,0,3,3,0,3,0,0,0,0,0
48609672,48597656,1,1,0,0,0,3,3,0,3,0,0,0,0,0
49618179,49605680,1,1,0,0,0,3,3,0,3,0,0,0,0,0
50625676,50613644,1,1,0,0,0,3,3,0,3,0,0,0,0,0
51633671,51621644,1,1,0,0,0,3,3,0,3,0,0,0,0,0
52641673,52630108,1,1,0,0,0,3,3,0,3,0,0,0,0,0
