timestamp,accel_device_id,gyro_device_id
53000,1310988,1310988
589000,1310996,1310996
5185000,1310996,1310996
5305000,1310988,1310988
5317000,1310996,1310996
5361000,1310988,1310988
5409000,1310996,1310996
5425000,1310988,1310988
5449000,1311004,1311004
5480000,1310988,1310988
5557000,1310996,1310996
5668000,1310988,1310988
5717000,1310996,1310996
5737000,1310988,1310988
5797000,1310996,1310996
5905000,1310988,1310988
5924000,1310996,1310996
5989000,1310988,1310988
6045000,1310996,1310996
6109000,1310996,1310996
6121000,1310988,1310988
6132000,1311004,1311004
6181000,1310988,1310988
6181000,1310996,1310996
6197000,1310988,1310988
6233000,1310996,1310996
6548000,1310988,1310988
6573000,1310996,1310996
6609000,1310988,1310988
6641000,1310996,1310996
8125000,1310988,1310988
8149000,1310996,1310996
16156000,1311004,1311004
17469000,1310988,1310988
17565000,1310996,1310996
17577000,1310988,1310988
21121000,1310988,1310988
21935000,1311004,1311004
23034000,1310996,1310996
25558000,1310996,1310996
27276000,1310988,1310988
27980000,1310988,1310988
28168000,1310996,1310996
28673000,1310996,1310996
28880000,1310988,1310988
29467000,1310996,1310996
29467000,1310988,1310988
35743000,1311004,1311004
35839000,1311004,1311004
36951000,1310988,1310988
43094000,1310996,1310996
43119000,1311004,1311004
44022000,1310988,1310988
