timestamp,mag_inconsistency_angle
504000,0.0
1000000,0.0
1496000,0.0
2003000,0.0
2500000,0.0
2996000,1.198497e-05
3504000,1.5315916e-07
3996000,3.8150683e-05
4496000,5.686402e-07
5000000,7.2668054e-09
5496000,1.3997829e-10
6004000,2.1962022e-12
6500000,5.193919e-14
7000000,1.0004892e-15
7504000,1.4166783e-17
8004000,3.0237163e-19
8500000,5.533269e-21
8999000,1.1219545e-22
9500000,2.0531284e-24
10004000,2.2495362e-26
10500000,3.0260457e-28
11000000,3.4900254e-30
11492000,4.6947352e-32
12000000,5.6995506e-34
12496000,8.942356e-36
13004000,1.1427678e-37
13504000,9.51144e-05
14003000,1.4923054e-06
14496000,1.9070574e-08
15000000,3.9362334e-05
15496000,8.8435627e-07
16000000,2.091462e-08
16500000,0.00018377556
17000000,2.841482e-05
17504000,6.064777e-07
18000000,1.4342921e-08
18503000,2.4934574e-10
19004000,1.05952295e-05
19503000,3.4087216e-07
19996000,8.485759e-09
20504000,1.1414924e-10
21000000,2.5645985e-12
21500000,7.4464225e-14
22003000,1.8537322e-15
22500000,3.758725e-17
22772000,4.8304167e-18
