timestamp,accel_device_id,gyro_device_id
56000,1310988,1310988
583000,1310988,1310988
6984000,1311004,1311004
7596000,1310988,1310988
7716000,1310996,1310996
8712000,1311004,1311004
8811000,1310988,1310988
16440000,1310996,1310996
16540000,1310996,1310996
16548000,1311004,1311004
16728000,1310988,1310988
19384000,1310996,1310996
21087000,1311004,1311004
21144000,1310996,1310996
21216000,1311004,1311004
27912000,1310996,1310996
31468000,1310988,1310988
31868000,1311004,1311004
31876000,1310996,1310996
33256000,1311004,1311004
36119000,1310996,1310996
36423000,1311004,1311004
38956000,1310996,1310996
39063000,1310988,1310988
39475000,1310996,1310996
39660000,1311004,1311004
39776000,1310996,1310996
39896000,1310988,1310988
41708000,1311004,1311004
49908000,1310988,1310988
49928000,1311004,1311004
51824000,1310988,1310988
51863000,1311004,1311004
51863000,1310988,1310988
51908000,1310988,1310988
52040000,1311004,1311004
52208000,1310996,1310996
