timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5008000,0.0,0.0,0.0,1
5116000,0.0,0.0,0.0,1
5936000,0.0,0.0,0.0,1
6988000,0.0,0.0,0.0,1
7960000,0.0,0.0,0.0,1
8972000,0.0,0.0,0.0,1
9995000,0.0,0.0,0.0,1
10996000,0.0,0.0,0.0,1
11916000,0.0,0.0,0.0,1
12943000,0.0,0.0,0.0,1
13960000,0.0,0.0,0.0,1
14976000,0.0,0.0,0.0,1
15992000,0.0,0.0,0.0,1
16904000,0.0,0.0,0.0,1
17924000,0.0,0.0,0.0,1
18940000,0.0,0.0,0.0,1
19972000,0.0,0.0,0.0,1
20995000,0.0,0.0,0.0,1
21988000,0.0,0.0,0.0,1
22924000,0.0,0.0,0.0,1
23932000,0.0,0.0,0.0,1
24948000,0.0,0.0,0.0,1
25952000,0.0,0.0,0.0,1
26967000,0.0,0.0,0.0,1
27992000,0.0,0.0,0.0,1
28984000,0.0,0.0,0.0,1
29900000,0.0,0.0,0.0,1
30316000,0.0,0.0,0.0,1
53724000,0.0,0.0,0.0,1
53824000,0.0,0.0,0.0,1
