timestamp,mag_inconsistency_angle
521000,0.0
1001000,0.0
1505000,0.0
2001000,0.0
2501000,0.0
3001000,0.0
3502000,0.0
4001000,0.0
4501000,0.0
5001000,0.0
5501000,0.0
6002000,0.0
6501000,0.0
7001000,0.0
7502000,0.0
7997000,0.0
8505000,0.0
9002000,0.0
9501000,0.0
10002000,0.0
10501000,0.0
11002000,0.0
11502000,0.0
11994000,0.0
12501000,0.0
13004000,0.0
13506000,0.0
14002000,0.0
14497000,0.0
15004000,0.0
15505000,0.0
15997000,0.0
16502000,0.0
16720000,0.0
49505000,0.0
49512000,0.0
50005000,3.3524218e-11
