timestamp,speed_xy,speed_up,speed_down,want_takeoff
11929000,5.0,3.0,1.0,0
11956000,5.0,3.0,1.0,0
12928000,5.0,3.0,1.0,0
13928000,5.0,3.0,1.0,0
14932000,5.0,3.0,1.0,0
15949000,5.0,3.0,1.0,0
16808000,5.0,3.0,1.0,0
44269000,5.0,3.0,1.0,0
44289000,5.0,3.0,1.0,0
45269000,5.0,3.0,1.0,0
46268000,5.0,3.0,1.0,0
47269000,5.0,3.0,1.0,0
48270000,5.0,3.0,1.0,0
49270000,5.0,3.0,1.0,0
50269000,5.0,3.0,1.0,0
