timestamp,speed_xy,speed_up,speed_down,want_takeoff
11553000,5.0,3.0,1.0,0
11576000,5.0,3.0,1.0,0
12553000,5.0,3.0,1.0,0
13553000,5.0,3.0,1.0,0
14560000,5.0,3.0,1.0,0
15561000,5.0,3.0,1.0,0
16561000,5.0,3.0,1.0,0
17569000,5.0,3.0,1.0,0
18545000,5.0,3.0,1.0,0
19545000,5.0,3.0,1.0,0
20545000,5.0,3.0,1.0,0
21569000,5.0,3.0,1.0,0
22546000,5.0,3.0,1.0,0
22932000,5.0,3.0,1.0,0
42844000,5.0,3.0,1.0,0
42863000,5.0,3.0,1.0,0
43848000,5.0,3.0,1.0,0
44844000,5.0,3.0,1.0,0
45844000,5.0,3.0,1.0,0
46841000,5.0,3.0,1.0,0
