timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
137000,inf,0,1,1,1,0,0,1,1,0,1
1141000,inf,0,1,1,1,0,0,1,0,0,1
2145000,inf,0,1,1,1,0,0,1,0,0,1
3152000,inf,0,1,1,1,0,0,1,0,0,1
4153000,inf,0,1,1,1,0,0,1,0,0,1
5156000,inf,0,1,1,1,0,0,1,0,0,1
6165000,inf,0,1,1,1,0,0,1,0,0,1
7169000,inf,0,1,1,1,0,0,1,0,0,1
8172000,inf,0,1,1,1,0,0,1,0,0,1
9173000,inf,0,1,1,1,0,0,1,0,0,1
10173000,inf,0,1,1,1,0,0,1,0,0,1
11113000,inf,0,1,1,1,1,1,1,0,0,1
12117000,inf,0,1,1,1,1,1,1,0,0,1
13124000,inf,0,1,1,1,1,1,1,0,0,1
14125000,inf,0,1,1,1,1,1,1,0,0,1
15133000,inf,0,1,1,1,1,1,1,0,0,1
16136000,inf,0,1,1,1,1,1,1,0,0,1
17140000,inf,0,1,1,1,1,1,1,0,0,1
18145000,inf,0,1,1,1,1,1,1,0,0,1
19149000,inf,0,1,1,1,1,1,1,0,0,1
20153000,inf,0,1,1,1,1,1,1,0,0,1
21160000,inf,0,1,1,1,1,1,1,0,0,1
22167000,inf,0,1,1,1,1,1,1,0,0,1
22665000,inf,0,1,1,1,0,0,1,0,0,1
22676000,inf,0,1,1,1,1,1,1,0,0,1
22964000,inf,0,1,1,1,0,0,1,0,0,1
23966000,inf,0,1,1,1,0,0,1,0,0,1
24966000,inf,0,1,1,1,0,0,1,0,0,1
25970000,inf,0,1,1,1,0,0,1,0,0,1
26982000,inf,0,1,1,1,0,0,1,0,0,1
27982000,inf,0,1,1,1,0,0,1,0,0,1
28982000,inf,0,1,1,1,0,0,1,0,0,1
29742000,inf,0,1,1,1,1,0,1,0,0,1
30562000,inf,0,1,0,0,1,0,1,0,0,1
30570000,inf,0,0,0,0,1,0,1,0,0,1
31572000,inf,0,0,0,0,1,0,0,0,0,1
32572000,inf,0,0,0,0,1,0,0,1,0,1
33576000,inf,0,0,0,0,1,0,0,1,0,1
34580000,inf,0,0,0,0,1,0,0,0,0,1
35591000,inf,0,0,0,0,0,0,0,0,0,1
36596000,inf,0,0,0,0,0,0,0,0,0,1
37600000,inf,0,0,0,0,0,0,0,0,0,1
38600000,inf,0,0,0,0,0,0,0,0,0,1
39604000,inf,0,0,0,0,0,0,0,0,0,1
40604000,inf,0,0,0,0,0,0,0,0,0,1
41604000,inf,0,0,0,0,0,0,0,0,0,1
42612000,inf,0,0,0,0,0,0,0,0,0,1
43504000,inf,0,0,0,0,1,1,0,1,0,1
44512000,inf,0,0,0,0,1,1,0,1,0,1
45332000,inf,0,1,0,0,1,1,1,0,0,1
45687000,inf,0,1,1,0,1,1,1,0,0,1
46032000,inf,0,1,1,1,1,1,1,0,0,1
47037000,inf,0,1,1,1,1,1,1,0,0,1
