timestamp,load,ram_usage
1508000,0.12,0.12795241
2005000,0.12,0.12797537
2509000,0.12,0.12800573
3009000,0.1,0.1280018
3505000,0.1,0.12818027
4008000,0.1,0.12818703
4505000,0.08,0.12817204
5041000,0.11111111,0.12820446
5508000,0.10869565,0.12852593
6008000,0.1,0.12861069
6505000,0.12,0.12870514
7005000,0.12,0.12871756
7505000,0.14,0.12873696
8005000,0.1,0.1287673
8508000,0.12,0.1288706
9009000,0.14,0.12889321
9505000,0.1,0.12866351
10009000,0.12,0.12867492
10505000,0.14,0.12873892
11009000,0.1,0.12875146
11505000,0.14,0.12869114
12005000,0.12,0.12869261
12505000,0.1,0.12867726
13008000,0.12,0.12869324
13505000,0.1,0.1286904
14005000,0.14,0.12870257
14505000,0.12,0.12869225
15008000,0.1,0.12950075
15505000,0.12,0.12910216
16005000,0.12,0.12927277
16509000,0.14,0.12931208
17005000,0.16,0.1295274
17508000,0.18,0.12973869
18005000,0.16,0.12992994
18505000,0.18,0.13010485
19005000,0.14,0.1298517
19505000,0.16,0.13003582
20005000,0.16,0.1301976
20509000,0.18,0.13031293
21005000,0.18,0.13049093
21509000,0.16,0.13049278
22007000,0.14,0.13022426
22507000,0.18,0.13041367
23008000,0.24,0.13043627
23509000,0.16,0.1304251
24006000,0.18,0.13052385
24506000,0.16,0.1307312
25007000,0.16,0.13037977
25507000,0.18,0.13040273
26006000,0.16,0.13042472
26506000,0.2,0.13042718
27006000,0.18,0.13049719
27506000,0.18,0.13031663
28006000,0.16,0.13034095
28507000,0.2,0.13013545
29006000,0.18,0.13026233
29506000,0.18,0.1303789
30006000,0.16,0.13019305
30506000,0.18,0.13025828
31009000,0.2,0.13033272
31509000,0.18,0.13035335
32008000,0.2,0.13041158
32505000,0.18,0.13052422
33009000,0.18,0.1303972
33508000,0.2,0.13043922
34005000,0.16,0.13046563
34508000,0.18,0.13050874
35008000,0.18,0.13045813
35506000,0.18,0.13050297
36006000,0.14,0.13042238
36508000,0.16,0.13049547
37012000,0.16,0.13056622
37508000,0.18,0.13061242
38009000,0.18,0.13065848
38512000,0.1764706,0.13071829
39007000,0.1632653,0.1304542
39508000,0.16,0.1306016
40008000,0.2,0.13064508
40508000,0.18,0.13077725
41008000,0.16,0.1308458
41505000,0.18,0.13086632
42008000,0.2,0.13085857
42540000,0.1509434,0.13089776
43008000,0.17021276,0.13079974
43508000,0.18,0.13083696
44008000,0.18,0.13088842
44508000,0.16,0.13090563
45008000,0.16,0.13065147
45508000,0.18,0.13067703
46008000,0.18,0.13074397
46509000,0.16,0.13081312
47009000,0.18,0.130785
47505000,0.18,0.1308345
