timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
27290773,5000000.0,1.0,9324.6455,0.0,3497,0,2108.111,348,255,0,0,0,0.73275864,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27546830,5000000.0,1.0,9551.544,0.0,3542,0,5518.98,390,255,0,0,0,0.65384614,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28297099,5000000.0,1.0,9551.544,0.0,3674,0,5518.98,499,1020,0,0,0,2.0440881,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29292772,5000000.0,1.0,9199.523,0.0,3846,0,8055.5723,648,2041,0,0,0,3.1496913,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30282740,5000000.0,1.0,9152.88,0.0,4017,0,8048.187,799,2806,0,0,0,3.51189,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31285078,5000000.0,1.0,9313.503,0.0,4192,0,8162.7886,949,3826,0,0,0,4.0316124,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32286616,5000000.0,1.0,9191.056,0.0,4363,0,7975.693,1102,4336,0,0,0,3.9346642,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33285701,5000000.0,1.0,9248.41,0.0,4538,0,8186.4297,1245,5101,0,0,0,4.097189,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34284812,5000000.0,1.0,9220.1045,0.0,4711,0,7731.9927,1386,5356,0,0,0,3.864358,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35289714,5000000.0,1.0,9175.768,0.0,4885,0,7732.6353,1531,6631,0,0,0,4.3311563,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36291749,5000000.0,1.0,9197.219,0.0,5060,0,7998.6665,1683,7651,0,0,0,4.5460486,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37302746,5000000.0,1.0,9242.755,0.0,5238,0,8108.993,1833,8672,0,0,0,4.731042,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38304628,5000000.0,1.0,9218.136,0.0,5415,0,7940.8877,1981,9692,0,0,0,4.8924785,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39307632,5000000.0,1.0,9316.838,0.0,5588,0,8046.1787,2123,10712,0,0,0,5.04569,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40306733,5000000.0,1.0,9208.494,0.0,5766,0,7949.2554,2277,10712,0,0,0,4.704436,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41302726,5000000.0,1.0,9241.388,0.0,5941,0,8107.671,2426,11732,0,0,0,4.835944,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42298703,5000000.0,1.0,9217.693,0.0,6116,0,7924.5425,2570,13007,0,0,0,5.0610895,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43303920,5000000.0,1.0,9220.371,0.0,6290,0,8044.6187,2719,13007,0,0,0,4.783744,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44299717,5000000.0,1.0,9246.441,0.0,6462,0,7858.0776,2866,14282,0,0,0,4.983252,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45304633,5000000.0,1.0,9394.334,0.0,6653,0,8150.8047,3018,16067,0,0,0,5.3237243,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46309800,5000000.0,1.0,9314.482,0.0,6829,0,7969.1567,3162,17087,0,0,0,5.403858,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47314747,5000000.0,1.0,9218.834,0.0,7004,0,7882.612,3309,18617,0,0,0,5.626171,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48304615,5000000.0,1.0,9301.174,0.0,7178,0,7966.8745,3457,18872,0,0,0,5.459069,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49313940,5000000.0,1.0,9199.221,0.0,7353,0,8005.398,3605,19637,0,0,0,5.447157,0,1,1,1,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
