timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
27229567,inf,0,1,1,1,0,0,1,0,0,1
28234033,inf,0,1,1,1,0,0,1,0,0,1
29242953,inf,0,1,1,1,0,0,1,0,0,1
30251827,inf,0,1,1,1,0,0,1,0,0,1
31259375,inf,0,1,1,1,0,0,1,0,0,1
31334601,inf,0,1,1,1,1,0,1,0,0,1
32235378,inf,0,1,0,0,1,0,1,0,0,1
32248811,inf,0,0,0,0,1,0,1,0,0,1
33251955,inf,0,0,0,0,1,0,0,1,0,1
34254867,inf,0,0,0,0,1,0,0,1,0,1
35256440,inf,0,0,0,0,1,0,0,0,0,0
36257919,inf,0,0,0,0,1,0,0,0,0,0
37260876,inf,0,0,0,0,1,0,0,0,0,0
38266700,inf,0,0,0,0,1,0,0,0,0,0
39275844,inf,0,0,0,0,1,0,0,0,0,0
40281742,inf,0,0,0,0,1,0,0,1,0,0
41287702,inf,0,0,0,0,1,0,0,0,0,1
42290507,inf,0,0,0,0,1,0,0,0,0,1
43292059,inf,0,0,0,0,1,0,0,0,0,1
44296492,inf,0,0,0,0,1,0,0,0,0,1
45308493,inf,0,0,0,0,1,1,1,0,0,1
45836947,inf,0,1,0,0,1,1,1,0,0,1
46605512,inf,0,1,1,0,1,1,1,0,0,1
46946303,inf,0,1,1,1,1,1,1,0,0,1
47952392,inf,0,1,1,1,1,1,1,0,0,1
48959761,inf,0,1,1,1,1,1,1,0,0,1
