timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
27175568,27174948,6684682,1998.2239,1.9513905,nan,nan,nan,nan,37.07642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,456.0,436.0,492.0
27884223,27883606,6684682,1998.2239,1.9513905,nan,nan,nan,nan,43.148327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,453.0,498.0,435.0
28014806,28012735,6684682,1998.2239,1.9513905,nan,nan,nan,nan,nan,nan,nan,nan,81.765976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,491.0,502.0,470.0
28266814,28266487,6684682,1998.2239,1.9513905,50.570225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,501.0,463.0,490.0
28397432,28394114,6684682,1998.2239,1.9513905,83.889206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,476.0,487.0,500.0
28523634,28521743,6684682,1998.2239,1.9513905,81.869644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,477.0,507.0,476.0
28780375,28778497,6684682,1998.2239,1.9513905,81.906136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,499.0,430.0,511.0
29041890,29038256,6684682,1998.2239,1.9513905,nan,nan,nan,nan,nan,nan,nan,nan,80.07514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,502.0,458.0,513.0
29163223,29162879,6684682,1998.2239,1.9513905,80.241455,nan,nan,nan,nan,nan,nan,nan,80.07514,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,488.0,458.0,513.0
29167953,29165883,6684682,1998.2239,1.9513905,80.241455,nan,nan,nan,36.91049,nan,nan,nan,81.83026,nan,nan,nan,13.0,nan,nan,nan,10.0,nan,nan,nan,20.0,nan,nan,nan,488.0,427.0,491.0
