Date,CaseID,TestInfo,DataPath
2024-09-15 16:02:42,1,"0s: Armed! 
1.0s: Send takeoff command, fly target position [0,0,-1] 
6.0s: Send stopFlag command:[2,3] 
6.0s: Send hover command 
26.0s: Send stopFlag command:[2,6] 
26.0s: Send Landing command 
31.0s: Send stopFlag command:[2,7] 
",D:\Tjh\Platform\DT-Exp\data\2024-09-15\1\mav1
2024-09-15 16:02:43,2,"0s: Armed! 
1.0s: Send takeoff command, fly target position [0,0,-1] 
6.0s: Send stopFlag command:[2,3] 
6.0s: Send hover command 
26.0s: Send stopFlag command:[2,6] 
26.0s: Send Landing command 
31.0s: Send stopFlag command:[2,7] 
",D:\Tjh\Platform\DT-Exp\data\2024-09-15\1\mav2
