timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
7016000,0.00053235353,-5.4386488e-05,1.6298145e-08,0.0,0.0,-0.0
7025000,0.00053376646,-5.4326734e-05,7.497147e-08,0.0,0.0,-0.0
7049000,0.0005406589,-5.4086493e-05,1.0430813e-07,0.0,0.0,-0.0
7067000,0.0005459554,-5.3860098e-05,1.5320256e-07,0.0,0.0,-0.0
7085000,0.00055195665,-5.3538282e-05,1.4342368e-07,0.0,0.0,-0.0
7109000,0.00055769534,-5.3229538e-05,1.2060627e-07,0.0,0.0,-0.0
7130000,0.0005629884,-5.2944088e-05,1.10827386e-07,0.0,0.0,-0.0
7138000,0.0005657704,-5.2797335e-05,1.010485e-07,0.0,0.0,-0.0
7165000,0.00057293946,-5.2407246e-05,1.4016405e-07,0.0,0.0,-0.0
7176000,0.0005753265,-5.2278276e-05,1.010485e-07,0.0,0.0,-0.0
7209000,0.0005839181,-5.187968e-05,1.6624108e-07,0.0,0.0,-0.0
7228000,0.00059135474,-5.1587842e-05,1.4994293e-07,0.0,0.0,-0.0
7242000,0.00059525995,-5.1436837e-05,1.4016405e-07,0.0,0.0,-0.0
7265000,0.00060210866,-5.1182178e-05,1.5646219e-07,0.0,0.0,-0.0
7280000,0.00060597184,-5.0846505e-05,1.4994293e-07,0.0,0.0,-0.0
7309000,0.0006115907,-5.035955e-05,1.4016405e-07,0.0,0.0,-0.0
7326000,0.0006158454,-5.0019065e-05,1.4016405e-07,0.0,0.0,-0.0
7348000,0.0006203659,-4.9658564e-05,1.10827386e-07,0.0,0.0,-0.0
7368000,0.00062592747,-4.9223097e-05,1.10827386e-07,0.0,0.0,-0.0
7390000,0.00062897854,-4.894334e-05,1.3038516e-07,0.0,0.0,-0.0
7405000,0.0006314589,-4.873326e-05,1.5320256e-07,0.0,0.0,-0.0
7424000,0.0006376734,-4.8280777e-05,1.3364479e-07,0.0,0.0,-0.0
7449000,0.00064252183,-4.790994e-05,1.3364479e-07,0.0,0.0,-0.0
7469000,0.00064577535,-4.7654514e-05,1.2060627e-07,0.0,0.0,-0.0
7488000,0.0006481184,-4.7080248e-05,1.010485e-07,0.0,0.0,-0.0
7509000,0.0006501052,-4.6572244e-05,9.778887e-08,0.0,0.0,-0.0
7525000,0.0006521334,-4.6154077e-05,1.14087015e-07,0.0,0.0,-0.0
7541000,0.00065480435,-4.564994e-05,8.800998e-08,0.0,0.0,-0.0
7569000,0.0006592745,-4.492788e-05,1.17346644e-07,0.0,0.0,-0.0
7581000,0.0006619482,-4.458686e-05,9.778887e-08,0.0,0.0,-0.0
7601000,0.0006658047,-4.4159053e-05,1.10827386e-07,0.0,0.0,-0.0
7626000,0.0006725181,-4.3529548e-05,8.800998e-08,0.0,0.0,-0.0
7648000,0.0006774265,-4.311549e-05,1.466833e-07,0.0,0.0,-0.0
7664000,0.00068001496,-4.28777e-05,1.010485e-07,0.0,0.0,-0.0
7684000,0.00068285596,-4.2372772e-05,1.2712553e-07,0.0,0.0,-0.0
7710000,0.00068335066,-4.139961e-05,1.17346644e-07,0.0,0.0,-0.0
7720000,0.00068363314,-4.094026e-05,8.4750354e-08,0.0,0.0,-0.0
7749000,0.0006844273,-3.9809805e-05,3.9115548e-08,0.0,0.0,-0.0
7766000,0.00068514794,-3.90896e-05,9.778887e-09,0.0,0.0,-0.0
7789000,0.0006859165,-3.837322e-05,9.778887e-09,0.0,0.0,-0.0
7806000,0.00068725494,-3.766742e-05,-6.519258e-09,0.0,0.0,-0.0
7825000,0.0006886008,-3.7140286e-05,6.519258e-09,0.0,0.0,-0.0
7840000,0.000691034,-3.6535024e-05,9.778887e-09,0.0,0.0,-0.0
7862000,0.0006933485,-3.5981917e-05,1.6298145e-08,0.0,0.0,-0.0
7881000,0.00069608813,-3.544796e-05,3.259629e-08,0.0,0.0,-0.0
7905000,0.0006946012,-3.438787e-05,1.9557774e-08,0.0,0.0,-0.0
7925000,0.00069235364,-3.3235592e-05,-3.259629e-09,0.0,0.0,-0.0
7938000,0.00069128524,-3.260767e-05,1.6298145e-08,0.0,0.0,-0.0
7967000,0.0006894048,-3.1327785e-05,-1.9557774e-08,0.0,0.0,-0.0
7985000,0.000688495,-3.0451341e-05,-2.6077032e-08,0.0,0.0,-0.0
8009000,0.00068774814,-2.9465575e-05,-1.9557774e-08,0.0,0.0,-0.0
8022000,0.0006877201,-2.8878712e-05,-9.778887e-09,0.0,0.0,-0.0
8045000,0.0006881557,-2.7987206e-05,0.0,0.0,0.0,-0.0
8068000,0.0006894987,-2.7083632e-05,0.0,0.0,0.0,-0.0
8089000,0.0006905261,-2.6535337e-05,-3.585592e-08,0.0,0.0,-0.0
8106000,0.0006869199,-2.5656298e-05,-3.585592e-08,0.0,0.0,-0.0
8130000,0.00068236614,-2.4473064e-05,-5.8673322e-08,0.0,0.0,-0.0
8149000,0.0006791158,-2.3553357e-05,-6.519258e-08,0.0,0.0,-0.0
8161000,0.00067636097,-2.2703916e-05,-5.2154064e-08,0.0,0.0,-0.0
8182000,0.0006728095,-2.152678e-05,-8.1490725e-08,0.0,0.0,-0.0
8210000,0.00066973286,-2.0387104e-05,-8.800998e-08,0.0,0.0,-0.0
8220000,0.00066871353,-1.9879333e-05,-9.126961e-08,0.0,0.0,-0.0
8248000,0.0006672372,-1.8540099e-05,-1.10827386e-07,0.0,0.0,-0.0
8266000,0.0006673411,-1.7801462e-05,-1.17346644e-07,0.0,0.0,-0.0
8285000,0.00066811364,-1.7113734e-05,-1.10827386e-07,0.0,0.0,-0.0
8304000,0.0006665728,-1.6128182e-05,-1.2712553e-07,0.0,0.0,-0.0
8321000,0.00066203816,-1.5133297e-05,-1.466833e-07,0.0,0.0,-0.0
8350000,0.00065634976,-1.3746793e-05,-1.792796e-07,0.0,0.0,-0.0
8369000,0.00065285695,-1.2842976e-05,-1.9557774e-07,0.0,0.0,-0.0
8381000,0.0006497679,-1.1997577e-05,-1.7601997e-07,0.0,0.0,-0.0
8401000,0.00064573844,-1.0808605e-05,-1.6298145e-07,0.0,0.0,-0.0
8421000,0.0006424868,-9.747434e-06,-1.6298145e-07,0.0,0.0,-0.0
8442000,0.0006402328,-8.794905e-06,-1.6298145e-07,0.0,0.0,-0.0
8461000,0.0006390325,-8.00857e-06,-1.8905848e-07,0.0,0.0,-0.0
8485000,0.00063895533,-6.9720063e-06,-1.8253922e-07,0.0,0.0,-0.0
8505000,0.00063969946,-6.225968e-06,-1.5646219e-07,0.0,0.0,-0.0
8526000,0.0006332514,-5.0246567e-06,-1.4342368e-07,0.0,0.0,-0.0
8540000,0.0006295885,-4.2966076e-06,-1.6624108e-07,0.0,0.0,-0.0
8568000,0.00062255224,-2.750592e-06,-2.0861626e-07,0.0,0.0,-0.0
8589000,0.0006186344,-1.8435936e-06,-1.6298145e-07,0.0,0.0,-0.0
8601000,0.00061581837,-1.1320568e-06,-2.1839514e-07,0.0,0.0,-0.0
8628000,0.0006106772,2.3226585e-07,-1.7276034e-07,0.0,0.0,-0.0
8648000,0.0006079084,1.1726728e-06,-1.7601997e-07,0.0,0.0,-0.0
8668000,0.00060629594,1.9273164e-06,-2.477318e-07,0.0,0.0,-0.0
8689000,0.00060544314,2.642566e-06,-2.2165477e-07,0.0,0.0,-0.0
8702000,0.00060543895,3.1677473e-06,-2.4121255e-07,0.0,0.0,-0.0
8725000,0.0006008487,4.136721e-06,-2.2817403e-07,0.0,0.0,-0.0
8746000,0.00059395534,5.4362768e-06,-2.4121255e-07,0.0,0.0,-0.0
8762000,0.0005904202,6.1402657e-06,-2.575107e-07,0.0,0.0,-0.0
8781000,0.00058616913,7.0851024e-06,-2.6077032e-07,0.0,0.0,-0.0
8802000,0.00058249256,7.968088e-06,-2.7706847e-07,0.0,0.0,-0.0
8828000,0.00057840085,9.070755e-06,-2.6728958e-07,0.0,0.0,-0.0
