timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
512000,inf,0,1,1,1,0,0,1,1,0,1
1519000,inf,0,1,1,1,0,0,1,0,0,1
2519000,inf,0,1,1,1,0,0,1,0,0,1
3520000,inf,0,1,1,1,0,0,1,0,0,1
4520000,inf,0,1,1,1,0,0,1,0,0,1
5523000,inf,0,1,1,1,0,0,1,0,0,1
6533000,inf,0,1,1,1,0,0,1,0,0,1
7536000,inf,0,1,1,1,0,0,1,0,0,1
8536000,inf,0,1,1,1,0,0,1,0,0,1
9540000,inf,0,1,1,1,0,0,1,0,0,1
10548000,inf,0,1,1,1,0,0,1,0,0,1
11105000,inf,0,1,1,1,1,1,1,0,0,1
12113000,inf,0,1,1,1,1,1,1,0,0,1
13116000,inf,0,1,1,1,1,1,1,0,0,1
14116000,inf,0,1,1,1,1,1,1,0,0,1
15125000,inf,0,1,1,1,1,1,1,0,0,1
16137000,inf,0,1,1,1,1,1,1,0,0,1
17144000,inf,0,1,1,1,1,1,1,0,0,1
18151000,inf,0,1,1,1,1,1,1,0,0,1
19156000,inf,0,1,1,1,1,1,1,0,0,1
19807000,inf,0,1,1,1,0,0,1,0,0,1
20811000,inf,0,1,1,1,0,0,1,0,0,1
21820000,inf,0,1,1,1,0,0,1,0,0,1
21873000,inf,0,1,1,1,1,0,1,0,0,1
22645000,inf,0,1,0,0,1,0,1,0,0,1
22649000,inf,0,0,0,0,1,0,1,0,0,1
23652000,inf,0,0,0,0,1,0,0,0,0,1
24653000,inf,0,0,0,0,1,0,0,0,0,1
25659000,inf,0,0,0,0,1,0,0,0,0,1
26663000,inf,0,0,0,0,1,0,0,0,0,1
27653000,inf,0,0,0,0,0,0,0,0,0,1
28659000,inf,0,0,0,0,0,0,0,0,0,1
29668000,inf,0,0,0,0,0,0,0,0,0,1
30668000,inf,0,0,0,0,0,0,0,0,0,1
31672000,inf,0,0,0,0,0,0,0,1,0,1
32678000,inf,0,0,0,0,0,0,0,0,0,1
33680000,inf,0,0,0,0,0,0,0,0,0,1
34690000,inf,0,0,0,0,0,0,0,0,0,1
35693000,inf,0,0,0,0,0,0,0,0,0,1
36700000,inf,0,0,0,0,0,0,0,0,0,1
37704000,inf,0,0,0,0,0,0,0,0,0,1
38713000,inf,0,0,0,0,0,0,0,0,0,1
39717000,inf,0,0,0,0,0,0,0,0,0,1
40725000,inf,0,0,0,0,0,0,0,0,0,1
41687000,inf,0,0,0,0,1,1,0,0,0,1
42692000,inf,0,0,0,0,1,1,0,0,0,1
43156000,inf,0,1,0,0,1,1,1,0,0,1
43163000,inf,0,0,0,0,0,0,1,0,0,1
43861000,inf,0,0,0,0,1,1,0,0,0,1
44820000,inf,0,1,0,0,1,1,1,0,0,1
45821000,inf,0,1,0,0,1,1,1,0,0,1
46289000,inf,0,1,1,0,1,1,1,0,0,1
46432000,inf,0,1,0,0,1,1,1,0,0,1
47173000,inf,0,1,1,0,1,1,1,0,0,1
47509000,inf,0,1,1,1,1,1,1,0,0,1
48510000,inf,0,1,1,1,1,1,1,0,0,1
49511000,inf,0,1,1,1,1,1,1,0,0,1
