timestamp,speed_xy,speed_up,speed_down,want_takeoff
11647000,5.0,3.0,1.0,0
11665000,5.0,3.0,1.0,0
12628000,5.0,3.0,1.0,0
13644000,5.0,3.0,1.0,0
14643000,5.0,3.0,1.0,0
15651000,5.0,3.0,1.0,0
16629000,5.0,3.0,1.0,0
17645000,5.0,3.0,1.0,0
18645000,5.0,3.0,1.0,0
19645000,5.0,3.0,1.0,0
19787000,5.0,3.0,1.0,0
40968000,5.0,3.0,1.0,0
40983000,5.0,3.0,1.0,0
41968000,5.0,3.0,1.0,0
42965000,5.0,3.0,1.0,0
43956000,5.0,3.0,1.0,0
44960000,5.0,3.0,1.0,0
45964000,5.0,3.0,1.0,0
46968000,5.0,3.0,1.0,0
47956000,5.0,3.0,1.0,0
48965000,5.0,3.0,1.0,0
49963000,5.0,3.0,1.0,0
