timestamp,mag_inconsistency_angle
503000,0.0
997000,0.0
1500000,0.0
2001000,0.0
2503000,0.0
3001000,0.0
3500000,0.0
4003000,0.0
4501000,0.0
5000000,0.0
5492000,0.0
6001000,0.0
6500000,0.0
7004000,0.0
7497000,0.0
8001000,0.0
8501000,0.0
8997000,0.0
9500000,0.0
10000000,0.0
10500000,0.0
11001000,0.0
11503000,0.0
12005000,0.0
12500000,0.0
12993000,0.0
13503000,0.0
14004000,0.0
14500000,0.0
15000000,0.0
15501000,0.0
16001000,0.0
16501000,0.0
17003000,0.0
17495000,0.0
18004000,0.0
18497000,0.0
18683000,0.0
45453000,0.0
45457000,0.0
45961000,3.447654e-10
