magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],timestamp,DTMode
0.2768398,-0.031965446,0.47178298,30021000,2_9
0.27712142,-0.033308923,0.47152448,30041000,2_9
0.27834612,-0.035647597,0.47063008,30065000,2_9
0.2803726,-0.03916361,0.46914554,30088000,2_9
0.2822567,-0.04294361,0.46768248,30111000,2_9
0.28351638,-0.046056274,0.4666235,30133000,2_9
0.2845591,-0.0488564,0.4657034,30157000,2_9
0.28554633,-0.051447045,0.46481994,30179000,2_9
0.2860971,-0.053020563,0.46430424,30199000,2_9
0.28643012,-0.054394502,0.46393996,30219000,2_9
0.28648528,-0.05544846,0.46378118,30240000,2_9
0.2863561,-0.055950455,0.4638007,30261000,2_9
0.2860157,-0.05624017,0.46397567,30281000,2_9
0.28555197,-0.05616162,0.4642707,30304000,2_9
0.28499812,-0.055866294,0.46464646,30328000,2_9
0.28431594,-0.05539055,0.46512112,30348000,2_9
0.28372347,-0.054916788,0.4655389,30368000,2_9
0.2830561,-0.054350954,0.46601123,30391000,2_9
0.28230622,-0.053693626,0.466542,30414000,2_9
0.28153875,-0.053020846,0.46708244,30435000,2_9
0.28097892,-0.052549392,0.4674727,30455000,2_9
0.28028533,-0.05201669,0.46794838,30480000,2_9
0.27960488,-0.051564496,0.46840534,30500000,2_9
0.27902246,-0.05123805,0.4687883,30524000,2_9
0.27840975,-0.050959244,0.4691828,30547000,2_9
0.2778199,-0.050773785,0.4695524,30569000,2_9
0.27735794,-0.050699588,0.46983346,30592000,2_9
0.27685654,-0.05069344,0.47012973,30615000,2_9
0.27636495,-0.05076901,0.4704108,30637000,2_9
0.27588367,-0.050912578,0.47067767,30660000,2_9
0.27546307,-0.051088285,0.4709049,30684000,2_9
0.27506274,-0.051287755,0.4711172,30704000,2_9
0.27464753,-0.051524412,0.47133353,30729000,2_9
0.27426866,-0.051768664,0.47152737,30752000,2_9
0.27392682,-0.0520135,0.47169912,30772000,2_9
0.27357942,-0.052284956,0.47187066,30796000,2_9
0.27328274,-0.05253054,0.4720153,30820000,2_9
0.2729774,-0.052790605,0.47216293,30841000,2_9
0.27266634,-0.053069778,0.47231138,30865000,2_9
0.2723619,-0.05336184,0.47245407,30891000,2_9
0.27202588,-0.05369925,0.47260946,30913000,2_9
0.27171895,-0.054034173,0.4727478,30936000,2_9
0.27142102,-0.05438648,0.47287852,30961000,2_9
0.2711283,-0.054743174,0.4730053,30984000,2_9
0.27080256,-0.055158425,0.47314364,31008000,2_9
0.27052316,-0.055537622,0.47325906,31028000,2_9
0.2702403,-0.05594971,0.47337213,31052000,2_9
0.26996288,-0.05639118,0.47347805,31072000,2_9
0.26973733,-0.056784425,0.4735596,31093000,2_9
0.26949066,-0.05724601,0.47364444,31113000,2_9
0.26928386,-0.057680644,0.47370932,31136000,2_9
0.26905212,-0.058265746,0.4737694,31159000,2_9
0.26889682,-0.058726855,0.47380063,31180000,2_9
0.26873964,-0.059252672,0.47382435,31200000,2_9
0.26860246,-0.05980756,0.47383243,31221000,2_9
0.26850697,-0.060267705,0.4738283,31241000,2_9
0.26839486,-0.06090503,0.47381026,31265000,2_9
0.26831293,-0.0615191,0.47377732,31288000,2_9
0.26825023,-0.06210084,0.47373694,31309000,2_9
0.26818442,-0.062658675,0.47370073,31331000,2_9
0.2681074,-0.06322181,0.4736695,31353000,2_9
0.26803395,-0.063780755,0.47363612,31377000,2_9
0.26796967,-0.06431674,0.47360006,31400000,2_9
0.2679041,-0.06482201,0.47356826,31420000,2_9
0.26782876,-0.065338135,0.47353995,31445000,2_9
0.2677455,-0.06589695,0.47350955,31471000,2_9
0.26765326,-0.066441454,0.47348565,31491000,2_9
0.26756212,-0.066882014,0.47347516,31511000,2_9
0.26745915,-0.067326605,0.4734703,31531000,2_9
0.26733384,-0.0678307,0.47346908,31556000,2_9
0.26718333,-0.0683725,0.4734761,31584000,2_9
0.26700696,-0.0689486,0.4734921,31605000,2_9
0.26684448,-0.06943988,0.4735119,31629000,2_9
0.2666692,-0.069979295,0.47353122,31652000,2_9
0.2665245,-0.07044411,0.47354376,31673000,2_9
0.2663736,-0.070926294,0.4735567,31693000,2_9
0.2662139,-0.07143213,0.4735705,31715000,2_9
0.26607162,-0.0718745,0.47358352,31736000,2_9
0.26592857,-0.07232475,0.47359532,31756000,2_9
0.26580352,-0.07272457,0.47360432,31776000,2_9
0.26569325,-0.07309118,0.47360975,31797000,2_9
0.26559043,-0.073452726,0.47361144,31818000,2_9
0.2654838,-0.07383493,0.47361183,31840000,2_9
0.26539537,-0.07417755,0.47360787,31861000,2_9
0.2653429,-0.07447505,0.47359058,31884000,2_9
0.2653208,-0.07474415,0.47356057,31904000,2_9
0.26531115,-0.07500503,0.47352478,31924000,2_9
0.26530898,-0.0752742,0.4734832,31944000,2_9
0.26531762,-0.075513236,0.47344032,31969000,2_9
0.26533905,-0.075782135,0.47338533,31989000,2_9
0.26538852,-0.076074295,0.4733107,32011000,2_9
0.2654567,-0.07631323,0.473234,32032000,2_9
0.26553547,-0.07655352,0.473151,32055000,2_9
0.26562166,-0.07681023,0.473061,32079000,2_9
0.2656971,-0.07703322,0.4729824,32100000,2_9
0.26577002,-0.077267356,0.47290325,32123000,2_9
0.26584673,-0.07754802,0.47281417,32145000,2_9
0.2659178,-0.077824004,0.47272882,32169000,2_9
0.2659847,-0.07808992,0.47264737,32189000,2_9
0.26605332,-0.07831639,0.47257125,32209000,2_9
0.26613235,-0.078532375,0.4724909,32229000,2_9
0.26623067,-0.07877846,0.47239456,32251000,2_9
0.26632297,-0.07902327,0.4723016,32276000,2_9
0.26640868,-0.079291664,0.4722083,32296000,2_9
0.26646832,-0.079561464,0.47212926,32316000,2_9
0.26650214,-0.079842456,0.4720627,32339000,2_9
0.26652208,-0.08016989,0.47199598,32364000,2_9
0.266523,-0.08055757,0.4719294,32388000,2_9
0.26649198,-0.0809641,0.47187737,32412000,2_9
0.26644078,-0.08134087,0.47184154,32432000,2_9
0.2663758,-0.081720196,0.47181264,32456000,2_9
0.26628953,-0.08215214,0.47178632,32479000,2_9
0.2661723,-0.08257813,0.47177812,32504000,2_9
0.26601824,-0.08298284,0.47179398,32525000,2_9
0.26584744,-0.083353125,0.47182494,32551000,2_9
0.2656381,-0.0837759,0.471868,32573000,2_9
