timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
1001000,4000000.0,1.0,0.0,0.0,49,0,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510000,4000000.0,1.0,0.0,0.0,114,0,0.0,4,0,0,0,0,0.0,0,0,0,1,1,1,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2825000,4000000.0,1.0,9559.204,0.0,302,0,392.0398,17,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3820000,4000000.0,1.0,5570.289,0.0,411,0,20.93719,18,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4359000,4000000.0,1.0,5383.8486,0.0,485,0,20.93719,26,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5892000,4000000.0,1.0,5974.1294,0.0,654,0,566.1691,40,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6834000,4000000.0,1.0,5394.24,0.0,760,0,20.854023,41,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7829000,4000000.0,1.0,6046.9062,0.0,1002,0,20.958084,42,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8818000,4000000.0,1.0,11914.172,0.0,1259,0,20.958084,43,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9826000,4000000.0,1.0,11890.547,0.0,1522,0,20.895521,44,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10821000,4000000.0,1.0,11824.176,0.0,1866,0,20.979021,46,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11821000,4000000.0,1.0,16058.823,0.0,2266,0,46.85942,47,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12813000,4000000.0,1.0,19303.785,0.0,2673,0,20.916336,48,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13829000,4000000.0,1.0,19325.025,0.0,3092,0,20.93719,50,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14822000,4000000.0,1.0,19233.768,0.0,3503,0,46.95305,51,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15816000,4000000.0,1.0,19330.357,0.0,3911,0,20.833332,52,0,0,0,0,0.0,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16825000,4000000.0,1.0,19434.695,0.0,4328,0,62.811565,54,254,0,0,0,4.703704,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17824000,4000000.0,1.0,19310.89,0.0,4740,0,20.79208,56,508,0,0,0,9.071428,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18817000,4000000.0,1.0,19439.682,0.0,5157,0,319.04288,92,9398,0,0,0,102.152176,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19814000,4000000.0,1.0,19433.7,0.0,5571,0,2655.035,132,19304,0,0,0,146.24243,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20824000,4000000.0,1.0,19282.719,0.0,5990,0,2314.6853,171,28702,0,0,0,167.84795,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21821000,4000000.0,1.0,19561.508,0.0,6402,0,2281.7458,201,36068,0,0,0,179.44278,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22829000,4000000.0,1.0,19263.945,0.0,6817,0,1963.1475,231,43434,0,0,0,188.02597,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23821000,4000000.0,1.0,19412.762,0.0,7226,0,1965.1047,263,51054,0,0,0,194.12167,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24821000,4000000.0,1.0,19131.344,0.0,7639,0,2181.0945,299,59944,0,0,0,200.4816,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25830000,4000000.0,1.0,19392.432,0.0,8052,0,2092.6296,333,68326,0,0,0,205.18318,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26814000,4000000.0,1.0,19277.611,0.0,8462,0,2133.3333,372,77978,0,0,0,209.61829,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27824000,4000000.0,1.0,19286.143,0.0,8876,0,2526.4207,403,85598,0,0,0,212.40198,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28816000,4000000.0,1.0,19218.129,0.0,9286,0,1898.4064,438,94234,0,0,0,215.14612,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29825000,4000000.0,1.0,19321.037,0.0,9702,0,2418.744,481,104902,0,0,0,218.09148,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30825000,4000000.0,1.0,19373.506,0.0,10117,0,2631.474,517,113538,0,0,0,219.60928,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31825000,4000000.0,1.0,19412.588,0.0,10528,0,1930.07,549,121412,0,0,0,221.15118,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32820000,4000000.0,1.0,19332.67,0.0,10941,0,2351.5938,589,131318,0,0,0,222.95076,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33817000,4000000.0,1.0,19301.793,0.0,11349,0,2610.5579,620,138684,0,0,0,223.68387,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34820000,4000000.0,1.0,19264.414,0.0,11765,0,1726.6401,654,147066,0,0,0,224.87157,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35816000,4000000.0,1.0,19297.703,0.0,12173,0,2033.9661,683,154178,0,0,0,225.73645,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36824000,4000000.0,1.0,19208.791,0.0,12589,0,2358.6414,716,162306,0,0,0,226.68436,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37816000,4000000.0,1.0,19412.762,0.0,12997,0,1641.0768,749,170434,0,0,0,227.54874,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38821000,4000000.0,1.0,19263.682,0.0,13413,0,2284.5771,776,177038,0,0,0,228.14175,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39825000,4000000.0,1.0,19271.188,0.0,13828,0,1641.0768,812,185928,0,0,0,228.97537,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40845000,4000000.0,1.0,19318.682,0.0,14251,0,2292.7073,849,194818,0,0,0,229.4676,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41817000,4000000.0,1.0,19362.104,0.0,14651,0,2174.603,882,202946,0,0,0,230.0975,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42833000,4000000.0,1.0,19362.912,0.0,15070,0,2094.7158,916,211328,0,0,0,230.70743,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43829000,4000000.0,1.0,19402.195,0.0,15481,0,2031.9362,946,218440,0,0,0,230.90909,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44817000,4000000.0,1.0,19290.258,0.0,15890,0,2178.9265,986,228346,0,0,0,231.58824,0,0,0,1,1,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
