timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5504000,0.0,0.0,50.927143,0.0,0.0,0.0,0.0,1,0,0,0
11084000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.05326219,1,1,1,0
13828000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.05324055,1,1,1,0
14064000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.05310411,1,1,1,0
14164000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.053024855,1,1,1,0
14755000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.05281639,1,1,1,0
14799000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.053157397,1,1,1,0
14868000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.05280425,1,1,1,0
15796000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.052806936,1,1,1,0
19444000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.052832346,1,1,1,0
19684000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.052413736,1,1,1,0
22388000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.05295077,1,1,1,0
22492000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.052875854,1,1,1,0
22607000,28.142958095311705,112.98371114129229,50.899155,0.043956656,-0.03517084,0.02798723,0.052816372,1,1,1,0
22787000,28.142957985129243,112.9837109771448,50.97167,0.031704925,-0.051265292,-0.05460543,0.05064059,1,1,1,0
28652000,28.142957985129243,112.9837109771448,50.97167,0.031704925,-0.051265292,-0.05460543,0.050677992,1,1,1,0
29440000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.050535005,1,1,1,0
31271000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051005702,1,1,1,0
32192000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.0500314,1,1,1,0
32268000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05117234,1,1,1,0
33300000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.050957784,1,1,1,0
33392000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051644135,1,1,1,0
33420000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05125224,1,1,1,0
34212000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05114433,1,1,1,0
34311000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051644694,1,1,1,0
36844000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051761772,1,1,1,0
37240000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05196082,1,1,1,0
37292000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051870935,1,1,1,0
38267000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05176436,1,1,1,0
40584000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051730454,1,1,1,0
41384000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.052060727,1,1,1,0
41468000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.052025545,1,1,1,0
42900000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051984154,1,1,1,0
48992000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05171815,1,1,1,0
49091000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.052063983,1,1,1,0
51727000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.05176086,1,1,1,0
53839000,28.142958025959985,112.98371095984244,51.02816,0.036245096,-0.052961767,-0.109769896,0.051520053,1,1,1,0
