timestamp,mag_inconsistency_angle
492000,0.0
1000000,0.0
1504000,0.0
1996000,0.0
2504000,0.0
3004000,0.0
3495000,0.0
4000000,0.0
4500000,0.0
5000000,0.0
5504000,0.0
6004000,0.0
6504000,0.0
6996000,0.0
7500000,0.0
8000000,0.0
8496000,0.0
9000000,0.0
9496000,0.0
10004000,0.0
10500000,0.0
10996000,0.0
11496000,0.0
11992000,0.0
12504000,0.0
13004000,0.0
13500000,0.0
14000000,0.0
14500000,0.0
14996000,0.00040582134
15500000,7.055036e-06
16000000,1.668483e-07
16500000,3.0532519e-09
17004000,5.0425542e-11
17500000,1.022455e-12
18000000,1.6041901e-14
18500000,2.3910636e-16
19000000,5.654756e-18
19504000,1.2069351e-19
20000000,1.893631e-21
20504000,3.2920005e-23
21004000,5.723006e-25
21504000,3.7673108e-05
21996000,6.549312e-07
22500000,1.3978665e-08
22787000,1.1321971e-09
54564000,1.0755873e-09
54571000,1.0218079e-09
