timestamp,speed_xy,speed_up,speed_down,want_takeoff
215580616,5.0,1.0,1.0,0
244752902,5.0,1.0,1.0,0
244775183,5.0,1.0,1.0,0
245749882,5.0,1.0,1.0,0
246731771,5.0,1.0,1.0,0
247731758,5.0,1.0,1.0,0
248752791,5.0,1.0,1.0,0
249730399,5.0,1.0,1.0,0
