timestamp,main_state_changes,main_state
215595694,4,7
215694795,4,7
216200704,4,7
216706761,4,7
217212724,4,7
217718888,4,7
218225744,4,7
218698807,4,7
219204671,4,7
219699866,4,7
219710743,4,7
220216714,4,7
220722749,4,7
221228750,4,7
221734908,4,7
222240696,4,7
222746761,4,7
223252667,4,7
223758747,4,7
224264697,4,7
224715895,4,7
224726764,4,7
225232784,4,7
225738754,4,7
226244668,4,7
226750788,4,7
227256670,4,7
227762852,4,7
228268702,4,7
228774754,4,7
229280732,4,7
229786801,4,7
230292699,4,7
230798749,4,7
231304921,4,7
231810728,4,7
232316864,4,7
232822783,4,7
233328701,4,7
233834761,4,7
234340708,4,7
234846761,4,7
235352672,4,7
235858782,4,7
236365698,4,7
236871668,4,7
237377670,4,7
237883671,4,7
238389673,4,7
238895705,4,7
239401684,4,7
239907684,4,7
240413669,4,7
240919670,4,7
241425683,4,7
241931696,4,7
242437685,4,7
242943669,4,7
243449684,4,7
243955753,4,7
244461718,4,7
244725744,4,7
244736765,5,11
245242770,5,11
245748666,5,11
246255113,5,11
246760670,5,11
247266830,5,11
247772670,5,11
248278849,5,11
248784899,5,11
249290828,5,11
249653728,5,11
249742795,5,11
250238760,5,11
