timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
26410679,26398647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
27426675,27410649,1,1,0,0,0,3,3,0,3,0,0,0,0,0
28434675,28418647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
29442677,29426651,1,1,0,0,0,3,3,0,3,0,0,0,0,0
30450692,30434649,1,1,0,0,0,3,3,0,3,0,0,0,0,0
31458710,31442650,1,1,0,0,0,3,3,0,3,0,0,0,0,0
32466676,32450648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
33474694,33458647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
34478672,34462647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
35486748,35470647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
36494680,36478647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
37502676,37486774,1,1,0,0,0,3,3,0,3,0,0,0,0,0
38510673,38494647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
39518677,39502648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
40526675,40510682,1,1,0,0,0,3,3,0,3,0,0,0,0,0
41534685,41518650,1,1,0,0,0,3,3,0,3,0,0,0,0,0
42542672,42526651,1,1,0,0,0,3,3,0,3,0,0,0,0,0
43550717,43534648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
44558673,44542649,1,1,0,0,0,3,3,0,3,0,0,0,0,0
45562779,45546648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
46570675,46554694,1,1,0,0,0,3,3,0,3,0,0,0,0,0
47578675,47562647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
48586683,48570648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
49594676,49578647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
50598677,50586647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
51602777,51590776,1,1,0,0,0,3,3,0,3,0,0,0,0,0
52610673,52598685,1,1,0,0,0,3,3,0,3,0,0,0,0,0
53614672,53602647,1,1,0,0,0,3,3,0,3,0,0,0,0,0
54618676,54606648,1,1,0,0,0,3,3,0,3,0,0,0,0,0
