timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
2008000,142.11035,94.80344,0,89,170,1024000,0,3,255
3013000,186.53125,74.49331,0,179,718,1024000,0,3,255
4020000,231.35449,65.89419,0,268,819,1024000,0,3,255
5021000,275.0879,60.968063,0,349,896,1024000,0,3,255
6029000,320.96777,58.146336,0,430,1274,1024000,0,3,255
7033000,368.5,56.483753,0,506,1409,1024000,0,3,255
8036000,416.55078,55.340878,0,593,1624,1024000,0,3,255
9036000,467.50488,54.82642,0,667,1740,1024000,0,3,255
10037000,518.3965,54.407692,0,729,1580,1024000,0,3,255
11040000,571.7031,54.287636,0,804,2531,1024000,0,3,255
12040000,630.3135,54.662518,0,880,2692,1024000,0,3,255
13041000,687.20605,54.836105,0,959,2574,1024000,0,3,255
14045000,744.7656,55.021103,0,1052,2429,1024000,0,3,255
15048000,803.16797,55.242313,0,1139,2404,1024000,0,3,255
16052000,863.22656,55.537964,0,1228,2763,1024000,0,3,255
17052000,920.74805,55.657864,0,1320,2619,1024000,0,3,255
18052000,976.9414,55.68839,0,1416,2320,1024000,0,3,255
19052000,1032.0127,55.65511,0,1508,3701,1024000,0,3,255
20056000,1092.585,55.895275,0,1596,3584,1024000,0,3,255
21058000,1153.6016,56.13906,0,1672,3722,1024000,0,3,255
22060000,1213.335,56.300632,0,1762,3445,1024000,0,3,255
23060000,1274.1709,56.501747,0,1857,3210,1024000,0,3,255
24060000,1333.9268,56.639923,0,1941,3488,1024000,0,3,255
25060000,1391.6064,56.68227,0,2041,2953,1024000,0,3,255
26060000,1448.749,56.700287,0,2123,3125,1024000,0,3,255
27060000,1505.6572,56.70812,0,2201,3209,1024000,0,3,255
28061000,1561.4512,56.67288,0,2277,3257,1024000,0,3,255
29061000,1620.9697,56.772545,0,2375,3635,1024000,0,3,255
30069000,1680.915,56.864513,0,2460,3748,1024000,0,3,255
31076000,1742.2861,56.998924,0,2542,262,1024000,0,3,255
32076000,1793.085,56.802513,0,2631,3825,1024000,0,3,255
33076000,1848.2461,56.752117,0,2730,3797,1024000,0,3,255
34076000,1906.5068,56.79706,0,2821,419,1024000,0,3,255
35076000,1957.6426,56.63328,0,2907,3983,1024000,0,3,255
36080000,2013.5215,56.605705,0,2997,3946,1024000,0,3,255
37080000,2069.499,56.588528,0,3100,4080,1024000,0,3,255
38080000,2128.5283,56.653492,0,3200,3384,1024000,0,3,255
39084000,2185.6494,56.659737,0,3294,4115,1024000,0,3,255
40084000,2241.6426,56.642895,0,3387,3686,1024000,0,3,255
41084000,2298.7393,56.65408,0,3472,3779,1024000,0,3,255
42084000,2355.836,56.664722,0,3562,3734,1024000,0,3,255
43084000,2416.1553,56.75057,0,3650,166,1024000,0,3,255
