timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
7124000,-0.005120595,-0.008898922,5.455315e-05,0.0,0.0,-0.0
7136000,-0.004798816,-0.00859639,-2.7354807e-05,0.0,0.0,-0.0
7152000,-0.004814759,-0.008456093,0.00012626499,0.0,0.0,-0.0
7171000,-0.0049612117,-0.008338157,-2.1904707e-05,0.0,0.0,-0.0
7196000,-0.0042810296,-0.008121923,8.047372e-05,0.0,0.0,-0.0
7208000,-0.004409315,-0.008355108,2.2687018e-05,0.0,0.0,-0.0
7224000,-0.0048768767,-0.008204566,-9.231269e-06,0.0,0.0,-0.0
7252000,-0.005252001,-0.0077639837,6.983429e-05,0.0,0.0,-0.0
7267000,-0.005291493,-0.0077180583,4.1097403e-05,0.0,0.0,-0.0
7284000,-0.0053962944,-0.0080176685,5.86994e-05,0.0,0.0,-0.0
7308000,-0.004850348,-0.008271564,1.6506761e-05,0.0,0.0,-0.0
7332000,-0.0052558626,-0.007864056,5.1293522e-05,0.0,0.0,-0.0
7348000,-0.0055784816,-0.007742168,4.0628016e-05,0.0,0.0,-0.0
7364000,-0.005658905,-0.0077751926,7.5623393e-06,0.0,0.0,-0.0
7387000,-0.0060632746,-0.007202165,0.00010665506,0.0,0.0,-0.0
7404000,-0.00597077,-0.0070726424,0.00010269135,0.0,0.0,-0.0
7432000,-0.0058023413,-0.0067553343,3.1292439e-07,0.0,0.0,-0.0
7456000,-0.0052875653,-0.006559635,0.0001879111,0.0,0.0,-0.0
7464000,-0.0052482905,-0.0066367374,0.00017742813,0.0,0.0,-0.0
7496000,-0.00523552,-0.0069128163,-1.335144e-05,0.0,0.0,-0.0
7516000,-0.004483845,-0.006694046,7.231161e-05,0.0,0.0,-0.0
7536000,-0.0037755829,-0.0067528696,-8.516759e-05,0.0,0.0,-0.0
7544000,-0.0037392601,-0.006888482,-2.8684735e-06,0.0,0.0,-0.0
7575000,-0.0038340287,-0.007185238,-0.00010973215,0.0,0.0,-0.0
7584000,-0.0037728618,-0.006727397,-1.9088387e-05,0.0,0.0,-0.0
7615000,-0.0035821649,-0.0055230395,-1.0039657e-05,0.0,0.0,-0.0
7624000,-0.0036479568,-0.005670908,1.1943281e-05,0.0,0.0,-0.0
7652000,-0.002815113,-0.0059967004,6.227195e-05,0.0,0.0,-0.0
7676000,-0.0025025294,-0.0066856337,2.161786e-05,0.0,0.0,-0.0
7696000,-0.002200526,-0.006815615,-8.850545e-05,0.0,0.0,-0.0
7708000,-0.0023012124,-0.0066167195,-1.212582e-05,0.0,0.0,-0.0
7728000,-0.0023399119,-0.006976866,-0.00011403486,0.0,0.0,-0.0
7752000,-0.002566948,-0.007363162,-0.00018788502,0.0,0.0,-0.0
7768000,-0.0021869072,-0.0070898915,3.611669e-05,0.0,0.0,-0.0
7788000,-0.0018492207,-0.0070291148,-3.867224e-05,0.0,0.0,-0.0
7816000,-0.0019998166,-0.0068441834,1.0665506e-05,0.0,0.0,-0.0
7832000,-0.0021036924,-0.0068556205,-1.0430813e-06,0.0,0.0,-0.0
7852000,-0.0013247668,-0.0065933745,6.952137e-05,0.0,0.0,-0.0
7868000,-0.0006767343,-0.0059308307,-8.029118e-05,0.0,0.0,-0.0
7884000,-0.0007223847,-0.0056838337,-5.596131e-05,0.0,0.0,-0.0
7912000,-0.0009840057,-0.005524452,-0.0001292117,0.0,0.0,-0.0
7936000,-0.0017222303,-0.0055740075,9.674579e-06,0.0,0.0,-0.0
7952000,-0.0019538186,-0.006037073,8.459389e-05,0.0,0.0,-0.0
7972000,-0.002049274,-0.006726634,6.0863793e-05,0.0,0.0,-0.0
7992000,-0.0018864139,-0.0067076175,5.473569e-05,0.0,0.0,-0.0
8008000,-0.0021991355,-0.0064533157,2.9910356e-05,0.0,0.0,-0.0
8028000,-0.0018040871,-0.0062591885,-0.00010146573,0.0,0.0,-0.0
8056000,-0.0017363611,-0.0064653964,0.00010396913,0.0,0.0,-0.0
8072000,-0.0020039254,-0.0067229443,-9.119138e-05,0.0,0.0,-0.0
8088000,-0.0016456504,-0.007283679,0.000111036,0.0,0.0,-0.0
8104000,-0.0014017767,-0.007167336,8.654967e-05,0.0,0.0,-0.0
8124000,-0.0011856158,-0.007428929,7.5623393e-07,0.0,0.0,-0.0
8148000,-0.00115182,-0.0076139006,2.5451183e-05,0.0,0.0,-0.0
8164000,-0.0010380079,-0.007911775,6.28978e-05,0.0,0.0,-0.0
8184000,-0.0011516357,-0.007673433,-3.418699e-05,0.0,0.0,-0.0
8208000,-0.0013632232,-0.007476429,9.153038e-05,0.0,0.0,-0.0
8236000,-0.002410845,-0.007870519,-1.1499971e-05,0.0,0.0,-0.0
8256000,-0.0027482496,-0.007912252,8.023903e-05,0.0,0.0,-0.0
8264000,-0.0026200789,-0.0075565437,-7.319823e-05,0.0,0.0,-0.0
8284000,-0.0025319848,-0.0069845016,0.00011797249,0.0,0.0,-0.0
8311000,-0.0016820066,-0.0069942493,1.50464475e-05,0.0,0.0,-0.0
8324000,-0.0021177316,-0.0066736275,-8.099526e-05,0.0,0.0,-0.0
8355000,-0.0015668265,-0.0061513935,-3.7498772e-05,0.0,0.0,-0.0
8368000,-0.0014490655,-0.0065773567,-7.168576e-05,0.0,0.0,-0.0
8391000,-0.0022323574,-0.006705475,0.00016000867,0.0,0.0,-0.0
8408000,-0.0023501592,-0.006514874,8.602813e-05,0.0,0.0,-0.0
8424000,-0.002858641,-0.0070088636,2.4825335e-05,0.0,0.0,-0.0
8452000,-0.003569554,-0.0069933427,-5.67697e-05,0.0,0.0,-0.0
8468000,-0.0033052228,-0.006750125,6.0498714e-06,0.0,0.0,-0.0
8491000,-0.0027002709,-0.0067045446,1.1578202e-05,0.0,0.0,-0.0
8512000,-0.0027135508,-0.006621278,2.073124e-05,0.0,0.0,-0.0
8531000,-0.002650572,-0.0067131612,1.6402453e-05,0.0,0.0,-0.0
8552000,-0.0028670426,-0.0067917453,-3.285706e-06,0.0,0.0,-0.0
8572000,-0.0022508483,-0.0065309447,-8.224696e-05,0.0,0.0,-0.0
8596000,-0.0017536422,-0.005752961,9.111315e-05,0.0,0.0,-0.0
8604000,-0.0015163601,-0.0054169553,0.00014321506,0.0,0.0,-0.0
8628000,-0.00042457704,-0.005175164,-6.897375e-05,0.0,0.0,-0.0
8652000,0.0006697621,-0.0049025277,-5.158037e-05,0.0,0.0,-0.0
8668000,0.00095882476,-0.0044546556,7.431954e-06,0.0,0.0,-0.0
8684000,0.001416668,-0.0046528256,2.811104e-05,0.0,0.0,-0.0
8704000,0.0014477,-0.004569927,-1.168251e-05,0.0,0.0,-0.0
8732000,0.002232491,-0.0041910694,-1.7002225e-05,0.0,0.0,-0.0
8756000,0.0020229784,-0.0037214383,-0.00010897592,0.0,0.0,-0.0
8771000,0.0018239362,-0.00363771,-5.4709613e-05,0.0,0.0,-0.0
8792000,0.0016547368,-0.003633326,-5.2154064e-06,0.0,0.0,-0.0
8816000,0.0013406333,-0.0035003717,-0.00011134893,0.0,0.0,-0.0
8835000,0.0015706718,-0.003604279,1.8827617e-05,0.0,0.0,-0.0
8848000,0.0015569626,-0.0039238054,-4.127994e-05,0.0,0.0,-0.0
8864000,0.0012915657,-0.004243022,7.15293e-05,0.0,0.0,-0.0
8891000,0.0017159482,-0.0035938665,-1.9609928e-05,0.0,0.0,-0.0
8916000,0.0018908307,-0.003780102,-5.8829784e-05,0.0,0.0,-0.0
8924000,0.0021122796,-0.0035208156,3.197044e-05,0.0,0.0,-0.0
8944000,0.0028003897,-0.00320367,5.974248e-05,0.0,0.0,-0.0
8976000,0.0026446958,-0.003357467,1.1395663e-05,0.0,0.0,-0.0
8984000,0.0026981873,-0.003486411,1.9557774e-06,0.0,0.0,-0.0
9012000,0.0038028385,-0.0031356884,-2.8423965e-05,0.0,0.0,-0.0
9036000,0.0044428706,-0.0033375814,4.1358173e-05,0.0,0.0,-0.0
9056000,0.0043328516,-0.0029405598,-3.585592e-05,0.0,0.0,-0.0
9064000,0.0040289205,-0.0027641929,-4.719943e-06,0.0,0.0,-0.0
9088000,0.004500707,-0.002267739,0.0001075156,0.0,0.0,-0.0
9112000,0.005367589,-0.0026923013,7.364154e-05,0.0,0.0,-0.0
9132000,0.0050720545,-0.0024336784,0.00010699406,0.0,0.0,-0.0
9148000,0.004508474,-0.002175419,0.00014000759,0.0,0.0,-0.0
9168000,0.0045741713,-0.0021426433,-3.556907e-05,0.0,0.0,-0.0
9191000,0.0050577633,-0.0031156247,1.379475e-05,0.0,0.0,-0.0
9204000,0.004656394,-0.0033458949,4.1775405e-05,0.0,0.0,-0.0
9224000,0.0040947143,-0.003370363,-2.4173409e-05,0.0,0.0,-0.0
9252000,0.004162826,-0.003379885,-3.2622367e-05,0.0,0.0,-0.0
9276000,0.0038020946,-0.003445968,5.580485e-05,0.0,0.0,-0.0
9292000,0.0036264567,-0.0033399619,0.00013815612,0.0,0.0,-0.0
9311000,0.0035086223,-0.0030843597,5.562231e-05,0.0,0.0,-0.0
9324000,0.0039356346,-0.0029158767,5.2310526e-05,0.0,0.0,-0.0
9355000,0.004820331,-0.0026683398,-8.9574605e-05,0.0,0.0,-0.0
9368000,0.0050625484,-0.0024755655,9.859726e-05,0.0,0.0,-0.0
9384000,0.005012806,-0.0026555746,-1.3142824e-05,0.0,0.0,-0.0
9411000,0.0048735403,-0.0024000413,3.3847988e-05,0.0,0.0,-0.0
9424000,0.00472054,-0.0018725481,3.1501055e-05,0.0,0.0,-0.0
9456000,0.005137677,-0.0021645126,-8.6054206e-05,0.0,0.0,-0.0
9464000,0.004977887,-0.0022565164,-7.60667e-05,0.0,0.0,-0.0
9484000,0.0047367467,-0.0020382425,5.1163137e-05,0.0,0.0,-0.0
9512000,0.0047309436,-0.0021146457,-6.8061054e-06,0.0,0.0,-0.0
9528000,0.0050000735,-0.0023041302,-0.00010357797,0.0,0.0,-0.0
9552000,0.0054871547,-0.0031280504,-4.3626875e-05,0.0,0.0,-0.0
9564000,0.005859254,-0.0031257344,1.5672296e-05,0.0,0.0,-0.0
9596000,0.0058990046,-0.0028143912,0.00011917204,0.0,0.0,-0.0
9604000,0.005818296,-0.0027658637,-5.0459057e-05,0.0,0.0,-0.0
9632000,0.0054821484,-0.0034055805,-8.279458e-05,0.0,0.0,-0.0
9644000,0.0056465436,-0.0036184413,1.9896775e-05,0.0,0.0,-0.0
9667000,0.005957821,-0.0040370277,-3.392622e-05,0.0,0.0,-0.0
9684000,0.0056487,-0.0039083227,6.722659e-05,0.0,0.0,-0.0
9708000,0.0056452644,-0.003825301,0.00014978647,0.0,0.0,-0.0
9724000,0.0058096326,-0.0037223971,0.00014978647,0.0,0.0,-0.0
9747000,0.0055166334,-0.0032811125,-5.053729e-05,0.0,0.0,-0.0
9776000,0.004791925,-0.0036262067,-0.00014170259,0.0,0.0,-0.0
9791000,0.0046592187,-0.0040252456,5.9194863e-06,0.0,0.0,-0.0
9816000,0.004145805,-0.003973977,-3.770739e-05,0.0,0.0,-0.0
9832000,0.0040083397,-0.003577901,3.9950013e-05,0.0,0.0,-0.0
9856000,0.0037900563,-0.0037166288,0.00011476502,0.0,0.0,-0.0
9872000,0.0039318567,-0.0036410352,-6.54012e-05,0.0,0.0,-0.0
9892000,0.003834391,-0.0033105449,-3.1866133e-05,0.0,0.0,-0.0
9912000,0.0037153405,-0.0032988929,7.619709e-05,0.0,0.0,-0.0
9936000,0.0035411823,-0.003704222,5.729124e-05,0.0,0.0,-0.0
9956000,0.0028964207,-0.004237846,5.4709613e-05,0.0,0.0,-0.0
9964000,0.002492491,-0.0041230773,9.982288e-05,0.0,0.0,-0.0
9988000,0.0023334925,-0.003956184,4.506111e-05,0.0,0.0,-0.0
10012000,0.0021335948,-0.0033052058,-5.5022538e-06,0.0,0.0,-0.0
10024000,0.0020268434,-0.0035549812,7.137284e-05,0.0,0.0,-0.0
10052000,0.0016801412,-0.0032335818,-5.7134777e-05,0.0,0.0,-0.0
10064000,0.0020613167,-0.0034649044,-0.00013554841,0.0,0.0,-0.0
10087000,0.002005105,-0.003556304,-3.33786e-05,0.0,0.0,-0.0
10115000,0.0017359279,-0.003345961,-8.480251e-05,0.0,0.0,-0.0
10131000,0.0014136848,-0.003674377,-5.3822994e-05,0.0,0.0,-0.0
10148000,0.0013020305,-0.0036732352,6.13071e-05,0.0,0.0,-0.0
10168000,0.0012433613,-0.0038851397,8.529797e-05,0.0,0.0,-0.0
10184000,0.001306166,-0.0033805186,5.7056546e-05,0.0,0.0,-0.0
10215000,0.0016317149,-0.0032940924,-6.3315034e-05,0.0,0.0,-0.0
10236000,0.001232355,-0.0029631157,-0.0001010485,0.0,0.0,-0.0
10251000,0.0012147938,-0.0033764734,-7.60667e-05,0.0,0.0,-0.0
10268000,0.0015500732,-0.003991104,0.00011562556,0.0,0.0,-0.0
10291000,0.0019821944,-0.0036137793,-4.5400113e-05,0.0,0.0,-0.0
10307000,0.0019904892,-0.003453431,-1.3664365e-05,0.0,0.0,-0.0
10332000,0.0028836096,-0.0033718946,6.38105e-05,0.0,0.0,-0.0
10348000,0.002787144,-0.0029985856,-3.6899e-05,0.0,0.0,-0.0
10368000,0.002778574,-0.0028940665,8.138642e-05,0.0,0.0,-0.0
10392000,0.0018660884,-0.0027535849,-6.271526e-05,0.0,0.0,-0.0
10416000,0.0019093606,-0.0022094874,7.442385e-05,0.0,0.0,-0.0
10428000,0.002295871,-0.0019901586,5.254522e-05,0.0,0.0,-0.0
10452000,0.0025609643,-0.0012342451,-5.5022538e-06,0.0,0.0,-0.0
10476000,0.002961781,-0.001065651,8.136034e-06,0.0,0.0,-0.0
10496000,0.0028592774,-0.00086899695,-9.682402e-05,0.0,0.0,-0.0
10516000,0.0031969517,-0.0007272232,-3.7055463e-05,0.0,0.0,-0.0
10524000,0.003262567,-0.000850874,-7.943064e-05,0.0,0.0,-0.0
10556000,0.0032836657,-0.0012180432,-0.00011192262,0.0,0.0,-0.0
10572000,0.0034486826,-0.001217147,-7.040799e-05,0.0,0.0,-0.0
10596000,0.0034135894,-0.0006894687,-7.215515e-05,0.0,0.0,-0.0
10604000,0.003673165,-0.00067183375,6.2584877e-07,0.0,0.0,-0.0
10632000,0.0030412364,-0.00040116732,-4.832074e-05,0.0,0.0,-0.0
10656000,0.003362044,-7.322378e-05,-0.000101961195,0.0,0.0,-0.0
10672000,0.0034656115,0.00013627781,-3.0353665e-05,0.0,0.0,-0.0
10696000,0.003928639,0.00035113952,8.639321e-05,0.0,0.0,-0.0
10712000,0.0036837251,0.00053376186,7.5962394e-05,0.0,0.0,-0.0
10736000,0.0032204008,0.00064642006,-0.0002146922,0.0,0.0,-0.0
10752000,0.00348729,0.00057882303,-7.666647e-06,0.0,0.0,-0.0
10776000,0.003242092,0.000608487,-6.388873e-05,0.0,0.0,-0.0
10791000,0.00348725,0.00043899997,-9.711087e-05,0.0,0.0,-0.0
10816000,0.0041001337,0.00053420826,-8.057803e-06,0.0,0.0,-0.0
10832000,0.004337686,0.0005700657,7.932633e-05,0.0,0.0,-0.0
10847000,0.004913546,0.00042987074,5.789101e-06,0.0,0.0,-0.0
10876000,0.006040955,0.0006731063,7.460639e-05,0.0,0.0,-0.0
10896000,0.0063940934,0.0010147293,-5.507469e-05,0.0,0.0,-0.0
10911000,0.0069867494,0.0008189796,-2.7172267e-05,0.0,0.0,-0.0
10924000,0.0074026966,0.00067310646,-2.3938715e-05,0.0,0.0,-0.0
10948000,0.008469419,0.00043352682,-1.9583851e-05,0.0,0.0,-0.0
10976000,0.008648916,0.0006081117,-2.8423965e-05,0.0,0.0,-0.0
10984000,0.008837075,0.0007463343,3.363937e-05,0.0,0.0,-0.0
11004000,0.009068496,0.00077209977,6.09681e-05,0.0,0.0,-0.0
11028000,0.009681247,0.0011235022,-2.8945506e-06,0.0,0.0,-0.0
11048000,0.009858346,0.001552108,2.3469329e-05,0.0,0.0,-0.0
11072000,0.009955677,0.0018181787,9.935349e-06,0.0,0.0,-0.0
11088000,0.00989978,0.0024170885,0.00012292713,0.0,0.0,-0.001
11107000,0.009732096,0.0030536084,0.00016410276,0.0,0.0,-0.001
11128000,0.009384529,0.0033965951,0.00013844296,0.0,0.0,-0.001
11148000,0.009712545,0.0035819507,3.935024e-05,0.0,0.0,-0.001
11164000,0.009746921,0.003979757,-7.1998686e-05,0.0,0.0,-0.001
11176000,0.010178863,0.0043713334,-6.208941e-05,0.0,0.0,-0.001
11224000,0.010530985,0.00437156,6.553158e-05,0.0,0.0,-0.001
11232000,0.010529777,0.004471361,0.00011484325,0.0,0.0,-0.001
11244000,0.010669407,0.004675562,0.00019977614,0.0,0.0,-0.001
11275000,0.010870859,0.0056392937,0.0002737306,0.0,0.0,-0.001
11288000,0.011061066,0.0059712473,3.2309443e-05,0.0,0.0,-0.001
11304000,0.011493285,0.0062116096,-1.2308359e-05,0.0,0.0,-0.001
11336000,0.011756026,0.005289518,4.2218715e-05,0.0,0.0,-0.001
11347000,0.012203742,0.0049781576,0.000100109726,0.0,0.0,-0.001
11375000,0.012928766,0.005902379,0.00010610744,0.0,0.0,-0.001
11396000,0.013652788,0.00642221,4.8033893e-05,0.0,0.0,-0.001
11415000,0.01411129,0.00652472,0.00014065951,0.0,0.0,-0.001
11432000,0.013948151,0.007162843,4.980713e-05,0.0,0.0,-0.001
11456000,0.014113588,0.0077465177,0.00024196878,0.0,0.0,-0.001
11476000,0.013856059,0.008086617,8.417666e-05,0.0,0.0,-0.001
11488000,0.013934222,0.00776402,7.215515e-05,0.0,0.0,-0.001
11504000,0.014149057,0.0076526273,-2.399087e-05,0.0,0.0,-0.001
11528000,0.014573475,0.0069427565,0.00013606995,0.0,0.0,-0.001
11548000,0.014909694,0.0069413967,0.00012908131,0.0,0.0,-0.001
11567000,0.015469911,0.0074416716,7.098168e-05,0.0,0.0,-0.001
11592000,0.015932102,0.006756951,-8.370727e-05,0.0,0.0,-0.001
11604000,0.016175248,0.006852525,-5.4579228e-05,0.0,0.0,-0.001
11636000,0.01663903,0.0070341364,-7.017329e-05,0.0,0.0,-0.001
11652000,0.01633888,0.006934831,0.00022340193,0.0,0.0,-0.001
11668000,0.016932957,0.006228207,0.00012211874,0.0,0.0,-0.001
11680000,0.017153788,0.0059545245,4.7773123e-05,0.0,0.0,-0.001
11723000,0.016319338,0.007506223,1.6219914e-05,0.0,0.0,-0.001
11727000,0.016284019,0.0074478383,3.575161e-05,0.0,0.0,-0.001
11752000,0.01564956,0.0076505286,-0.00010535121,0.0,0.0,-0.001
