timestamp,rtl_time_s,rtl_limit_fraction
12080000,0.018450957,2.0501064e-05
13104000,0.03581753,3.9797258e-05
14156000,0.04762738,5.2919313e-05
15133000,0.07317743,8.130826e-05
16148000,0.055171363,6.130152e-05
17156000,0.06314995,7.016662e-05
18165000,0.057884544,6.431616e-05
19196000,0.057821292,6.424588e-05
20204000,0.06793549,7.5483884e-05
21217000,0.079049125,8.783236e-05
22225000,0.08155895,9.062106e-05
23268000,0.00688176,7.6464e-06
24316000,0.015052,1.6724447e-05
25364000,0.0039280835,4.3645373e-06
26389000,0.026778031,2.975337e-05
27397000,0.018829828,2.0922032e-05
28428000,0.01914646,2.1273845e-05
29441000,0.031815603,3.5350673e-05
30457000,0.0348738,3.8748665e-05
31468000,0.135543,0.00015060334
32473000,0.36351454,0.00040390508
33481000,0.53542763,0.0005949196
34504000,0.688724,0.0007652489
35541000,0.62964946,0.00069961057
36548000,0.6677371,0.00074193015
37557000,0.6798137,0.00075534853
38564000,0.6949479,0.0007721644
39565000,0.68915135,0.00076572376
40593000,0.69692314,0.0007743591
41593000,0.73923826,0.0008213759
42604000,0.75504005,0.00083893345
43632000,0.78346634,0.0008705182
44636000,0.84697545,0.0009410839
45644000,0.9066972,0.0010074414
46656000,0.9473636,0.0010526263
47660000,0.98510826,0.0010945648
48681000,1.0123544,0.0011248383
49709000,1.0580536,0.0011756152
50713000,0.45746142,0.0005082905
51724000,0.529094,0.00058788224
52724000,0.56023055,0.00062247843
53740000,0.51263875,0.00056959863
