timestamp,saturation_status
999000,1533
2003000,1533
3000000,1533
4000000,1533
5000000,1533
6003000,1533
6999000,1533
8000000,1533
9004000,1533
10004000,1533
10999000,1533
12000000,1533
13000000,1533
14000000,1533
14997000,1533
16004000,1533
17005000,1533
18000000,1533
18997000,1533
20001000,1533
21000000,1533
22005000,1533
22996000,1533
24000000,1
25000000,1
26000000,1
27004000,1
27996000,1
29004000,1
30016000,1
31001000,1
32005000,1
33001000,1
34005000,1
35001000,1
35993000,1
37000000,1
38001000,1
39000000,1
40001000,1
41001000,1
42001000,1
43000000,1
44005000,1
45001000,1
45996000,1
47000000,1
48000000,1
49004000,1
50000000,1
51000000,1
52005000,1
53001000,1
54001000,1
