timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
493000,-0.95506996,-0.97393364,24.675455,1.0
497000,-0.95506996,-0.97392905,24.675455,1.0
501000,-0.4493356,-0.45820832,24.675455,1.0
505000,-0.4493356,-0.45820832,24.675455,1.0
509000,-0.4493356,-0.45820832,24.675455,1.0
513000,0.6484068,0.6612104,24.675455,1.0
517000,0.6484068,0.6612104,24.675455,1.0
521000,0.746735,0.7614802,24.675455,1.0
529000,0.746735,0.7614802,24.675455,1.0
534000,-0.96485496,-0.9839073,24.675455,1.0
538000,-0.96485496,-0.9839073,24.675455,1.0
542000,0.54884654,0.5596842,24.675455,1.0
546000,0.54884654,0.55968446,24.675455,1.0
550000,0.54884654,0.55968446,24.675455,1.0
554000,0.8799862,0.897363,24.675455,1.0
558000,0.8799862,0.897363,24.675455,1.0
562000,0.2768093,0.28227538,24.675455,1.0
566000,0.2768093,0.28227538,24.675455,1.0
570000,0.2768093,0.28227538,24.675455,1.0
574000,-0.71913224,-0.7333327,24.675455,1.0
578000,-0.71913224,-0.7333327,24.675455,1.0
582000,-0.57551426,-0.5868787,24.675455,1.0
586000,-0.57551426,-0.5868787,24.675455,1.0
590000,-0.57551426,-0.5868787,24.675455,1.0
594000,0.6524647,0.6653487,24.675455,1.0
598000,0.6524647,0.66534954,24.675455,1.0
602000,0.3684972,0.37577426,24.675455,1.0
606000,0.3684972,0.37577426,24.675455,1.0
610000,0.3684972,0.37577426,24.675455,1.0
614000,0.7699896,0.78519535,24.675455,1.0
618000,0.7699896,0.78519535,24.675455,1.0
622000,-0.54395634,-0.55469835,24.675455,1.0
625000,-0.54395634,-0.55469835,24.675455,1.0
633000,-0.31646568,-0.32271522,24.675455,1.0
638000,-0.31646568,-0.32271522,24.675455,1.0
640000,-0.31646568,-0.32271522,24.675455,1.0
645000,-0.35765442,-0.36471736,24.675455,1.0
653000,0.38073006,0.3882495,24.675455,1.0
657000,0.38073006,0.3882495,24.675455,1.0
661000,-0.5534693,-0.5644003,24.675455,1.0
670000,-0.5534693,-0.5644003,24.675455,1.0
672000,0.7759505,0.7912755,24.675455,1.0
677000,0.7759505,0.7912755,24.675455,1.0
685000,-0.59719384,-0.6089884,24.675455,1.0
690000,-0.59719384,-0.6089884,24.675455,1.0
694000,-0.5103215,-0.52040035,24.675455,1.0
699000,-0.5103215,-0.52040106,24.675455,1.0
703000,-0.7238593,-0.73815656,24.675455,1.0
709000,-0.7238593,-0.73815656,24.675455,1.0
714000,-0.6008176,-0.6126846,24.675455,1.0
718000,-0.6008176,-0.6126846,24.675455,1.0
722000,1.0297248,1.0500634,24.675455,1.0
726000,1.0297248,1.0500634,24.675455,1.0
730000,1.0297248,1.0500634,24.675455,1.0
732000,0.96837014,0.98749685,24.675455,1.0
736000,0.96837014,0.98749685,24.675455,1.0
741000,-0.8344731,-0.8509551,24.675455,1.0
745000,-0.8344731,-0.8509551,24.675455,1.0
749000,-0.8344731,-0.8509551,24.675455,1.0
753000,-0.54002327,-0.55068886,24.675455,1.0
758000,-0.54002327,-0.55068886,24.675455,1.0
761000,-0.78030556,-0.79571676,24.675455,1.0
765000,-0.78030556,-0.79571676,24.675455,1.0
774000,1.0281042,1.0484095,24.675455,1.0
778000,1.0281042,1.0484095,24.675455,1.0
785000,0.26723307,0.27251098,24.675455,1.0
789000,0.26723307,0.27251098,24.675455,1.0
793000,-1.02908,-1.0494046,24.675455,1.0
798000,-1.02908,-1.0494046,24.675455,1.0
801000,0.38696417,0.3946068,24.675455,1.0
805000,0.38696417,0.39460585,24.675455,1.0
809000,0.38696417,0.39460585,24.675455,1.0
812000,-0.7231942,-0.73747563,24.675455,1.0
816000,-0.7231942,-0.73747563,24.675455,1.0
822000,0.977909,0.9972205,24.675455,1.0
825000,0.977909,0.9972205,24.675455,1.0
830000,0.977909,0.9972205,24.675455,1.0
833000,-0.81711155,-0.83324766,24.675455,1.0
837000,-0.81711155,-0.83324766,24.675455,1.0
842000,-0.40553156,-0.4135399,24.675455,1.0
845000,-0.40553156,-0.4135399,24.675455,1.0
849000,-0.40553156,-0.4135399,24.675455,1.0
853000,-0.76194066,-0.77698725,24.675455,1.0
857000,-0.76194066,-0.77698845,24.675455,1.0
861000,-0.6826933,-0.696176,24.675455,1.0
870000,-0.6826933,-0.696176,24.675455,1.0
874000,0.8473403,0.86407465,24.675455,1.0
878000,0.8473403,0.86407465,24.675455,1.0
883000,1.029582,1.0499156,24.675455,1.0
890000,1.029582,1.0499156,24.675455,1.0
892000,0.4887931,0.4984464,24.675455,1.0
897000,0.4887931,0.4984464,24.675455,1.0
904000,-0.40803024,-0.41608763,24.675455,1.0
909000,-0.40803024,-0.41608763,24.675455,1.0
913000,-0.8873367,-0.90485895,24.675455,1.0
922000,0.45012775,0.45901644,24.675455,1.0
927000,0.45012775,0.45901644,24.675455,1.0
934000,0.9706239,0.98979086,24.675455,1.0
938000,0.9706239,0.98979086,24.675455,1.0
942000,0.7659947,0.78112084,24.675455,1.0
947000,0.7659947,0.78112084,24.675455,1.0
954000,0.7577733,0.7727398,24.675455,1.0
959000,0.7577733,0.7727398,24.675455,1.0
967000,0.3826191,0.39017612,24.675455,1.0
974000,0.76323813,0.7783126,24.675455,1.0
978000,0.76323813,0.7783126,24.675455,1.0
983000,-0.48395693,-0.49351543,24.675455,1.0
989000,-0.48395693,-0.49351543,24.675455,1.0
994000,0.83833534,0.854893,24.675455,1.0
998000,0.83833534,0.854893,24.675455,1.0
1006000,0.79732674,0.81307346,24.675455,1.0
1012000,0.55288154,0.56380063,24.675455,1.0
1026000,-0.9584756,-0.9774049,24.675455,1.0
1037000,0.7983637,0.8141309,24.675455,1.0
1045000,0.72361034,0.7379012,24.675455,1.0
1049000,0.72361034,0.7379012,24.675455,1.0
1053000,0.8208693,0.837081,24.675455,1.0
1062000,-0.62122715,-0.63349485,24.675455,1.0
1066000,-0.62122715,-0.63349485,24.675455,1.0
1074000,-0.08350972,-0.08515883,24.675455,1.0
1077000,-0.08350972,-0.08515883,24.675455,1.0
1085000,-0.68935704,-0.70297015,24.675455,1.0
1093000,-0.36244893,-0.36960638,24.675455,1.0
1097000,-0.36244893,-0.36960638,24.675455,1.0
1109000,-0.7585672,-0.773547,24.675455,1.0
1113000,0.919101,0.9372516,24.675455,1.0
1117000,0.919101,0.9372516,24.675455,1.0
1124000,0.77249557,0.78775096,24.675455,1.0
1133000,0.9978997,1.0176065,24.675455,1.0
1137000,0.9978997,1.0176065,24.675455,1.0
1145000,0.9822528,1.0016505,24.675455,1.0
1150000,0.9822528,1.0016505,24.675455,1.0
1159000,0.47922182,0.4886856,24.675455,1.0
1165000,-0.9733292,-0.99255055,24.675455,1.0
1169000,-0.9733292,-0.99255055,24.675455,1.0
1174000,0.41059965,0.4187082,24.675455,1.0
1177000,0.41059965,0.4187082,24.675455,1.0
1185000,0.2402997,0.24504516,24.675455,1.0
1190000,0.2402997,0.24504516,24.675455,1.0
1197000,0.73714834,0.75170565,24.675455,1.0
1201000,-0.4249377,-0.4333294,24.675455,1.0
1205000,-0.4249377,-0.4333294,24.675455,1.0
1210000,-0.4249377,-0.4333294,24.675455,1.0
1216000,0.47725007,0.48667485,24.675455,1.0
1221000,-0.8987093,-0.916459,24.675455,1.0
1225000,-0.8987093,-0.916459,24.675455,1.0
1229000,-0.8987093,-0.916459,24.675455,1.0
1241000,0.19899693,0.20292717,24.675455,1.0
1246000,0.19899693,0.20292717,24.675455,1.0
1250000,0.19899693,0.20292717,24.675455,1.0
1258000,-0.9463055,-0.96499527,24.675455,1.0
1265000,-0.53389645,-0.54444104,24.675455,1.0
1279000,-0.6258195,-0.63818043,24.675455,1.0
1283000,-0.8651678,-0.8822562,24.675455,1.0
1289000,-0.8651678,-0.8822562,24.675455,1.0
1293000,-0.7368328,-0.7513864,24.675455,1.0
1297000,-0.7368328,-0.7513864,24.675455,1.0
1309000,-0.7008145,-0.71465665,24.675455,1.0
1313000,-0.6344216,-0.6469524,24.675455,1.0
1317000,-0.6344216,-0.6469524,24.675455,1.0
1325000,-0.6458709,-0.6586279,24.675455,1.0
1329000,-0.6458709,-0.6586279,24.675455,1.0
1337000,-0.76079905,-0.7758261,24.675455,1.0
1341000,-0.9822036,-1.0016037,24.675455,1.0
1345000,-0.9822036,-1.0016037,24.675455,1.0
1352000,-0.85228735,-0.86912143,24.675455,1.0
1362000,-0.41681376,-0.42504653,24.675455,1.0
1369000,-0.41681376,-0.42504653,24.675455,1.0
1378000,0.73977226,0.754384,24.675455,1.0
1383000,-0.9184535,-0.9365925,24.675455,1.0
1388000,-0.9184535,-0.9365925,24.675455,1.0
1393000,0.546545,0.557339,24.675455,1.0
1397000,0.546545,0.557339,24.675455,1.0
1401000,0.92333835,0.94157386,24.675455,1.0
1405000,0.92333835,0.94157386,24.675455,1.0
1409000,0.92333835,0.94157386,24.675455,1.0
1412000,0.46581054,0.47501007,24.675455,1.0
1421000,0.6375601,0.6501516,24.675455,1.0
1425000,0.6375601,0.6501516,24.675455,1.0
1438000,-0.636048,-0.64860904,24.675455,1.0
1446000,0.9667854,0.985878,24.675455,1.0
1454000,0.90599686,0.923889,24.675455,1.0
1458000,0.90599686,0.923889,24.675455,1.0
1465000,-0.47158676,-0.48089993,24.675455,1.0
1469000,-0.47158676,-0.48089993,24.675455,1.0
1481000,-0.48197478,-0.49149504,24.675455,1.0
1485000,-0.48197478,-0.49149504,24.675455,1.0
1494000,1.0224646,1.042661,24.675455,1.0
1503000,0.98768896,1.0071985,24.675455,1.0
1514000,-0.44019118,-0.4488861,24.675455,1.0
1516000,-0.44019118,-0.4488861,24.675455,1.0
1525000,-0.909428,-0.9273916,24.675455,1.0
1542000,0.7099528,0.7239736,24.675455,1.0
1550000,0.7099528,0.7239736,24.675455,1.0
1554000,0.76686555,0.7820103,24.675455,1.0
1559000,0.76686555,0.7820103,24.675455,1.0
1570000,-0.5819408,-0.59343356,24.675455,1.0
1574000,0.79424363,0.8099291,24.675455,1.0
1577000,0.79424363,0.8099291,24.675455,1.0
1585000,0.7801328,0.7955387,24.675455,1.0
1590000,0.7801328,0.7955387,24.675455,1.0
1593000,0.88217586,0.8995969,24.675455,1.0
1601000,-0.93188024,-0.9502829,24.675455,1.0
1605000,-0.93188024,-0.9502829,24.675455,1.0
1609000,-0.93188024,-0.9502829,24.675455,1.0
1617000,0.93246365,0.9508778,24.675455,1.0
1625000,0.6570519,0.6700273,24.675455,1.0
1630000,0.6570519,0.6700273,24.675455,1.0
1634000,-0.88417965,-0.9016403,24.675455,1.0
1638000,-0.88417965,-0.90164334,24.675455,1.0
1646000,0.90032756,0.9181102,24.675455,1.0
1654000,-0.6472443,-0.6600282,24.675455,1.0
1658000,-0.6472443,-0.6600282,24.675455,1.0
1662000,-0.8435628,-0.86022425,24.675455,1.0
1670000,-0.8435628,-0.86022425,24.675455,1.0
1674000,0.41219383,0.4203352,24.675455,1.0
1678000,0.41219383,0.4203352,24.675455,1.0
1686000,0.9373198,0.95583314,24.675455,1.0
1694000,0.4729809,0.48232204,24.675455,1.0
1698000,0.4729809,0.48232204,24.675455,1.0
1706000,1.0258762,1.0461367,24.675455,1.0
1710000,1.0258762,1.0461367,24.675455,1.0
1717000,-0.65914744,-0.6721653,24.675455,1.0
1721000,-1.0014044,-1.0211817,24.675455,1.0
1730000,-1.0014044,-1.0211817,24.675455,1.0
1734000,0.35342076,0.36040065,24.675455,1.0
1738000,0.35342076,0.36040065,24.675455,1.0
1746000,0.44401622,0.4527858,24.675455,1.0
1757000,0.6035306,0.6154507,24.675455,1.0
1761000,0.8903805,0.907966,24.675455,1.0
1769000,0.8903805,0.907966,24.675455,1.0
1774000,-0.7232427,-0.7375272,24.675455,1.0
1782000,-0.47102773,-0.4803308,24.675455,1.0
1786000,-0.47102773,-0.4803308,24.675455,1.0
1794000,0.4714576,0.48076737,24.675455,1.0
1798000,0.4714576,0.48076737,24.675455,1.0
1804000,0.46943697,0.47870684,24.675455,1.0
1809000,0.46943697,0.47870684,24.675455,1.0
1813000,0.3210491,0.3273888,24.675455,1.0
1821000,0.6491812,0.6620004,24.675455,1.0
1830000,0.6491812,0.6620004,24.675455,1.0
1838000,0.6834424,0.6969382,24.675455,1.0
1842000,-0.7048156,-0.7187335,24.675455,1.0
1845000,-0.7048156,-0.71873635,24.675455,1.0
1852000,0.76369923,0.7787829,24.675455,1.0
1860000,0.76369923,0.7787829,24.675455,1.0
1865000,0.9938553,1.0134847,24.675455,1.0
1878000,-0.84196216,-0.8585916,24.675455,1.0
1881000,0.97033256,0.9894974,24.675455,1.0
1892000,-0.6533872,-0.66629213,24.675455,1.0
1897000,-0.6533872,-0.66629153,24.675455,1.0
1905000,0.9183377,0.93647474,24.675455,1.0
1910000,0.9183377,0.93647474,24.675455,1.0
1914000,0.6085132,0.62053126,24.675455,1.0
1918000,0.6085132,0.62053126,24.675455,1.0
1926000,0.6443005,0.6570254,24.675455,1.0
1930000,0.6443005,0.6570254,24.675455,1.0
1934000,0.69693744,0.7107019,24.675455,1.0
1938000,0.69693744,0.7107019,24.675455,1.0
1946000,0.7671521,0.7823032,24.675455,1.0
1953000,0.8265388,0.84286284,24.675455,1.0
1958000,0.8265388,0.84286016,24.675455,1.0
1965000,-0.6869451,-0.70050997,24.675455,1.0
1969000,-0.6869451,-0.70050997,24.675455,1.0
1976000,0.69049895,0.704134,24.675455,1.0
1985000,-0.9886806,-1.0082037,24.675455,1.0
1994000,-0.9529523,-0.9717699,24.675455,1.0
2002000,-0.4598845,-0.46896568,24.675455,1.0
2013000,0.7258253,0.74016076,24.675455,1.0
2021000,-0.74410224,-0.7587987,24.675455,1.0
2030000,-0.74410224,-0.7587987,24.675455,1.0
2045000,-0.19385172,-0.19768041,24.675455,1.0
2049000,-0.19385172,-0.19768041,24.675455,1.0
2058000,0.9529552,0.9717731,24.675455,1.0
2062000,0.54995996,0.56082,24.675455,1.0
2066000,0.54995996,0.56082,24.675455,1.0
2071000,0.3344872,0.3410923,24.675455,1.0
2082000,-0.3069225,-0.31298327,24.675455,1.0
2085000,-0.3069225,-0.31298327,24.675455,1.0
2093000,0.32188433,0.32824054,24.675455,1.0
2098000,0.32188433,0.32824054,24.675455,1.0
2105000,0.9784841,0.99780613,24.675455,1.0
2113000,-0.9298409,-0.94820696,24.675455,1.0
2121000,1.0028203,1.0226277,24.675455,1.0
2125000,1.0028203,1.0226277,24.675455,1.0
2129000,1.0028203,1.0226277,24.675455,1.0
2137000,0.93338877,0.95182484,24.675455,1.0
2141000,-0.5222365,-0.53255165,24.675455,1.0
2145000,-0.5222365,-0.53255165,24.675455,1.0
2153000,0.83624697,0.85276437,24.675455,1.0
2157000,0.83624697,0.85276324,24.675455,1.0
2162000,-0.9141404,-0.9321951,24.675455,1.0
2165000,-0.9141404,-0.9321951,24.675455,1.0
2173000,-0.75502175,-0.76993376,24.675455,1.0
2177000,-0.75502175,-0.76993376,24.675455,1.0
2186000,-0.47784162,-0.4872792,24.675455,1.0
2190000,-0.47784162,-0.4872792,24.675455,1.0
2194000,-0.4457115,-0.4545145,24.675455,1.0
2198000,-0.4457115,-0.4545145,24.675455,1.0
2206000,-0.49530807,-0.50509065,24.675455,1.0
2213000,0.8095446,0.825531,24.675455,1.0
2217000,0.8095446,0.825531,24.675455,1.0
2224000,-0.9124332,-0.9304514,24.675455,1.0
2233000,0.9484754,0.96720535,24.675455,1.0
2238000,0.9484754,0.96720535,24.675455,1.0
2241000,-0.80894154,-0.824916,24.675455,1.0
2249000,-0.80894154,-0.824916,24.675455,1.0
2253000,0.50821644,0.5182524,24.675455,1.0
2257000,0.50821644,0.5182524,24.675455,1.0
2264000,0.75530195,0.77021855,24.675455,1.0
2270000,0.75530195,0.77021855,24.675455,1.0
2279000,0.98658365,1.0060679,24.675455,1.0
2287000,-0.888151,-0.9056912,24.675455,1.0
2294000,-0.86632204,-0.8834312,24.675455,1.0
2298000,-0.86632204,-0.8834312,24.675455,1.0
2302000,-0.41664976,-0.42487824,24.675455,1.0
2307000,-0.41664976,-0.42487824,24.675455,1.0
2313000,0.84985757,0.8666415,24.675455,1.0
2317000,0.84985757,0.8666415,24.675455,1.0
2325000,0.8381171,0.8546699,24.675455,1.0
2337000,0.9232892,0.94152415,24.675455,1.0
2345000,0.90293765,0.92077065,24.675455,1.0
2349000,0.90293765,0.92077065,24.675455,1.0
2358000,0.39443788,0.40222803,24.675455,1.0
2364000,-0.053356502,-0.054410294,24.675455,1.0
2373000,0.9839711,1.0034084,24.675455,1.0
2377000,0.9839711,1.0034084,24.675455,1.0
2387000,-0.54191405,-0.552619,24.675455,1.0
2397000,-1.0155954,-1.0356574,24.675455,1.0
2405000,0.9217118,0.93991923,24.675455,1.0
2417000,0.84613454,0.86284906,24.675455,1.0
2421000,0.8370803,0.85361594,24.675455,1.0
2425000,0.8370803,0.85361063,24.675455,1.0
2438000,-0.86477983,-0.88185716,24.675455,1.0
2450000,0.35413247,0.36112574,24.675455,1.0
2454000,0.41341302,0.42157695,24.675455,1.0
2458000,0.41341302,0.42157695,24.675455,1.0
2462000,0.90356916,0.92141247,24.675455,1.0
2474000,0.4788797,0.48833665,24.675455,1.0
2478000,0.4788797,0.48833665,24.675455,1.0
2486000,-0.29780084,-0.30368185,24.675455,1.0
2497000,-0.7585457,-0.77352554,24.675455,1.0
2506000,-0.85369164,-0.8705504,24.675455,1.0
2509000,-0.85369164,-0.8705504,24.675455,1.0
2522000,0.9740832,0.99331945,24.675455,1.0
2526000,0.9740832,0.99331945,24.675455,1.0
2538000,-0.9792585,-0.99859697,24.675455,1.0
2542000,0.92319864,0.94143003,24.675455,1.0
2545000,0.92319864,0.94143003,24.675455,1.0
2549000,0.92319864,0.94143003,24.675455,1.0
2557000,0.35672408,0.3637687,24.675455,1.0
2560000,0.35672408,0.3637687,24.675455,1.0
2565000,-0.838455,-0.8550129,24.675455,1.0
2573000,0.48706993,0.49668863,24.675455,1.0
2581000,-0.9147542,-0.932818,24.675455,1.0
2585000,-0.9147542,-0.932818,24.675455,1.0
2590000,-0.9147542,-0.932818,24.675455,1.0
2593000,-0.57969743,-0.5911448,24.675455,1.0
2597000,-0.57969743,-0.5911448,24.675455,1.0
2601000,-0.37579083,-0.38321164,24.675455,1.0
2611000,-0.7521219,-0.76697415,24.675455,1.0
2618000,-0.7521219,-0.76697415,24.675455,1.0
2622000,-1.0297312,-1.0500654,24.675455,1.0
2625000,-1.0297312,-1.0500654,24.675455,1.0
2629000,-1.0297312,-1.0500692,24.675455,1.0
