timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
34968275,inf,0,1,1,1,0,0,1,0,0,1
35971174,inf,0,1,1,1,0,0,1,0,0,1
36975510,inf,0,1,1,1,0,0,1,0,0,1
37983247,inf,0,1,1,1,0,0,1,0,0,1
38987564,inf,0,1,1,1,0,0,1,0,0,1
39061162,inf,0,1,1,1,1,0,1,0,0,1
39978552,inf,0,1,0,0,1,0,1,0,0,1
39984739,inf,0,0,0,0,1,0,1,0,0,1
40990750,inf,0,0,0,0,1,0,0,1,0,1
41993755,inf,0,0,0,0,1,0,0,0,0,1
42996763,inf,0,0,0,0,1,0,0,0,0,1
44007120,inf,0,0,0,0,1,0,0,0,0,1
45008605,inf,0,0,0,0,1,0,0,0,0,1
46016258,inf,0,0,0,0,1,0,0,0,0,1
47026594,inf,0,0,0,0,1,0,0,0,0,1
48031042,inf,0,0,0,0,1,0,0,0,0,1
49035496,inf,0,0,0,0,1,0,0,0,0,1
50038616,inf,0,0,0,0,1,0,0,0,0,1
51042939,inf,0,0,0,0,1,0,0,0,0,1
52056503,inf,0,0,0,0,1,0,0,0,0,1
53058007,inf,0,0,0,0,1,0,0,0,0,1
54066890,inf,0,0,0,0,1,0,0,0,0,1
55071186,inf,0,0,0,0,1,0,0,0,0,1
56075794,inf,0,0,0,0,1,0,0,0,0,1
57087529,inf,0,0,0,0,1,0,0,0,0,1
58093460,inf,0,0,0,0,1,0,0,0,0,1
59102370,inf,0,0,0,0,1,0,0,0,0,1
60105409,inf,0,0,0,0,1,0,0,0,0,1
61108326,inf,0,0,0,0,1,0,0,0,0,1
62111138,inf,0,0,0,0,1,0,0,0,0,1
63121635,inf,0,0,0,0,1,0,0,0,0,1
64132068,inf,0,0,0,0,1,0,0,0,0,1
65136527,inf,0,0,0,0,1,1,0,1,0,1
66142358,inf,0,0,0,0,1,1,1,0,0,1
66447147,inf,0,1,0,0,1,1,1,0,0,1
66810358,inf,0,1,1,0,1,1,1,0,0,1
67145276,inf,0,1,1,1,1,1,1,0,0,1
68155669,inf,0,1,1,1,1,1,1,0,0,1
69165933,inf,0,1,1,1,1,1,1,0,0,1
