timestamp,speed_xy,speed_up,speed_down,want_takeoff
11472000,5.0,3.0,1.0,0
11488000,5.0,3.0,1.0,0
12455000,5.0,3.0,1.0,0
13467000,5.0,3.0,1.0,0
14472000,5.0,3.0,1.0,0
15455000,5.0,3.0,1.0,0
16454000,5.0,3.0,1.0,0
17468000,5.0,3.0,1.0,0
18467000,5.0,3.0,1.0,0
19236000,5.0,3.0,1.0,0
41007000,5.0,3.0,1.0,0
41040000,5.0,3.0,1.0,0
42010000,5.0,3.0,1.0,0
43013000,5.0,3.0,1.0,0
44007000,5.0,3.0,1.0,0
45007000,5.0,3.0,1.0,0
46011000,5.0,3.0,1.0,0
47008000,5.0,3.0,1.0,0
47994000,5.0,3.0,1.0,0
48987000,5.0,3.0,1.0,0
50008000,5.0,3.0,1.0,0
