timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
7697000,0.0,-0.0,-0.0041650315,0.0,0.99999785,0.0,-0.0,-0.0020825143,0.0,0.0,-0.0,0,0,0,0,0
7701000,0.0,-0.0,-0.0041650776,0.0,0.99999785,0.0,-0.0,-0.0020825374,0.0,0.0,-0.0,0,0,0,0,0
7748000,0.0,-0.0,-0.004165503,0.0,0.99999785,0.0,-0.0,-0.0020827502,0.0,0.0,-0.0,0,0,0,0,0
7797000,0.0,-0.0,-0.0041659544,0.0,0.99999785,0.0,-0.0,-0.0020829758,0.0,0.0,-0.0,0,0,0,0,0
7856000,0.0,-0.0,-0.004166455,0.0,0.99999785,0.0,-0.0,-0.002083226,0.0,0.0,-0.0,0,0,0,0,0
7900000,0.0,-0.0,-0.0041668676,0.0,0.99999785,0.0,-0.0,-0.0020834324,0.0,0.0,-0.0,0,0,0,0,0
7952000,0.0,-0.0,-0.0041671786,0.0,0.99999785,0.0,-0.0,-0.002083588,0.0,0.0,-0.0,0,0,0,0,0
7997000,0.0,-0.0,-0.0041675023,0.0,0.99999785,0.0,-0.0,-0.0020837497,0.0,0.0,-0.0,0,0,0,0,0
8048000,0.0,-0.0,-0.0041677887,0.0,0.99999785,0.0,-0.0,-0.002083893,0.0,0.0,-0.0,0,0,0,0,0
8097000,0.0,-0.0,-0.0041680224,0.0,0.99999785,0.0,-0.0,-0.0020840098,0.0,0.0,-0.0,0,0,0,0,0
8148000,0.0,-0.0,-0.0041682627,0.0,0.99999785,0.0,-0.0,-0.00208413,0.0,0.0,-0.0,0,0,0,0,0
8197000,0.0,-0.0,-0.004168419,0.0,0.99999785,0.0,-0.0,-0.0020842082,0.0,0.0,-0.0,0,0,0,0,0
8253000,0.0,-0.0,-0.0041685267,0.0,0.99999785,0.0,-0.0,-0.002084262,0.0,0.0,-0.0,0,0,0,0,0
8300000,0.0,-0.0,-0.004168471,0.0,0.99999785,0.0,-0.0,-0.002084234,0.0,0.0,-0.0,0,0,0,0,0
8352000,0.0,-0.0,-0.0041683153,0.0,0.99999785,0.0,-0.0,-0.0020841563,0.0,0.0,-0.0,0,0,0,0,0
8404000,0.0,-0.0,-0.0041680643,0.0,0.99999785,0.0,-0.0,-0.0020840308,0.0,0.0,-0.0,0,0,0,0,0
8445000,0.0,-0.0,-0.0041677738,0.0,0.99999785,0.0,-0.0,-0.0020838855,0.0,0.0,-0.0,0,0,0,0,0
8504000,0.0,-0.0,-0.00416735,0.0,0.99999785,0.0,-0.0,-0.0020836736,0.0,0.0,-0.0,0,0,0,0,0
8545000,0.0,-0.0,-0.004167055,0.0,0.99999785,0.0,-0.0,-0.002083526,0.0,0.0,-0.0,0,0,0,0,0
8597000,0.0,-0.0,-0.004166698,0.0,0.99999785,0.0,-0.0,-0.0020833476,0.0,0.0,-0.0,0,0,0,0,0
8648000,0.0,-0.0,-0.004166286,0.0,0.99999785,0.0,-0.0,-0.0020831416,0.0,0.0,-0.0,0,0,0,0,0
8705000,0.0,-0.0,-0.0041656327,0.0,0.99999785,0.0,-0.0,-0.002082815,0.0,0.0,-0.0,0,0,0,0,0
8752000,0.0,-0.0,-0.0041650506,0.0,0.99999785,0.0,-0.0,-0.002082524,0.0,0.0,-0.0,0,0,0,0,0
8805000,0.0,-0.0,-0.0041644694,0.0,0.99999785,0.0,-0.0,-0.0020822333,0.0,0.0,-0.0,0,0,0,0,0
8848000,0.0,-0.0,-0.0041638114,0.0,0.99999785,0.0,-0.0,-0.0020819043,0.0,0.0,-0.0,0,0,0,0,0
8901000,0.0,-0.0,-0.0041629127,0.0,0.99999785,0.0,-0.0,-0.002081455,0.0,0.0,-0.0,0,0,0,0,0
8948000,0.0,-0.0,-0.004162106,0.0,0.99999785,0.0,-0.0,-0.0020810517,0.0,0.0,-0.0,0,0,0,0,0
9004000,0.0,-0.0,-0.0041612023,0.0,0.99999785,0.0,-0.0,-0.0020805998,0.0,0.0,-0.0,0,0,0,0,0
9052000,0.0,-0.0,-0.004160369,0.0,0.99999785,0.0,-0.0,-0.002080183,0.0,0.0,-0.0,0,0,0,0,0
9097000,0.0,-0.0,-0.004159573,0.0,0.99999785,0.0,-0.0,-0.002079785,0.0,0.0,-0.0,0,0,0,0,0
9153000,0.0,-0.0,-0.0041583227,0.0,0.99999785,0.0,-0.0,-0.00207916,0.0,0.0,-0.0,0,0,0,0,0
9197000,0.0,-0.0,-0.004157383,0.0,0.99999785,0.0,-0.0,-0.00207869,0.0,0.0,-0.0,0,0,0,0,0
9252000,0.0,-0.0,-0.0041560233,0.0,0.99999785,0.0,-0.0,-0.0020780102,0.0,0.0,-0.0,0,0,0,0,0
9304000,0.0,-0.0,-0.004154878,0.0,0.99999785,0.0,-0.0,-0.0020774377,0.0,0.0,-0.0,0,0,0,0,0
9349000,0.0,-0.0,-0.0041538724,0.0,0.99999785,0.0,-0.0,-0.0020769348,0.0,0.0,-0.0,0,0,0,0,0
9396000,0.0,-0.0,-0.004152859,0.0,0.99999785,0.0,-0.0,-0.0020764282,0.0,0.0,-0.0,0,0,0,0,0
9445000,0.0,-0.0,-0.004151646,0.0,0.99999785,0.0,-0.0,-0.0020758216,0.0,0.0,-0.0,0,0,0,0,0
9505000,0.0,-0.0,-0.0041502514,0.0,0.99999785,0.0,-0.0,-0.0020751243,0.0,0.0,-0.0,0,0,0,0,0
9548000,0.0,-0.0,-0.004149178,0.0,0.99999785,0.0,-0.0,-0.0020745876,0.0,0.0,-0.0,0,0,0,0,0
9597000,0.0,-0.0,-0.0041479073,0.0,0.99999785,0.0,-0.0,-0.0020739522,0.0,0.0,-0.0,0,0,0,0,0
9648000,0.0,-0.0,-0.004146432,0.0,0.99999785,0.0,-0.0,-0.0020732146,0.0,0.0,-0.0,0,0,0,0,0
9705000,0.0,-0.0,-0.004144826,0.0,0.99999785,0.0,-0.0,-0.0020724116,0.0,0.0,-0.0,0,0,0,0,0
9752000,0.0,-0.0,-0.0041435827,0.0,0.99999785,0.0,-0.0,-0.00207179,0.0,0.0,-0.0,0,0,0,0,0
9797000,0.0,-0.0,-0.0041423524,0.0,0.99999785,0.0,-0.0,-0.0020711748,0.0,0.0,-0.0,0,0,0,0,0
9848000,0.0,-0.0,-0.0041409666,0.0,0.99999785,0.0,-0.0,-0.002070482,0.0,0.0,-0.0,0,0,0,0,0
9901000,0.0,-0.0,-0.00413991,0.0,0.99999785,0.0,-0.0,-0.0020699536,0.0,0.0,-0.0,0,0,0,0,0
9953000,0.0,-0.0,-0.0041384706,0.0,0.99999785,0.0,-0.0,-0.002069234,0.0,0.0,-0.0,0,0,0,0,0
9997000,0.0,-0.0,-0.0041373456,0.0,0.99999785,0.0,-0.0,-0.0020686714,0.0,0.0,-0.0,0,0,0,0,0
10045000,0.0,-0.0,-0.0041362117,0.0,0.99999785,0.0,-0.0,-0.0020681045,0.0,0.0,-0.0,0,0,0,0,0
10101000,0.0,-0.0,-0.004134839,0.0,0.99999785,0.0,-0.0,-0.002067418,0.0,0.0,-0.0,0,0,0,0,0
10149000,0.0,-0.0,-0.004133718,0.0,0.99999785,0.0,-0.0,-0.0020668576,0.0,0.0,-0.0,0,0,0,0,0
10196000,0.0,-0.0,-0.004132153,0.0,0.99999785,0.0,-0.0,-0.002066075,0.0,0.0,-0.0,0,0,0,0,0
10248000,0.0,-0.0,-0.00412991,0.0,0.99999785,0.0,-0.0,-0.0020649536,0.0,0.0,-0.0,0,0,0,0,0
10304000,0.0,-0.0,-0.004125854,0.0,0.99999785,0.0,-0.0,-0.0020629256,0.0,0.0,-0.0,0,0,0,0,0
10348000,0.0,-0.0,-0.0041222596,0.0,0.99999785,0.0,-0.0,-0.0020611284,0.0,0.0,-0.0,0,0,0,0,0
10404000,0.0,-0.0,-0.0041178176,0.0,0.99999785,0.0,-0.0,-0.0020589074,0.0,0.0,-0.0,0,0,0,0,0
10452000,0.0,-0.0,-0.004114703,0.0,0.99999785,0.0,-0.0,-0.00205735,0.0,0.0,-0.0,0,0,0,0,0
10496000,0.0,-0.0,-0.0041135466,0.0,0.9999979,0.0,-0.0,-0.002056772,0.0,0.0,-0.0,0,0,0,0,0
10556000,0.0,-0.0,-0.0041153776,0.0,0.99999785,0.0,-0.0,-0.0020576874,0.0,0.0,-0.0,0,0,0,0,0
10600000,0.0,-0.0,-0.004118634,0.0,0.99999785,0.0,-0.0,-0.0020593156,0.0,0.0,-0.0,0,0,0,0,0
10649000,0.0,-0.0,-0.0041221366,0.0,0.99999785,0.0,-0.0,-0.002061067,0.0,0.0,-0.0,0,0,0,0,0
10700000,0.0,-0.0,-0.004125774,0.0,0.99999785,0.0,-0.0,-0.0020628856,0.0,0.0,-0.0,0,0,0,0,0
10748000,0.0,-0.0,-0.004127575,0.0,0.99999785,0.0,-0.0,-0.0020637861,0.0,0.0,-0.0,0,0,0,0,0
10804000,0.0,-0.0,-0.0041274843,0.0,0.99999785,0.0,-0.0,-0.0020637407,0.0,0.0,-0.0,0,0,0,0,0
10845000,0.0,-0.0,-0.004126282,0.0,0.99999785,0.0,-0.0,-0.0020631396,0.0,0.0,-0.0,0,0,0,0,0
10901000,0.0,-0.0,-0.00412338,0.0,0.99999785,0.0,-0.0,-0.0020616886,0.0,0.0,-0.0,0,0,0,0,0
10948000,0.0,-0.0,-0.004120134,0.0,0.99999785,0.0,-0.0,-0.0020600655,0.0,0.0,-0.0,0,0,0,0,0
10993000,0.0,-0.0,-0.00411706,0.0,0.99999785,0.0,-0.0,-0.0020585286,0.0,0.0,-0.0,0,0,0,0,0
11040000,-0.0,-0.0,-0.004114768,0.0,0.99999785,-0.0,0.0,-0.0020573826,0.0,0.0,-0.001,0,0,0,0,0
11096000,-0.0,-0.0,-0.0041126157,0.0,0.99999785,-0.0,0.0,-0.0020563065,0.0,0.0,-0.001,0,0,0,0,0
11145000,-0.0,-0.0,-0.004112266,0.0,0.99999785,-0.0,0.0,-0.0020561316,0.0,0.0,-0.001,0,0,0,0,0
11196000,-0.0,-0.0,-0.0041133002,0.0,0.99999785,-0.0,0.0,-0.0020566487,0.0,0.0,-0.001,0,0,0,0,0
11248000,-0.0,-0.0,-0.0041148956,0.0,0.99999785,-0.0,0.0,-0.0020574464,0.0,0.0,-0.001,0,0,0,0,0
11305000,-0.0,-0.0,-0.0041179582,0.0,0.99999785,-0.0,0.0,-0.0020589777,0.0,0.0,-0.001,0,0,0,0,0
11348000,-0.0,-0.0,-0.004120999,0.0,0.99999785,-0.0,0.0,-0.002060498,0.0,0.0,-0.001,0,0,0,0,0
11396000,-0.0,-0.0,-0.004127382,0.0,0.99999785,-0.0,0.0,-0.0020636893,0.0,0.0,-0.001,0,0,0,0,0
11445000,-0.0,-0.0,-0.0041362643,0.0,0.99999785,-0.0,0.0,-0.002068131,0.0,0.0,-0.001,0,0,0,0,0
11500000,-0.0,-0.0,-0.00415444,0.0,0.99999785,-0.0,0.0,-0.0020772184,0.0,0.0,-0.001,0,0,0,0,0
11545000,-0.0,-0.0,-0.004176617,0.0,0.9999978,-0.0,0.0,-0.0020883072,0.0,0.0,-0.001,0,0,0,0,0
11596000,-0.0,-0.0,-0.004202503,0.0,0.9999978,-0.0,0.0,-0.0021012498,0.0,0.0,-0.001,0,0,0,0,0
11648000,-0.0,-0.0,-0.004229812,0.0,0.99999774,-0.0,0.0,-0.0021149046,0.0,0.0,-0.001,0,0,0,0,0
11696000,-0.0,-0.0,-0.004255655,0.0,0.99999774,-0.0,0.0,-0.002127826,0.0,0.0,-0.001,0,0,0,0,0
11748000,-0.0,-0.0,-0.0042819954,0.0,0.9999977,-0.0,0.0,-0.0021409963,0.0,0.0,-0.001,0,0,0,0,0
11793000,-0.0,-0.0,-0.0043068463,0.0,0.9999977,-0.0,0.0,-0.0021534218,0.0,0.0,-0.001,0,0,0,0,0
11849000,-0.0,-0.0,-0.004339382,0.0,0.9999976,-0.0,0.0,-0.0021696892,0.0,0.0,-0.001,0,0,0,0,0
11896000,-0.0,-0.0,-0.0043768627,0.0,0.9999976,-0.0,0.0,-0.0021884297,0.0,0.0,-0.001,0,0,0,0,0
11948000,-0.0,-0.0,-0.004414515,0.0,0.99999756,-0.0,0.0,-0.0022072562,0.0,0.0,-0.001,0,0,0,0,0
11993000,-0.0,-0.0,-0.0044533173,0.0,0.9999975,-0.0,0.0,-0.0022266568,0.0,0.0,-0.001,0,0,0,0,0
12049000,-0.0,-0.0,-0.0044923746,0.0,0.9999975,-0.0,0.0,-0.0022461854,0.0,0.0,-0.001,0,0,0,0,0
12093000,-0.0,-0.0,-0.004518271,0.0,0.99999744,-0.0,0.0,-0.0022591336,0.0,0.0,-0.001,0,0,0,0,0
12148000,-0.0,-0.0,-0.0045504053,0.0,0.99999744,-0.0,0.0,-0.002275201,0.0,0.0,-0.001,0,0,0,0,0
12193000,-0.0,-0.0,-0.0045729163,0.0,0.9999974,-0.0,0.0,-0.0022864563,0.0,0.0,-0.001,0,0,0,0,0
12248000,-0.0,-0.0,-0.0046167052,0.0,0.9999973,-0.0,0.0,-0.0023083505,0.0,0.0,-0.001,0,0,0,0,0
12297000,-0.0,-0.0,-0.0046608183,0.0,0.99999726,-0.0,0.0,-0.0023304068,0.0,0.0,-0.001,0,0,0,0,0
12345000,-0.0,-0.0,-0.0047127167,0.0,0.9999972,-0.0,0.0,-0.0023563565,0.0,0.0,-0.001,0,0,0,0,0
12396000,-0.0,-0.0,-0.004768354,0.0,0.9999972,-0.0,0.0,-0.002384175,0.0,0.0,-0.001,0,0,0,0,0
12444000,-0.0,-0.0,-0.00480692,0.0,0.9999971,-0.0,0.0,-0.002403458,0.0,0.0,-0.001,0,0,0,0,0
12488000,-0.0,-0.0,-0.004831719,0.0,0.9999971,-0.0,0.0,-0.0024158575,0.0,0.0,-0.001,0,0,0,0,0
12548000,-0.0,-0.0,-0.0048489734,0.0,0.9999971,-0.0,0.0,-0.0024244846,0.0,0.0,-0.001,0,0,0,0,0
12596000,-0.0,-0.0,-0.004848822,0.0,0.9999971,-0.0,0.0,-0.002424409,0.0,0.0,-0.001,0,0,0,0,0
