timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1001000,1001000,6620428,0,1007.27985,24.675455
2001000,2001000,6620428,0,1007.2677,24.675455
3001000,3001000,6620428,0,1007.2705,24.675455
4000000,4000000,6620428,0,1007.26385,24.675455
5001000,5001000,6620428,0,1007.26886,24.675455
6004000,6004000,6620428,0,1007.25867,24.675455
7000000,7000000,6620428,0,1007.273,24.675455
8004000,8004000,6620428,0,1007.28015,24.675455
9000000,9000000,6620428,0,1007.27344,24.675455
10001000,10001000,6620428,0,1007.2666,24.675455
11001000,11001000,6620428,0,1007.2639,24.675455
12001000,12001000,6620428,0,1007.26874,24.675455
13000000,13000000,6620428,0,1007.2727,24.675455
14000000,14000000,6620428,0,1007.2525,24.675455
15000000,15000000,6620428,0,1007.2533,24.675455
16000000,16000000,6620428,0,1007.2594,24.675455
17000000,17000000,6620428,0,1007.2528,24.675455
18004000,18004000,6620428,0,1007.27893,24.675457
19001000,19001000,6620428,0,1007.2171,24.674189
19996000,19996000,6620428,0,1007.1937,24.672066
21000000,21000000,6620428,0,1007.17664,24.670946
22000000,22000000,6620428,0,1007.1581,24.670317
23000000,23000000,6620428,0,1007.18365,24.670725
23993000,23993000,6620428,0,1007.1917,24.670828
25000000,25000000,6620428,0,1007.16797,24.670622
26000000,26000000,6620428,0,1007.17706,24.670206
27001000,27001000,6620428,0,1007.1617,24.670034
28000000,28000000,6620428,0,1007.14966,24.66983
29000000,29000000,6620428,0,1007.1658,24.669912
30001000,30001000,6620428,0,1007.1691,24.670088
31001000,31001000,6620428,0,1007.15106,24.669962
32000000,32000000,6620428,0,1007.14984,24.669687
33000000,33000000,6620428,0,1007.15936,24.669641
34001000,34001000,6620428,0,1007.1461,24.669405
35000000,35000000,6620428,0,1007.15826,24.669731
35996000,35996000,6620428,0,1007.15405,24.669928
37000000,37000000,6620428,0,1007.15466,24.669975
38004000,38004000,6620428,0,1007.1582,24.67013
39001000,39001000,6620428,0,1007.17865,24.670341
40002000,40002000,6620428,0,1007.1642,24.670372
41000000,41000000,6620428,0,1007.1637,24.669899
42004000,42004000,6620428,0,1007.16974,24.669636
43001000,43001000,6620428,0,1007.1604,24.669746
44000000,44000000,6620428,0,1007.20667,24.673618
45000000,45000000,6620428,0,1007.2787,24.67549
45996000,45996000,6620428,0,1007.259,24.67547
46996000,46996000,6620428,0,1007.2808,24.675472
48004000,48004000,6620428,0,1007.2767,24.675472
