timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
748000,748000,0.0,0.0,0.011302278,1.110223e-16,1.9878149e-05,1.590401e-07,512,0,0.70622146,3.5000029,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
760000,760000,0.0,0.0,0.011077363,1.110223e-16,9.365271e-05,1.4574919e-06,512,0,0.7097526,3.5000114,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
958000,958000,0.0,0.0,0.013049378,1.110223e-16,0.00038596668,0.019342013,512,0,0.63064986,1.7506703,0.0,nan,nan,0.00031392297,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1150000,1150000,0.0,0.0,0.015142001,1.110223e-16,0.00025875797,0.0010918835,512,0,1.2168357,1.2400349,0.0,nan,nan,0.001123858,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1352000,1352000,0.0,0.0,0.014919164,1.110223e-16,0.0002770673,0.0069351066,512,0,1.0140864,1.0177355,0.0,nan,nan,0.0002642755,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1552000,1552000,0.0,0.0,0.01776792,1.110223e-16,0.00020271726,2.8284267e-05,512,0,0.8371724,0.8892724,0.0,nan,nan,0.0006010744,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1752000,1752000,0.0,0.0,0.018662868,1.7832957e-15,7.887138e-05,0.0006075986,512,0,0.7695302,0.8105065,0.0,nan,nan,0.0010209682,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1952000,1952000,0.0,0.0,0.01882019,3.568319e-15,7.520709e-05,0.0010950379,512,0,0.7008806,0.75922227,0.0,nan,nan,0.0020777113,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2156000,2156000,0.0,0.0,0.019881325,7.127109e-15,3.5415404e-05,0.00071592117,512,0,0.67827815,0.72904325,0.0,nan,nan,0.0012661521,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2350000,2350000,0.0,0.0,0.020863261,1.8039523e-15,4.723575e-05,0.00094994763,512,0,0.6676717,0.7110873,0.0,nan,nan,0.0019156645,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2547000,2547000,0.0,0.0,0.020620985,1.675951e-13,0.0008748742,0.0014529538,512,0,0.67340785,0.720842,0.0,nan,nan,0.0032152466,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2748000,2748000,0.0,0.0,0.018157836,6.951384e-14,0.0005780086,0.0018360678,512,0,0.68533033,0.7259784,0.0,nan,nan,0.0025404722,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2956000,2956000,0.0,0.0,0.0216011,5.704508e-14,0.0003689481,0.0013737563,512,0,0.6628052,0.7291634,0.0,nan,nan,0.0016099432,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3156000,3156000,0.0,0.0,0.01995047,7.309847e-13,0.0011291429,0.0017266045,512,0,0.6775398,0.74265254,0.0,nan,nan,0.00047729418,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3348000,3348000,0.0,0.0,0.021144412,1.4566057e-12,0.0015553785,0.0027005284,512,0,0.6525408,0.7491014,0.0,nan,nan,0.00069901964,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3550000,3550000,0.0,0.0,0.020498652,1.7846627e-12,0.0011846991,0.00201985,512,0,0.64134014,0.7588764,0.0,nan,nan,0.0024029054,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3747000,3747000,0.0,0.0,0.020482076,2.2820842e-12,0.0006823065,0.0011809107,512,0,0.6244812,0.76745266,0.0,nan,nan,0.00063292915,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3946000,3946000,0.0,0.0,0.018854976,4.0774606e-12,0.0024763905,0.004529549,512,0,0.6057528,0.7937993,0.0,nan,nan,0.0018208104,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4152000,4152000,0.0,0.0,0.01979363,4.877966e-12,0.0013926728,0.0027348455,512,0,0.601763,0.8070992,0.0,nan,nan,0.0010719973,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4360000,4346000,0.0,0.0,0.01846749,3.2359324e-12,0.0016319402,0.003164262,512,0,0.57188314,0.8043067,0.0,nan,nan,0.0018059249,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4555000,4544000,0.0,0.0,0.017971575,4.3983706e-12,0.00019961549,9.897584e-05,512,0,0.560333,0.8036836,0.0,nan,nan,0.00088899117,0.0,0.0,0.0,0.0,1311004,1311004,6620172,197644,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
