timestamp,timestamp_sample,device_id,error_count,pressure,temperature
32715388,32715378,3997730,0,991.85,48.489998
32725415,32725406,3997730,0,991.77997,48.489998
33718136,33718122,3997730,0,991.93,48.55
34720996,34720987,3997730,0,991.88995,48.51
35723783,35723773,3997730,0,991.88995,48.42
36726602,36726592,3997730,0,991.87,48.379997
37719238,37719228,3997730,0,992.12,48.289997
38721931,38721921,3997730,0,991.79,48.059998
39724745,39724735,3997730,0,991.70996,47.85
40707386,40707376,3997730,0,991.73,47.76
41710195,41710185,3997730,0,991.69995,47.67
42712792,42712782,3997730,0,991.74,47.559998
43715481,43715469,3997730,0,991.73,47.45
44718282,44718271,3997730,0,991.63,47.34
45721193,45721183,3997730,0,991.63995,47.289997
46723882,46723872,3997730,0,991.74,47.219997
47726627,47726617,3997730,0,991.63,47.12
48719276,48719265,3997730,0,991.69995,46.989998
49722084,49722074,3997730,0,991.67,46.84
50724789,50724780,3997730,0,991.64996,46.7
51717508,51717497,3997730,0,991.69,46.53
52720250,52720240,3997730,0,991.69,46.37
53722948,53722937,3997730,0,991.6,46.25
54725736,54725726,3997730,0,991.72,46.14
55708289,55708279,3997730,0,991.62,46.0
56711061,56711051,3997730,0,991.63995,45.879997
57713714,57713689,3997730,0,991.63,45.75
58716434,58716424,3997730,0,991.66,45.64
59719121,59719108,3997730,0,991.66,45.51
60721812,60721803,3997730,0,991.6,45.379997
61724411,61724401,3997730,0,991.67,45.26
62716993,62716983,3997730,0,991.69995,45.149998
63719653,63719643,3997730,0,992.08997,45.01
64722424,64722412,3997730,0,991.94995,44.89
65715086,65715076,3997730,0,991.83997,44.78
66717858,66717848,3997730,0,991.82,44.73
